species,region,range
Geonoma deversa,b.5.0,2500
Geonoma deversa,c.0.-5,1100
Geonoma deversa,d.-5.-10,1600
Geonoma deversa,e.-10.-15,1700
Geonoma deversa,f.-15.-20,600
Geonoma orbignyana,a.10.5,3100
Geonoma orbignyana,b.5.0,2200
Geonoma orbignyana,c.0.-5,2800
Geonoma orbignyana,d.-5.-10,2100
Geonoma orbignyana,e.-10.-15,2600
Geonoma orbignyana,f.-15.-20,1900
Geonoma undata,a.10.5,2600
Geonoma undata,b.5.0,2900
Geonoma undata,c.0.-5,3100
Geonoma undata,d.-5.-10,1300
Geonoma undata,e.-10.-15,2800
Geonoma undata,f.-15.-20,1700
Gloeospermum longifolium,a.10.5,1300
Gloeospermum longifolium,b.5.0,1700
Gloeospermum longifolium,c.0.-5,2100
Gloeospermum longifolium,e.-10.-15,500
Gloeospermum sphaerocarpum,a.10.5,1900
Gloeospermum sphaerocarpum,b.5.0,1700
Gloeospermum sphaerocarpum,c.0.-5,900
Gloeospermum sphaerocarpum,d.-5.-10,900
Gloeospermum sphaerocarpum,e.-10.-15,1000
Glossoloma tetragonoides,a.10.5,1700
Glossoloma tetragonoides,b.5.0,2700
Glossoloma tetragonoides,c.0.-5,2700
Glossoloma tetragonoides,d.-5.-10,800
Glossoloma tetragonoides,e.-10.-15,300
Godmania aesculifolia,a.10.5,3100
Godmania aesculifolia,b.5.0,300
Gonzalagunia cornifolia,a.10.5,3100
Gonzalagunia cornifolia,b.5.0,2400
Gonzalagunia cornifolia,c.0.-5,1800
Gonzalagunia cornifolia,d.-5.-10,1200
Gonzalagunia cornifolia,e.-10.-15,1000
Gonzalagunia dicocca,a.10.5,1400
Gonzalagunia dicocca,b.5.0,1600
Gonzalagunia dicocca,c.0.-5,900
Gordonia fruticosa,a.10.5,3000
Gordonia fruticosa,b.5.0,3300
Gordonia fruticosa,c.0.-5,3100
Gordonia fruticosa,d.-5.-10,1400
Gordonia fruticosa,e.-10.-15,2100
Gordonia fruticosa,f.-15.-20,2400
Goupia glabra,a.10.5,800
Goupia glabra,b.5.0,300
Goupia glabra,c.0.-5,100
Goupia glabra,e.-10.-15,300
Graffenrieda cucullata,a.10.5,1300
Graffenrieda cucullata,b.5.0,2300
Graffenrieda cucullata,c.0.-5,1400
Graffenrieda cucullata,d.-5.-10,2100
Graffenrieda cucullata,e.-10.-15,1500
Graffenrieda cucullata,f.-15.-20,1100
Graffenrieda emarginata,a.10.5,1700
Graffenrieda emarginata,b.5.0,200
Graffenrieda emarginata,c.0.-5,1800
Graffenrieda emarginata,d.-5.-10,1700
Graffenrieda emarginata,e.-10.-15,2300
Graffenrieda emarginata,f.-15.-20,1700
Graffenrieda galeottii,a.10.5,1300
Graffenrieda galeottii,b.5.0,1300
Graffenrieda galeottii,c.0.-5,1700
Graffenrieda gracilis,a.10.5,1600
Graffenrieda gracilis,b.5.0,1800
Graffenrieda gracilis,c.0.-5,1000
Graffenrieda gracilis,d.-5.-10,1000
Graffenrieda gracilis,e.-10.-15,1200
Graffenrieda gracilis,f.-15.-20,1000
Graffenrieda intermedia,a.10.5,600
Graffenrieda intermedia,b.5.0,1000
Graffenrieda intermedia,c.0.-5,1600
Graffenrieda intermedia,d.-5.-10,1300
Graffenrieda intermedia,f.-15.-20,200
Guarea cartaguenya,a.10.5,100
Guarea cartaguenya,b.5.0,1600
Guarea cartaguenya,c.0.-5,800
Guarea glabra,a.10.5,2100
Guarea glabra,b.5.0,1900
Guarea glabra,c.0.-5,1900
Guarea glabra,d.-5.-10,1700
Guarea glabra,e.-10.-15,1000
Guarea grandifolia,a.10.5,2200
Guarea grandifolia,b.5.0,2300
Guarea grandifolia,c.0.-5,1400
Guarea grandifolia,d.-5.-10,1100
Guarea grandifolia,e.-10.-15,600
Guarea guidonia,a.10.5,2200
Guarea guidonia,b.5.0,1900
Guarea guidonia,c.0.-5,1800
Guarea guidonia,d.-5.-10,1300
Guarea guidonia,e.-10.-15,1800
Guarea guidonia,f.-15.-20,1400
Guarea kunthiana,a.10.5,3000
Guarea kunthiana,b.5.0,2900
Guarea kunthiana,c.0.-5,2600
Guarea kunthiana,d.-5.-10,2300
Guarea kunthiana,e.-10.-15,2700
Guarea kunthiana,f.-15.-20,2100
Guarea macrophylla,a.10.5,1100
Guarea macrophylla,b.5.0,1700
Guarea macrophylla,c.0.-5,1200
Guarea macrophylla,d.-5.-10,2400
Guarea macrophylla,e.-10.-15,2300
Guarea macrophylla,f.-15.-20,2100
Guarea pterorhachis,a.10.5,800
Guarea pterorhachis,b.5.0,800
Guarea pterorhachis,c.0.-5,1700
Guarea pterorhachis,d.-5.-10,1500
Guarea pterorhachis,e.-10.-15,1400
Guarea pterorhachis,f.-15.-20,1200
Guarea purusana,b.5.0,1800
Guarea purusana,c.0.-5,1700
Guarea purusana,d.-5.-10,300
Guarea purusana,e.-10.-15,500
Guarea purusana,f.-15.-20,1000
Guarea pyriformis,a.10.5,400
Guarea pyriformis,b.5.0,900
Guarea silvatica,b.5.0,1200
Guarea silvatica,c.0.-5,1400
Guarea silvatica,e.-10.-15,500
Guatteria blepharophylla,a.10.5,1700
Guatteria blepharophylla,b.5.0,1600
Guatteria blepharophylla,c.0.-5,1500
Guatteria blepharophylla,d.-5.-10,700
Guatteria blepharophylla,e.-10.-15,1800
Guatteria blepharophylla,f.-15.-20,1900
Guatteria cargadero,a.10.5,2200
Guatteria cargadero,b.5.0,1700
Guatteria glauca,a.10.5,1600
Guatteria glauca,b.5.0,500
Guatteria glauca,c.0.-5,1100
Guatteria glauca,d.-5.-10,1700
Guatteria glauca,e.-10.-15,2700
Guatteria glauca,f.-15.-20,700
Guatteria goudotiana,a.10.5,2300
Guatteria goudotiana,b.5.0,2100
Guatteria goudotiana,c.0.-5,800
Guatteria hirsuta,a.10.5,2100
Guatteria hirsuta,b.5.0,1800
Guatteria hirsuta,c.0.-5,1900
Guatteria hirsuta,d.-5.-10,1600
Guatteria hirsuta,e.-10.-15,1900
Guatteria hirsuta,f.-15.-20,1900
Guatteria hyposericea,b.5.0,200
Guatteria hyposericea,e.-10.-15,100
Guatteria megalophylla,a.10.5,1000
Guatteria megalophylla,b.5.0,1300
Guatteria megalophylla,c.0.-5,2000
Guatteria megalophylla,d.-5.-10,800
Guatteria megalophylla,e.-10.-15,600
Guatteria pittieri,a.10.5,1700
Guatteria pittieri,b.5.0,1700
Guatteria pittieri,c.0.-5,500
Guatteria punctata,a.10.5,2100
Guatteria punctata,b.5.0,1700
Guatteria punctata,c.0.-5,2100
Guatteria punctata,d.-5.-10,1800
Guatteria punctata,e.-10.-15,2200
Guatteria punctata,f.-15.-20,1900
Guatteria recurvisepala,a.10.5,1700
Guatteria recurvisepala,b.5.0,900
Guatteria recurvisepala,c.0.-5,2600
Guatteria schomburgkiana,a.10.5,600
Guatteria schomburgkiana,b.5.0,700
Guatteria schomburgkiana,c.0.-5,500
Guatteria schomburgkiana,e.-10.-15,100
Guatteria schomburgkiana,f.-15.-20,100
Guazuma ulmifolia,a.10.5,3400
Guazuma ulmifolia,b.5.0,1400
Guazuma ulmifolia,c.0.-5,1300
Guazuma ulmifolia,d.-5.-10,1400
Guazuma ulmifolia,e.-10.-15,2600
Guazuma ulmifolia,f.-15.-20,2700
Guettarda aromatica,a.10.5,1800
Guettarda aromatica,b.5.0,500
Guettarda aromatica,c.0.-5,700
Guettarda aromatica,d.-5.-10,500
Guettarda aromatica,e.-10.-15,1800
Guettarda crispiflora,a.10.5,2600
Guettarda crispiflora,b.5.0,3200
Guettarda crispiflora,c.0.-5,2600
Guettarda crispiflora,d.-5.-10,1100
Guettarda crispiflora,e.-10.-15,2800
Guettarda crispiflora,f.-15.-20,1400
Guettarda dependens,a.10.5,800
Guettarda dependens,b.5.0,2000
Guettarda dependens,c.0.-5,2300
Guettarda dependens,d.-5.-10,600
Guettarda dependens,e.-10.-15,2700
Guettarda dependens,f.-15.-20,1500
Guettarda roupalifolia,a.10.5,1700
Guettarda sanblasensis,b.5.0,500
Guettarda sanblasensis,c.0.-5,600
Guettarda tournefortiopsis,a.10.5,1300
Guettarda tournefortiopsis,b.5.0,1900
Guettarda tournefortiopsis,d.-5.-10,300
Guettarda tournefortiopsis,e.-10.-15,1800
Guettarda tournefortiopsis,f.-15.-20,600
Gustavia hexapetala,a.10.5,900
Gustavia hexapetala,b.5.0,1500
Gustavia hexapetala,c.0.-5,700
Gustavia hexapetala,d.-5.-10,100
Gustavia hexapetala,e.-10.-15,300
Gustavia poeppigiana,a.10.5,300
Gustavia poeppigiana,b.5.0,900
Gustavia poeppigiana,c.0.-5,200
Gustavia speciosa,a.10.5,1300
Gustavia speciosa,b.5.0,900
Gustavia speciosa,c.0.-5,200
Gustavia superba,a.10.5,1500
Gustavia superba,b.5.0,1700
Handroanthus chrysanthus,a.10.5,2300
Handroanthus chrysanthus,b.5.0,1600
Handroanthus chrysanthus,c.0.-5,2300
Handroanthus chrysanthus,d.-5.-10,1800
Handroanthus chrysanthus,e.-10.-15,900
Handroanthus impetiginosus,a.10.5,1100
Handroanthus impetiginosus,d.-5.-10,200
Handroanthus impetiginosus,e.-10.-15,1000
Handroanthus impetiginosus,f.-15.-20,1600
Handroanthus impetiginosus,g.-20.-25,1000
Handroanthus obscurus,a.10.5,100
Handroanthus obscurus,b.5.0,200
Handroanthus obscurus,c.0.-5,200
Handroanthus ochraceus,a.10.5,2100
Handroanthus ochraceus,b.5.0,1300
Handroanthus ochraceus,d.-5.-10,1300
Handroanthus ochraceus,e.-10.-15,1300
Handroanthus ochraceus,f.-15.-20,1100
Handroanthus ochraceus,g.-20.-25,600
Handroanthus serratifolius,a.10.5,700
Handroanthus serratifolius,b.5.0,1000
Handroanthus serratifolius,c.0.-5,700
Handroanthus serratifolius,d.-5.-10,700
Handroanthus serratifolius,e.-10.-15,1100
Handroanthus serratifolius,f.-15.-20,1100
Hasseltia floribunda,a.10.5,2000
Hasseltia floribunda,b.5.0,2400
Hasseltia floribunda,c.0.-5,2100
Hasseltia floribunda,d.-5.-10,1800
Hasseltia floribunda,e.-10.-15,1600
Hasseltia floribunda,f.-15.-20,1700
Hasseltia lateriflora,a.10.5,500
Hasseltia lateriflora,b.5.0,200
Haydenoxylon gentryi,a.10.5,1700
Haydenoxylon gentryi,b.5.0,1800
Haydenoxylon gentryi,c.0.-5,1400
Hebepetalum humiriifolium,b.5.0,400
Hebepetalum humiriifolium,c.0.-5,400
Hebepetalum humiriifolium,d.-5.-10,500
Hebepetalum humiriifolium,e.-10.-15,800
Hedyosmum angustifolium,a.10.5,100
Hedyosmum angustifolium,c.0.-5,1700
Hedyosmum angustifolium,d.-5.-10,2500
Hedyosmum angustifolium,e.-10.-15,2700
Hedyosmum angustifolium,f.-15.-20,2000
Hedyosmum cuatrecazanum,a.10.5,1700
Hedyosmum cuatrecazanum,b.5.0,3100
Hedyosmum cuatrecazanum,c.0.-5,1600
Hedyosmum cuatrecazanum,d.-5.-10,1000
Hedyosmum cuatrecazanum,e.-10.-15,2800
Hedyosmum cuatrecazanum,f.-15.-20,700
Hedyosmum cumbalense,a.10.5,1800
Hedyosmum cumbalense,b.5.0,3200
Hedyosmum cumbalense,c.0.-5,1000
Hedyosmum cumbalense,d.-5.-10,1200
Hedyosmum cumbalense,e.-10.-15,2100
Hedyosmum goudotianum,a.10.5,2300
Hedyosmum goudotianum,b.5.0,2700
Hedyosmum goudotianum,c.0.-5,1800
Hedyosmum goudotianum,d.-5.-10,1000
Hedyosmum goudotianum,e.-10.-15,800
Hedyosmum luteynii,b.5.0,3100
Hedyosmum luteynii,c.0.-5,2200
Hedyosmum maximum,e.-10.-15,500
Hedyosmum maximum,f.-15.-20,1800
Hedyosmum racemosum,a.10.5,3000
Hedyosmum racemosum,b.5.0,3300
Hedyosmum racemosum,c.0.-5,2400
Hedyosmum racemosum,d.-5.-10,2100
Hedyosmum racemosum,e.-10.-15,3100
Hedyosmum racemosum,f.-15.-20,3000
Hedyosmum scaberrimum,a.10.5,1800
Hedyosmum scaberrimum,b.5.0,1900
Hedyosmum scabrum,b.5.0,1300
Hedyosmum scabrum,c.0.-5,2100
Hedyosmum scabrum,d.-5.-10,2000
Hedyosmum scabrum,e.-10.-15,1200
Hedyosmum scabrum,f.-15.-20,2400
Hedyosmum sprucei,a.10.5,600
Hedyosmum sprucei,b.5.0,1700
Hedyosmum sprucei,c.0.-5,2700
Hedyosmum sprucei,d.-5.-10,1500
Hedyosmum sprucei,e.-10.-15,2100
Hedyosmum translucidum,a.10.5,1600
Hedyosmum translucidum,b.5.0,1900
Hedyosmum translucidum,c.0.-5,1200
Hedyosmum translucidum,d.-5.-10,1100
Hedyosmum translucidum,e.-10.-15,300
Heisteria acuminata,a.10.5,3100
Heisteria acuminata,b.5.0,1800
Heisteria acuminata,c.0.-5,2100
Heisteria acuminata,d.-5.-10,1900
Heisteria acuminata,e.-10.-15,1500
Heisteria acuminata,f.-15.-20,900
Heisteria latifolia,a.10.5,1200
Heisteria latifolia,b.5.0,600
Heisteria latifolia,c.0.-5,1600
Heisteria nitida,b.5.0,1200
Heisteria nitida,c.0.-5,1200
Heisteria nitida,d.-5.-10,1500
Heisteria nitida,e.-10.-15,1100
Heisteria nitida,f.-15.-20,1100
Heliconia nigripraefixa,a.10.5,900
Heliconia nigripraefixa,b.5.0,600
Heliconia nigripraefixa,c.0.-5,900
Helicostylis scabra,b.5.0,200
Helicostylis scabra,c.0.-5,900
Helicostylis scabra,e.-10.-15,700
Helicostylis tomentosa,a.10.5,1100
Helicostylis tomentosa,b.5.0,2400
Helicostylis tomentosa,c.0.-5,1600
Helicostylis tomentosa,d.-5.-10,600
Helicostylis tomentosa,e.-10.-15,2100
Helicostylis tomentosa,f.-15.-20,1800
Helicostylis tovarensis,a.10.5,1700
Helicostylis tovarensis,b.5.0,1800
Helicostylis tovarensis,c.0.-5,1900
Helicostylis tovarensis,d.-5.-10,800
Helicostylis tovarensis,e.-10.-15,2000
Helicostylis tovarensis,f.-15.-20,1300
Heliocarpus americanus,a.10.5,2900
Heliocarpus americanus,b.5.0,2600
Heliocarpus americanus,c.0.-5,2500
Heliocarpus americanus,d.-5.-10,2100
Heliocarpus americanus,e.-10.-15,2500
Heliocarpus americanus,f.-15.-20,1900
Heliocarpus americanus,g.-20.-25,400
Henriettea fissanthera,a.10.5,1700
Henriettea fissanthera,b.5.0,100
Henriettea verrucosa,a.10.5,1400
Henriettea verrucosa,b.5.0,1100
Henriettea verrucosa,c.0.-5,1000
Herrania balaensis,b.5.0,700
Herrania balaensis,c.0.-5,700
Hesperomeles ferruginea,a.10.5,2100
Hesperomeles ferruginea,b.5.0,3700
Hesperomeles ferruginea,c.0.-5,1900
Hesperomeles ferruginea,d.-5.-10,2500
Hesperomeles ferruginea,e.-10.-15,1700
Hesperomeles ferruginea,f.-15.-20,1900
Hesperomeles obtusifolia,a.10.5,3400
Hesperomeles obtusifolia,b.5.0,2300
Hesperomeles obtusifolia,c.0.-5,2300
Hesperomeles obtusifolia,d.-5.-10,1900
Hesperomeles obtusifolia,e.-10.-15,2100
Hesperomeles obtusifolia,f.-15.-20,1500
Heteropterys laurifolia,a.10.5,300
Heteropterys laurifolia,e.-10.-15,1600
Heteropterys laurifolia,f.-15.-20,1100
Hevea guianensis,a.10.5,3000
Hevea guianensis,b.5.0,800
Hevea guianensis,c.0.-5,1000
Hevea guianensis,d.-5.-10,900
Hevea guianensis,e.-10.-15,1200
Hevea guianensis,f.-15.-20,500
Hieronyma alchorneoides,a.10.5,2400
Hieronyma alchorneoides,b.5.0,2000
Hieronyma alchorneoides,c.0.-5,2200
Hieronyma alchorneoides,d.-5.-10,2100
Hieronyma alchorneoides,e.-10.-15,2400
Hieronyma alchorneoides,f.-15.-20,2000
Hieronyma asperifolia,a.10.5,500
Hieronyma asperifolia,b.5.0,1700
Hieronyma asperifolia,c.0.-5,2000
Hieronyma asperifolia,d.-5.-10,700
Hieronyma asperifolia,e.-10.-15,1600
Hieronyma duquei,a.10.5,1200
Hieronyma duquei,b.5.0,2500
Hieronyma duquei,c.0.-5,2400
Hieronyma duquei,d.-5.-10,800
Hieronyma duquei,e.-10.-15,1600
Hieronyma duquei,f.-15.-20,300
Hieronyma fendleri,a.10.5,3000
Hieronyma fendleri,b.5.0,2400
Hieronyma fendleri,c.0.-5,1900
Hieronyma fendleri,d.-5.-10,500
Hieronyma fendleri,e.-10.-15,2200
Hieronyma fendleri,f.-15.-20,1800
Hieronyma macrocarpa,a.10.5,1100
Hieronyma macrocarpa,b.5.0,2500
Hieronyma macrocarpa,c.0.-5,1900
Hieronyma macrocarpa,e.-10.-15,2000
Hieronyma oblonga,a.10.5,2600
Hieronyma oblonga,b.5.0,2500
Hieronyma oblonga,c.0.-5,2100
Hieronyma oblonga,d.-5.-10,2000
Hieronyma oblonga,e.-10.-15,2800
Hieronyma oblonga,f.-15.-20,2100
Hieronyma scabrida,a.10.5,1300
Hieronyma scabrida,b.5.0,1200
Hieronyma scabrida,c.0.-5,1300
Hieronyma scabrida,e.-10.-15,500
Hillia parasitica,a.10.5,1500
Hillia parasitica,b.5.0,2200
Hillia parasitica,c.0.-5,1600
Hillia parasitica,d.-5.-10,500
Hillia parasitica,e.-10.-15,2000
Hillia parasitica,f.-15.-20,2400
Himatanthus articulatus,a.10.5,1100
Himatanthus articulatus,b.5.0,800
Himatanthus articulatus,c.0.-5,1200
Himatanthus articulatus,d.-5.-10,500
Himatanthus articulatus,e.-10.-15,800
Himatanthus articulatus,f.-15.-20,600
Hippotis albiflora,a.10.5,1800
Hippotis albiflora,b.5.0,1400
Hippotis albiflora,c.0.-5,800
Hippotis brevipes,a.10.5,1800
Hippotis brevipes,b.5.0,1700
Hippotis brevipes,c.0.-5,2100
Hippotis brevipes,d.-5.-10,1500
Hirtella bicornis,a.10.5,400
Hirtella bicornis,b.5.0,700
Hirtella bicornis,c.0.-5,800
Hirtella bicornis,d.-5.-10,300
Hirtella bicornis,e.-10.-15,900
Hirtella eriandra,c.0.-5,400
Hirtella eriandra,e.-10.-15,600
Hirtella mutisii,a.10.5,1600
Hirtella mutisii,b.5.0,400
Hirtella mutisii,c.0.-5,1100
Hirtella pilosissima,c.0.-5,300
Hirtella pilosissima,d.-5.-10,100
Hirtella pilosissima,e.-10.-15,1300
Hirtella pilosissima,f.-15.-20,300
Hirtella racemosa,a.10.5,700
Hirtella racemosa,b.5.0,800
Hirtella racemosa,c.0.-5,1300
Hirtella racemosa,d.-5.-10,400
Hirtella racemosa,e.-10.-15,800
Hirtella racemosa,f.-15.-20,1300
Hirtella triandra,a.10.5,1300
Hirtella triandra,b.5.0,400
Hirtella triandra,c.0.-5,1100
Hirtella triandra,d.-5.-10,400
Hirtella triandra,e.-10.-15,1600
Hirtella triandra,f.-15.-20,2500
Hirtella tubiflora,a.10.5,1000
Hirtella tubiflora,b.5.0,500
Hoffmannia longipetiolata,a.10.5,2400
Hoffmannia longipetiolata,b.5.0,2500
Hoffmannia longipetiolata,c.0.-5,1900
Hortia brasiliana,a.10.5,1200
Hortia brasiliana,b.5.0,200
Hortia brasiliana,c.0.-5,500
Huertea glandulosa,b.5.0,1500
Huertea glandulosa,c.0.-5,2300
Huertea glandulosa,d.-5.-10,2300
Huertea glandulosa,e.-10.-15,2300
Hura crepitans,a.10.5,1500
Hura crepitans,b.5.0,1700
Hura crepitans,c.0.-5,800
Hura crepitans,d.-5.-10,1800
Hura crepitans,e.-10.-15,2700
Hura crepitans,f.-15.-20,500
Hymenaea courbaril,a.10.5,1400
Hymenaea courbaril,b.5.0,1900
Hymenaea courbaril,c.0.-5,600
Hymenaea courbaril,e.-10.-15,1100
Hymenaea courbaril,f.-15.-20,1000
Hymenaea oblongifolia,a.10.5,300
Hymenaea oblongifolia,b.5.0,1100
Hymenaea oblongifolia,c.0.-5,400
Hymenaea oblongifolia,d.-5.-10,700
Hymenaea oblongifolia,e.-10.-15,500
Hymenopus heteromorphus,a.10.5,1000
Hymenopus heteromorphus,b.5.0,1000
Hymenopus heteromorphus,c.0.-5,1400
Hymenopus heteromorphus,e.-10.-15,1300
Hyospathe elegans,a.10.5,1500
Hyospathe elegans,b.5.0,1700
Hyospathe elegans,c.0.-5,2700
Hyospathe elegans,d.-5.-10,1600
Hyospathe elegans,e.-10.-15,1900
Hyospathe elegans,f.-15.-20,400
Hyptidendron arboreum,a.10.5,1500
Hyptidendron arboreum,c.0.-5,300
Hyptidendron arboreum,e.-10.-15,1600
Hyptidendron arboreum,f.-15.-20,300
Ilex andicola,b.5.0,500
Ilex andicola,c.0.-5,1600
Ilex andicola,e.-10.-15,1600
Ilex andicola,f.-15.-20,800
Ilex colombiana,b.5.0,400
Ilex danielis,a.10.5,1100
Ilex danielis,b.5.0,600
Ilex danielis,d.-5.-10,400
Ilex goudotii,a.10.5,900
Ilex goudotii,e.-10.-15,1200
Ilex goudotii,f.-15.-20,600
Ilex guayusa,a.10.5,500
Ilex guayusa,b.5.0,1700
Ilex guayusa,c.0.-5,2800
Ilex guayusa,d.-5.-10,100
Ilex guayusa,e.-10.-15,1900
Ilex karstenii,a.10.5,400
Ilex karstenii,d.-5.-10,300
Ilex laurina,a.10.5,2700
Ilex laurina,b.5.0,1500
Ilex laurina,c.0.-5,1500
Ilex laurina,d.-5.-10,2000
Ilex laurina,e.-10.-15,2600
Ilex myricoides,a.10.5,1600
Ilex myricoides,b.5.0,900
Ilex myricoides,c.0.-5,1200
Ilex myricoides,e.-10.-15,700
Ilex myricoides,f.-15.-20,100
Ilex nervosa,a.10.5,1900
Ilex nervosa,b.5.0,1100
Ilex nervosa,c.0.-5,1500
Ilex nervosa,d.-5.-10,1600
Ilex nervosa,e.-10.-15,1900
Ilex nervosa,f.-15.-20,700
Ilex sessiliflora,a.10.5,500
Ilex sessiliflora,e.-10.-15,1100
Ilex sessiliflora,f.-15.-20,500
Inga acreana,a.10.5,1100
Inga acreana,b.5.0,2200
Inga acreana,c.0.-5,2000
Inga acreana,d.-5.-10,1600
Inga acreana,e.-10.-15,2200
Inga acreana,f.-15.-20,1100
Inga acrocephala,a.10.5,2500
Inga acrocephala,b.5.0,2000
Inga acrocephala,c.0.-5,1300
Inga acrocephala,d.-5.-10,1500
Inga acrocephala,e.-10.-15,2000
Inga acuminata,a.10.5,2000
Inga acuminata,b.5.0,2400
Inga acuminata,c.0.-5,1100
Inga acuminata,e.-10.-15,300
Inga alba,a.10.5,1400
Inga alba,b.5.0,900
Inga alba,c.0.-5,1500
Inga alba,d.-5.-10,700
Inga alba,e.-10.-15,1700
Inga alba,f.-15.-20,1200
Inga bourgonii,a.10.5,600
Inga bourgonii,b.5.0,1200
Inga bourgonii,c.0.-5,1500
Inga bourgonii,d.-5.-10,900
Inga bourgonii,e.-10.-15,2000
Inga bourgonii,f.-15.-20,1000
Inga capitata,a.10.5,400
Inga capitata,b.5.0,1500
Inga capitata,c.0.-5,1400
Inga capitata,d.-5.-10,1900
Inga capitata,e.-10.-15,2600
Inga capitata,f.-15.-20,1000
Inga chartacea,a.10.5,1000
Inga chartacea,b.5.0,1300
Inga chartacea,c.0.-5,1400
Inga chartacea,d.-5.-10,300
Inga chartacea,e.-10.-15,2100
Inga chartacea,f.-15.-20,300
Inga cinnamomea,a.10.5,1100
Inga cinnamomea,b.5.0,1600
Inga cinnamomea,c.0.-5,1000
Inga cinnamomea,e.-10.-15,600
Inga cinnamomea,f.-15.-20,600
Inga cocleensis,a.10.5,2100
Inga cocleensis,b.5.0,2800
Inga coruscans,a.10.5,1800
Inga coruscans,b.5.0,2400
Inga coruscans,c.0.-5,1800
Inga coruscans,d.-5.-10,100
Inga coruscans,e.-10.-15,1600
Inga coruscans,f.-15.-20,300
Inga densiflora,a.10.5,2500
Inga densiflora,b.5.0,3400
Inga densiflora,c.0.-5,2400
Inga densiflora,d.-5.-10,1400
Inga densiflora,e.-10.-15,200
Inga densiflora,f.-15.-20,200
Inga edulis,a.10.5,2000
Inga edulis,b.5.0,2200
Inga edulis,c.0.-5,2600
Inga edulis,d.-5.-10,1500
Inga edulis,e.-10.-15,1700
Inga edulis,f.-15.-20,1000
Inga edulis,g.-20.-25,400
Inga fendleriana,a.10.5,1600
Inga fendleriana,c.0.-5,900
Inga fendleriana,e.-10.-15,1400
Inga fendleriana,f.-15.-20,1200
Inga heterophylla,a.10.5,1400
Inga heterophylla,b.5.0,1100
Inga heterophylla,c.0.-5,800
Inga heterophylla,d.-5.-10,1200
Inga heterophylla,e.-10.-15,1800
Inga heterophylla,f.-15.-20,1300
Inga lallensis,a.10.5,1100
Inga lallensis,b.5.0,2200
Inga lallensis,c.0.-5,2900
Inga lallensis,e.-10.-15,200
Inga laurina,a.10.5,2100
Inga laurina,b.5.0,1700
Inga laurina,c.0.-5,2000
Inga laurina,e.-10.-15,1400
Inga laurina,f.-15.-20,1200
Inga lopadadenia,a.10.5,500
Inga lopadadenia,b.5.0,1000
Inga lopadadenia,c.0.-5,400
Inga lopadadenia,d.-5.-10,900
Inga lopadadenia,e.-10.-15,1100
Inga macrophylla,a.10.5,1600
Inga macrophylla,b.5.0,1200
Inga macrophylla,c.0.-5,900
Inga macrophylla,d.-5.-10,300
Inga macrophylla,e.-10.-15,1800
Inga macrophylla,f.-15.-20,1100
Inga marginata,a.10.5,2600
Inga marginata,b.5.0,2400
Inga marginata,c.0.-5,2300
Inga marginata,d.-5.-10,2200
Inga marginata,e.-10.-15,2700
Inga marginata,f.-15.-20,1900
Inga marginata,g.-20.-25,1400
Inga multijuga,a.10.5,2100
Inga multijuga,b.5.0,2000
Inga multijuga,c.0.-5,1800
Inga multijuga,e.-10.-15,1300
Inga multinervis,b.5.0,1600
Inga multinervis,c.0.-5,1300
Inga multinervis,e.-10.-15,1300
Inga nobilis,a.10.5,2400
Inga nobilis,b.5.0,2400
Inga nobilis,c.0.-5,2000
Inga nobilis,d.-5.-10,2000
Inga nobilis,e.-10.-15,2100
Inga nobilis,f.-15.-20,2200
Inga oerstediana,a.10.5,2200
Inga oerstediana,b.5.0,2100
Inga oerstediana,c.0.-5,2400
Inga oerstediana,d.-5.-10,1600
Inga oerstediana,e.-10.-15,2000
Inga oerstediana,f.-15.-20,1400
Inga pezizifera,a.10.5,1700
Inga pezizifera,b.5.0,1600
Inga pezizifera,c.0.-5,800
Inga pezizifera,e.-10.-15,1600
Inga pezizifera,f.-15.-20,300
Inga pruriens,c.0.-5,700
Inga pruriens,e.-10.-15,200
Inga punctata,a.10.5,2700
Inga punctata,b.5.0,2900
Inga punctata,c.0.-5,1800
Inga punctata,d.-5.-10,1900
Inga punctata,e.-10.-15,2700
Inga punctata,f.-15.-20,1300
Inga ruiziana,a.10.5,2000
Inga ruiziana,b.5.0,1700
Inga ruiziana,c.0.-5,3000
Inga ruiziana,d.-5.-10,2000
Inga ruiziana,e.-10.-15,1600
Inga ruiziana,f.-15.-20,1300
Inga sapindoides,a.10.5,2300
Inga sapindoides,b.5.0,2200
Inga sapindoides,c.0.-5,1900
Inga sapindoides,d.-5.-10,600
Inga sapindoides,e.-10.-15,1900
Inga sapindoides,f.-15.-20,1000
Inga sertulifera,a.10.5,1300
Inga sertulifera,b.5.0,1600
Inga sertulifera,c.0.-5,1300
Inga sertulifera,e.-10.-15,1000
Inga setosa,a.10.5,1500
Inga setosa,b.5.0,200
Inga setosa,c.0.-5,100
Inga setosa,e.-10.-15,2000
Inga setosa,f.-15.-20,1800
Inga sierrae,a.10.5,1600
Inga sierrae,b.5.0,900
Inga spectabilis,a.10.5,1700
Inga spectabilis,b.5.0,1400
Inga spectabilis,c.0.-5,2100
Inga spectabilis,e.-10.-15,1800
Inga stenoptera,a.10.5,2200
Inga stenoptera,b.5.0,1500
Inga stenoptera,c.0.-5,1200
