species,region,range
Senegalia riparia,e.-10.-15,2900
Senegalia riparia,f.-15.-20,1700
Senegalia riparia,g.-20.-25,400
Senna bacillaris,a.10.5,1200
Senna bacillaris,b.5.0,1500
Senna bacillaris,c.0.-5,1200
Senna bacillaris,d.-5.-10,200
Senna bacillaris,e.-10.-15,0
Senna bacillaris,f.-15.-20,N/A
Senna bacillaris,g.-20.-25,N/A
Senna ruiziana,a.10.5,0
Senna ruiziana,b.5.0,0
Senna ruiziana,c.0.-5,1500
Senna ruiziana,d.-5.-10,1300
Senna ruiziana,e.-10.-15,1500
Senna ruiziana,f.-15.-20,1000
Senna ruiziana,g.-20.-25,N/A
Senna silvestris,a.10.5,1200
Senna silvestris,b.5.0,900
Senna silvestris,c.0.-5,N/A
Senna silvestris,d.-5.-10,1000
Senna silvestris,e.-10.-15,800
Senna silvestris,f.-15.-20,600
Senna silvestris,g.-20.-25,N/A
Senna spectabilis,a.10.5,1400
Senna spectabilis,b.5.0,1200
Senna spectabilis,c.0.-5,500
Senna spectabilis,d.-5.-10,N/A
Senna spectabilis,e.-10.-15,2800
Senna spectabilis,f.-15.-20,1900
Senna spectabilis,g.-20.-25,1300
Sideroxylon obtusifolium,a.10.5,0
Sideroxylon obtusifolium,b.5.0,N/A
Sideroxylon obtusifolium,c.0.-5,N/A
Sideroxylon obtusifolium,d.-5.-10,1200
Sideroxylon obtusifolium,e.-10.-15,1000
Sideroxylon obtusifolium,f.-15.-20,1900
Sideroxylon obtusifolium,g.-20.-25,100
Simarouba amara,a.10.5,1700
Simarouba amara,b.5.0,1300
Simarouba amara,c.0.-5,1500
Simarouba amara,d.-5.-10,1500
Simarouba amara,e.-10.-15,1800
Simarouba amara,f.-15.-20,1300
Simarouba amara,g.-20.-25,N/A
Simira cordifolia,a.10.5,600
Simira cordifolia,b.5.0,900
Simira cordifolia,c.0.-5,800
Simira cordifolia,d.-5.-10,300
Simira cordifolia,e.-10.-15,N/A
Simira cordifolia,f.-15.-20,N/A
Simira cordifolia,g.-20.-25,N/A
Simira rubescens,a.10.5,300
Simira rubescens,b.5.0,0
Simira rubescens,c.0.-5,500
Simira rubescens,d.-5.-10,600
Simira rubescens,e.-10.-15,800
Simira rubescens,f.-15.-20,N/A
Simira rubescens,g.-20.-25,N/A
Siparuna aspera,a.10.5,1700
Siparuna aspera,b.5.0,1800
Siparuna aspera,c.0.-5,2500
Siparuna aspera,d.-5.-10,1800
Siparuna aspera,e.-10.-15,2600
Siparuna aspera,f.-15.-20,1400
Siparuna aspera,g.-20.-25,N/A
Siparuna cervicornis,a.10.5,1000
Siparuna cervicornis,b.5.0,700
Siparuna cervicornis,c.0.-5,400
Siparuna cervicornis,d.-5.-10,200
Siparuna cervicornis,e.-10.-15,300
Siparuna cervicornis,f.-15.-20,N/A
Siparuna cervicornis,g.-20.-25,N/A
Siparuna conica,a.10.5,1700
Siparuna conica,b.5.0,900
Siparuna conica,c.0.-5,100
Siparuna conica,d.-5.-10,N/A
Siparuna conica,e.-10.-15,N/A
Siparuna conica,f.-15.-20,N/A
Siparuna conica,g.-20.-25,N/A
Siparuna decipiens,a.10.5,0
Siparuna decipiens,b.5.0,100
Siparuna decipiens,c.0.-5,1300
Siparuna decipiens,d.-5.-10,300
Siparuna decipiens,e.-10.-15,1000
Siparuna decipiens,f.-15.-20,300
Siparuna decipiens,g.-20.-25,N/A
Siparuna echinata,a.10.5,600
Siparuna echinata,b.5.0,1300
Siparuna echinata,c.0.-5,1800
Siparuna echinata,d.-5.-10,N/A
Siparuna echinata,e.-10.-15,N/A
Siparuna echinata,f.-15.-20,N/A
Siparuna echinata,g.-20.-25,N/A
Siparuna gigantotepala,a.10.5,700
Siparuna gigantotepala,b.5.0,1300
Siparuna gigantotepala,c.0.-5,0
Siparuna gigantotepala,d.-5.-10,N/A
Siparuna gigantotepala,e.-10.-15,N/A
Siparuna gigantotepala,f.-15.-20,N/A
Siparuna gigantotepala,g.-20.-25,N/A
Siparuna guianensis,a.10.5,1300
Siparuna guianensis,b.5.0,1300
Siparuna guianensis,c.0.-5,800
Siparuna guianensis,d.-5.-10,700
Siparuna guianensis,e.-10.-15,800
Siparuna guianensis,f.-15.-20,1300
Siparuna guianensis,g.-20.-25,N/A
Siparuna laurifolia,a.10.5,1200
Siparuna laurifolia,b.5.0,1500
Siparuna laurifolia,c.0.-5,0
Siparuna laurifolia,d.-5.-10,200
Siparuna laurifolia,e.-10.-15,N/A
Siparuna laurifolia,f.-15.-20,N/A
Siparuna laurifolia,g.-20.-25,N/A
Siparuna lepidota,a.10.5,900
Siparuna lepidota,b.5.0,2000
Siparuna lepidota,c.0.-5,1700
Siparuna lepidota,d.-5.-10,N/A
Siparuna lepidota,e.-10.-15,N/A
Siparuna lepidota,f.-15.-20,N/A
Siparuna lepidota,g.-20.-25,N/A
Siparuna thecaphora,a.10.5,2100
Siparuna thecaphora,b.5.0,1700
Siparuna thecaphora,c.0.-5,1800
Siparuna thecaphora,d.-5.-10,1700
Siparuna thecaphora,e.-10.-15,2500
Siparuna thecaphora,f.-15.-20,2100
Siparuna thecaphora,g.-20.-25,N/A
Siphoneugena dussii,a.10.5,1200
Siphoneugena dussii,b.5.0,800
Siphoneugena dussii,c.0.-5,0
Siphoneugena dussii,d.-5.-10,600
Siphoneugena dussii,e.-10.-15,1400
Siphoneugena dussii,f.-15.-20,N/A
Siphoneugena dussii,g.-20.-25,N/A
Sisyrinchium micranthum,a.10.5,700
Sisyrinchium micranthum,b.5.0,2100
Sisyrinchium micranthum,c.0.-5,2100
Sisyrinchium micranthum,d.-5.-10,300
Sisyrinchium micranthum,e.-10.-15,1000
Sisyrinchium micranthum,f.-15.-20,2100
Sisyrinchium micranthum,g.-20.-25,1800
Sloanea brevispina,a.10.5,1200
Sloanea brevispina,b.5.0,1200
Sloanea brevispina,c.0.-5,0
Sloanea brevispina,d.-5.-10,0
Sloanea brevispina,e.-10.-15,N/A
Sloanea brevispina,f.-15.-20,N/A
Sloanea brevispina,g.-20.-25,N/A
Sloanea durissima,a.10.5,800
Sloanea durissima,b.5.0,0
Sloanea durissima,c.0.-5,2000
Sloanea durissima,d.-5.-10,100
Sloanea durissima,e.-10.-15,N/A
Sloanea durissima,f.-15.-20,N/A
Sloanea durissima,g.-20.-25,N/A
Sloanea eichleri,a.10.5,0
Sloanea eichleri,b.5.0,200
Sloanea eichleri,c.0.-5,0
Sloanea eichleri,d.-5.-10,0
Sloanea eichleri,e.-10.-15,800
Sloanea eichleri,f.-15.-20,0
Sloanea eichleri,g.-20.-25,N/A
Sloanea fragrans,a.10.5,1100
Sloanea fragrans,b.5.0,200
Sloanea fragrans,c.0.-5,800
Sloanea fragrans,d.-5.-10,2300
Sloanea fragrans,e.-10.-15,1100
Sloanea fragrans,f.-15.-20,1000
Sloanea fragrans,g.-20.-25,N/A
Sloanea guianensis,a.10.5,1200
Sloanea guianensis,b.5.0,900
Sloanea guianensis,c.0.-5,2000
Sloanea guianensis,d.-5.-10,700
Sloanea guianensis,e.-10.-15,1100
Sloanea guianensis,f.-15.-20,1400
Sloanea guianensis,g.-20.-25,N/A
Sloanea latifolia,a.10.5,300
Sloanea latifolia,b.5.0,0
Sloanea latifolia,c.0.-5,0
Sloanea latifolia,d.-5.-10,0
Sloanea latifolia,e.-10.-15,800
Sloanea latifolia,f.-15.-20,N/A
Sloanea latifolia,g.-20.-25,N/A
Sloanea pubescens,a.10.5,0
Sloanea pubescens,b.5.0,700
Sloanea pubescens,c.0.-5,900
Sloanea pubescens,d.-5.-10,1400
Sloanea pubescens,e.-10.-15,1300
Sloanea pubescens,f.-15.-20,700
Sloanea pubescens,g.-20.-25,N/A
Sloanea robusta,a.10.5,0
Sloanea robusta,b.5.0,N/A
Sloanea robusta,c.0.-5,100
Sloanea robusta,d.-5.-10,0
Sloanea robusta,e.-10.-15,200
Sloanea robusta,f.-15.-20,N/A
Sloanea robusta,g.-20.-25,N/A
Sloanea rufa,a.10.5,1100
Sloanea rufa,b.5.0,0
Sloanea rufa,c.0.-5,1200
Sloanea rufa,d.-5.-10,800
Sloanea rufa,e.-10.-15,1900
Sloanea rufa,f.-15.-20,1300
Sloanea rufa,g.-20.-25,N/A
Sloanea terniflora,a.10.5,0
Sloanea terniflora,b.5.0,N/A
Sloanea terniflora,c.0.-5,0
Sloanea terniflora,d.-5.-10,200
Sloanea terniflora,e.-10.-15,900
Sloanea terniflora,f.-15.-20,N/A
Sloanea terniflora,g.-20.-25,N/A
Sloanea tuerckheimii,a.10.5,1800
Sloanea tuerckheimii,b.5.0,N/A
Sloanea tuerckheimii,c.0.-5,400
Sloanea tuerckheimii,d.-5.-10,1500
Sloanea tuerckheimii,e.-10.-15,1000
Sloanea tuerckheimii,f.-15.-20,900
Sloanea tuerckheimii,g.-20.-25,N/A
Socratea exorrhiza,a.10.5,3600
Socratea exorrhiza,b.5.0,900
Socratea exorrhiza,c.0.-5,900
Socratea exorrhiza,d.-5.-10,400
Socratea exorrhiza,e.-10.-15,2300
Socratea exorrhiza,f.-15.-20,1100
Socratea exorrhiza,g.-20.-25,N/A
Socratea rostrata,a.10.5,500
Socratea rostrata,b.5.0,700
Socratea rostrata,c.0.-5,1300
Socratea rostrata,d.-5.-10,400
Socratea rostrata,e.-10.-15,N/A
Socratea rostrata,f.-15.-20,N/A
Socratea rostrata,g.-20.-25,N/A
Solanum anceps,a.10.5,1200
Solanum anceps,b.5.0,1700
Solanum anceps,c.0.-5,2100
Solanum anceps,d.-5.-10,2500
Solanum anceps,e.-10.-15,2900
Solanum anceps,f.-15.-20,2200
Solanum anceps,g.-20.-25,N/A
Solanum aphyodendron,a.10.5,1300
Solanum aphyodendron,b.5.0,2700
Solanum aphyodendron,c.0.-5,2400
Solanum aphyodendron,d.-5.-10,1400
Solanum aphyodendron,e.-10.-15,2300
Solanum aphyodendron,f.-15.-20,2000
Solanum aphyodendron,g.-20.-25,0
Solanum arboreum,a.10.5,1900
Solanum arboreum,b.5.0,1000
Solanum arboreum,c.0.-5,0
Solanum arboreum,d.-5.-10,N/A
Solanum arboreum,e.-10.-15,N/A
Solanum arboreum,f.-15.-20,N/A
Solanum arboreum,g.-20.-25,N/A
Solanum asperolanatum,a.10.5,2500
Solanum asperolanatum,b.5.0,2800
Solanum asperolanatum,c.0.-5,2400
Solanum asperolanatum,d.-5.-10,2300
Solanum asperolanatum,e.-10.-15,2500
Solanum asperolanatum,f.-15.-20,2300
Solanum asperolanatum,g.-20.-25,N/A
Solanum hypaleurotrichum,a.10.5,700
Solanum hypaleurotrichum,b.5.0,2900
Solanum hypaleurotrichum,c.0.-5,1600
Solanum hypaleurotrichum,d.-5.-10,N/A
Solanum hypaleurotrichum,e.-10.-15,0
Solanum hypaleurotrichum,f.-15.-20,N/A
Solanum hypaleurotrichum,g.-20.-25,N/A
Solanum lepidotum,a.10.5,1600
Solanum lepidotum,b.5.0,2200
Solanum lepidotum,c.0.-5,1900
Solanum lepidotum,d.-5.-10,1700
Solanum lepidotum,e.-10.-15,500
Solanum lepidotum,f.-15.-20,N/A
Solanum lepidotum,g.-20.-25,N/A
Solanum nutans,a.10.5,0
Solanum nutans,b.5.0,800
Solanum nutans,c.0.-5,2100
Solanum nutans,d.-5.-10,2000
Solanum nutans,e.-10.-15,2800
Solanum nutans,f.-15.-20,1800
Solanum nutans,g.-20.-25,400
Solanum oblongifolium,a.10.5,1300
Solanum oblongifolium,b.5.0,1400
Solanum oblongifolium,c.0.-5,2100
Solanum oblongifolium,d.-5.-10,1200
Solanum oblongifolium,e.-10.-15,N/A
Solanum oblongifolium,f.-15.-20,N/A
Solanum oblongifolium,g.-20.-25,N/A
Solanum umbellatum,a.10.5,1100
Solanum umbellatum,b.5.0,1100
Solanum umbellatum,c.0.-5,700
Solanum umbellatum,d.-5.-10,N/A
Solanum umbellatum,e.-10.-15,0
Solanum umbellatum,f.-15.-20,N/A
Solanum umbellatum,g.-20.-25,N/A
Sorocea pubivena,a.10.5,1500
Sorocea pubivena,b.5.0,1300
Sorocea pubivena,c.0.-5,1500
Sorocea pubivena,d.-5.-10,1000
Sorocea pubivena,e.-10.-15,1100
Sorocea pubivena,f.-15.-20,N/A
Sorocea pubivena,g.-20.-25,N/A
Sorocea sprucei,a.10.5,500
Sorocea sprucei,b.5.0,800
Sorocea sprucei,c.0.-5,N/A
Sorocea sprucei,d.-5.-10,200
Sorocea sprucei,e.-10.-15,200
Sorocea sprucei,f.-15.-20,1200
Sorocea sprucei,g.-20.-25,N/A
Sorocea steinbachii,a.10.5,0
Sorocea steinbachii,b.5.0,600
Sorocea steinbachii,c.0.-5,1600
Sorocea steinbachii,d.-5.-10,300
Sorocea steinbachii,e.-10.-15,2600
Sorocea steinbachii,f.-15.-20,1000
Sorocea steinbachii,g.-20.-25,N/A
Sorocea trophoides,a.10.5,1000
Sorocea trophoides,b.5.0,1200
Sorocea trophoides,c.0.-5,1400
Sorocea trophoides,d.-5.-10,1600
Sorocea trophoides,e.-10.-15,N/A
Sorocea trophoides,f.-15.-20,N/A
Sorocea trophoides,g.-20.-25,N/A
Sphaeropteris quindiuensis,a.10.5,1400
Sphaeropteris quindiuensis,b.5.0,1200
Sphaeropteris quindiuensis,c.0.-5,1700
Sphaeropteris quindiuensis,d.-5.-10,800
Sphaeropteris quindiuensis,e.-10.-15,1800
Sphaeropteris quindiuensis,f.-15.-20,100
Sphaeropteris quindiuensis,g.-20.-25,N/A
Spirotheca rosea,a.10.5,1300
Spirotheca rosea,b.5.0,900
Spirotheca rosea,c.0.-5,1300
Spirotheca rosea,d.-5.-10,400
Spirotheca rosea,e.-10.-15,1300
Spirotheca rosea,f.-15.-20,200
Spirotheca rosea,g.-20.-25,N/A
Spondias mombin,a.10.5,1400
Spondias mombin,b.5.0,600
Spondias mombin,c.0.-5,0
Spondias mombin,d.-5.-10,N/A
Spondias mombin,e.-10.-15,N/A
Spondias mombin,f.-15.-20,N/A
Spondias mombin,g.-20.-25,N/A
Staphylea occidentalis,a.10.5,2700
Staphylea occidentalis,b.5.0,2900
Staphylea occidentalis,c.0.-5,2600
Staphylea occidentalis,d.-5.-10,2200
Staphylea occidentalis,e.-10.-15,3200
Staphylea occidentalis,f.-15.-20,700
Staphylea occidentalis,g.-20.-25,N/A
Stenostomum acreanum,a.10.5,300
Stenostomum acreanum,b.5.0,N/A
Stenostomum acreanum,c.0.-5,100
Stenostomum acreanum,d.-5.-10,N/A
Stenostomum acreanum,e.-10.-15,0
Stenostomum acreanum,f.-15.-20,0
Stenostomum acreanum,g.-20.-25,N/A
Stephanopodium angulatum,a.10.5,100
Stephanopodium angulatum,b.5.0,300
Stephanopodium angulatum,c.0.-5,300
Stephanopodium angulatum,d.-5.-10,N/A
Stephanopodium angulatum,e.-10.-15,N/A
Stephanopodium angulatum,f.-15.-20,N/A
Stephanopodium angulatum,g.-20.-25,N/A
Sterculia apetala,a.10.5,1300
Sterculia apetala,b.5.0,200
Sterculia apetala,c.0.-5,800
Sterculia apetala,d.-5.-10,2300
Sterculia apetala,e.-10.-15,900
Sterculia apetala,f.-15.-20,400
Sterculia apetala,g.-20.-25,N/A
Bocconia frutescens,a.10.5,2000
Bocconia frutescens,b.5.0,2000
Bocconia frutescens,c.0.-5,1800
Bocconia frutescens,d.-5.-10,1500
Bocconia frutescens,e.-10.-15,2400
Bocconia frutescens,f.-15.-20,2500
Bocconia frutescens,g.-20.-25,N/A
Bocconia integrifolia,a.10.5,1600
Bocconia integrifolia,b.5.0,2900
Bocconia integrifolia,c.0.-5,2500
Bocconia integrifolia,d.-5.-10,1700
Bocconia integrifolia,e.-10.-15,2100
Bocconia integrifolia,f.-15.-20,2600
Bocconia integrifolia,g.-20.-25,1200
Boehmeria caudata,a.10.5,2700
Boehmeria caudata,b.5.0,2500
Boehmeria caudata,c.0.-5,1600
Boehmeria caudata,d.-5.-10,900
Boehmeria caudata,e.-10.-15,2700
Boehmeria caudata,f.-15.-20,2100
Boehmeria caudata,g.-20.-25,1400
Boehmeria ulmifolia,a.10.5,0
Boehmeria ulmifolia,b.5.0,1800
Boehmeria ulmifolia,c.0.-5,2400
Boehmeria ulmifolia,d.-5.-10,1300
Boehmeria ulmifolia,e.-10.-15,2300
Boehmeria ulmifolia,f.-15.-20,1900
Boehmeria ulmifolia,g.-20.-25,0
Bomarea multiflora,a.10.5,2600
Bomarea multiflora,b.5.0,2600
Bomarea multiflora,c.0.-5,2800
Bomarea multiflora,d.-5.-10,N/A
Bomarea multiflora,e.-10.-15,0
Bomarea multiflora,f.-15.-20,900
Bomarea multiflora,g.-20.-25,N/A
Brosimum alicastrum,a.10.5,700
Brosimum alicastrum,b.5.0,1200
Brosimum alicastrum,c.0.-5,200
Brosimum alicastrum,d.-5.-10,400
Brosimum alicastrum,e.-10.-15,1800
Brosimum alicastrum,f.-15.-20,N/A
Brosimum alicastrum,g.-20.-25,N/A
Brosimum guianense,a.10.5,1000
Brosimum guianense,b.5.0,800
Brosimum guianense,c.0.-5,900
Brosimum guianense,d.-5.-10,2400
Brosimum guianense,e.-10.-15,1400
Brosimum guianense,f.-15.-20,1200
Brosimum guianense,g.-20.-25,N/A
Brosimum lactescens,a.10.5,1400
Brosimum lactescens,b.5.0,600
Brosimum lactescens,c.0.-5,900
Brosimum lactescens,d.-5.-10,1000
Brosimum lactescens,e.-10.-15,1300
Brosimum lactescens,f.-15.-20,1100
Brosimum lactescens,g.-20.-25,N/A
Brosimum rubescens,a.10.5,100
Brosimum rubescens,b.5.0,400
Brosimum rubescens,c.0.-5,400
Brosimum rubescens,d.-5.-10,300
Brosimum rubescens,e.-10.-15,900
Brosimum rubescens,f.-15.-20,N/A
Brosimum rubescens,g.-20.-25,N/A
Brosimum utile,a.10.5,1300
Brosimum utile,b.5.0,1900
Brosimum utile,c.0.-5,1500
Brosimum utile,d.-5.-10,200
Brosimum utile,e.-10.-15,1300
Brosimum utile,f.-15.-20,N/A
Brosimum utile,g.-20.-25,N/A
Brownea multijuga,a.10.5,0
Brownea multijuga,b.5.0,600
Brownea multijuga,c.0.-5,300
Brownea multijuga,d.-5.-10,N/A
Brownea multijuga,e.-10.-15,N/A
Brownea multijuga,f.-15.-20,N/A
Brownea multijuga,g.-20.-25,N/A
Brunellia acostae,a.10.5,500
Brunellia acostae,b.5.0,500
Brunellia acostae,c.0.-5,1600
Brunellia acostae,d.-5.-10,N/A
Brunellia acostae,e.-10.-15,N/A
Brunellia acostae,f.-15.-20,N/A
Brunellia acostae,g.-20.-25,N/A
Brunellia comocladifolia,a.10.5,2100
Brunellia comocladifolia,b.5.0,1400
Brunellia comocladifolia,c.0.-5,1000
Brunellia comocladifolia,d.-5.-10,N/A
Brunellia comocladifolia,e.-10.-15,N/A
Brunellia comocladifolia,f.-15.-20,N/A
Brunellia comocladifolia,g.-20.-25,N/A
Brunellia dulcis,a.10.5,0
Brunellia dulcis,b.5.0,0
Brunellia dulcis,c.0.-5,N/A
Brunellia dulcis,d.-5.-10,200
Brunellia dulcis,e.-10.-15,900
Brunellia dulcis,f.-15.-20,N/A
Brunellia dulcis,g.-20.-25,N/A
Brunellia sibundoya,a.10.5,1600
Brunellia sibundoya,b.5.0,500
Brunellia sibundoya,c.0.-5,0
Brunellia sibundoya,d.-5.-10,N/A
Brunellia sibundoya,e.-10.-15,1300
Brunellia sibundoya,f.-15.-20,400
Brunellia sibundoya,g.-20.-25,N/A
Sterculia pruriens,a.10.5,300
Sterculia pruriens,b.5.0,0
Sterculia pruriens,c.0.-5,N/A
Sterculia pruriens,d.-5.-10,0
Sterculia pruriens,e.-10.-15,500
Sterculia pruriens,f.-15.-20,N/A
Sterculia pruriens,g.-20.-25,N/A
Stilpnophyllum oellgaardii,a.10.5,600
Stilpnophyllum oellgaardii,b.5.0,N/A
Stilpnophyllum oellgaardii,c.0.-5,1500
Stilpnophyllum oellgaardii,d.-5.-10,2300
Stilpnophyllum oellgaardii,e.-10.-15,N/A
Stilpnophyllum oellgaardii,f.-15.-20,N/A
Stilpnophyllum oellgaardii,g.-20.-25,N/A
Strychnos guianensis,a.10.5,0
Strychnos guianensis,b.5.0,500
Strychnos guianensis,c.0.-5,0
Strychnos guianensis,d.-5.-10,N/A
Strychnos guianensis,e.-10.-15,0
Strychnos guianensis,f.-15.-20,N/A
Strychnos guianensis,g.-20.-25,N/A
Strychnos toxifera,a.10.5,300
Strychnos toxifera,b.5.0,0
Strychnos toxifera,c.0.-5,0
Strychnos toxifera,d.-5.-10,N/A
Strychnos toxifera,e.-10.-15,200
Strychnos toxifera,f.-15.-20,N/A
Strychnos toxifera,g.-20.-25,N/A
Stryphnodendron microstachyum,a.10.5,0
Stryphnodendron microstachyum,b.5.0,100
Stryphnodendron microstachyum,c.0.-5,N/A
Stryphnodendron microstachyum,d.-5.-10,200
Stryphnodendron microstachyum,e.-10.-15,600
Stryphnodendron microstachyum,f.-15.-20,N/A
Stryphnodendron microstachyum,g.-20.-25,N/A
Styloceras laurifolium,a.10.5,0
Styloceras laurifolium,b.5.0,800
Styloceras laurifolium,c.0.-5,1100
Styloceras laurifolium,d.-5.-10,500
Styloceras laurifolium,e.-10.-15,3000
Styloceras laurifolium,f.-15.-20,400
Styloceras laurifolium,g.-20.-25,N/A
Stylogyne ardisioides,a.10.5,0
Stylogyne ardisioides,b.5.0,1300
Stylogyne ardisioides,c.0.-5,2000
Stylogyne ardisioides,d.-5.-10,2400
Stylogyne ardisioides,e.-10.-15,2000
Stylogyne ardisioides,f.-15.-20,1800
Stylogyne ardisioides,g.-20.-25,N/A
Stylogyne longifolia,a.10.5,1000
Stylogyne longifolia,b.5.0,1100
Stylogyne longifolia,c.0.-5,400
Stylogyne longifolia,d.-5.-10,100
Stylogyne longifolia,e.-10.-15,700
Stylogyne longifolia,f.-15.-20,300
Stylogyne longifolia,g.-20.-25,N/A
Stylogyne turbacensis,a.10.5,1200
Stylogyne turbacensis,b.5.0,1000
Stylogyne turbacensis,c.0.-5,200
Stylogyne turbacensis,d.-5.-10,N/A
Stylogyne turbacensis,e.-10.-15,N/A
Stylogyne turbacensis,f.-15.-20,N/A
Stylogyne turbacensis,g.-20.-25,N/A
Styrax pavonii,a.10.5,1800
Styrax pavonii,b.5.0,2300
Styrax pavonii,c.0.-5,900
Styrax pavonii,d.-5.-10,800
Styrax pavonii,e.-10.-15,2000
Styrax pavonii,f.-15.-20,N/A
Styrax pavonii,g.-20.-25,N/A
Styrax pentlandianus,a.10.5,0
Styrax pentlandianus,b.5.0,N/A
Styrax pentlandianus,c.0.-5,N/A
Styrax pentlandianus,d.-5.-10,500
Styrax pentlandianus,e.-10.-15,1400
Styrax pentlandianus,f.-15.-20,2200
Styrax pentlandianus,g.-20.-25,N/A
Swartzia myrtifolia,a.10.5,300
Swartzia myrtifolia,b.5.0,700
Swartzia myrtifolia,c.0.-5,600
Swartzia myrtifolia,d.-5.-10,2300
Swartzia myrtifolia,e.-10.-15,1400
Swartzia myrtifolia,f.-15.-20,100
Swartzia myrtifolia,g.-20.-25,N/A
Swartzia oraria,a.10.5,800
Swartzia oraria,b.5.0,100
Swartzia oraria,c.0.-5,0
Swartzia oraria,d.-5.-10,N/A
Swartzia oraria,e.-10.-15,0
Swartzia oraria,f.-15.-20,N/A
Swartzia oraria,g.-20.-25,N/A
Swartzia simplex,a.10.5,500
Swartzia simplex,b.5.0,500
Swartzia simplex,c.0.-5,1400
Swartzia simplex,d.-5.-10,1400
Swartzia simplex,e.-10.-15,1300
Swartzia simplex,f.-15.-20,200
Swartzia simplex,g.-20.-25,N/A
Swietenia macrophylla,a.10.5,1200
Swietenia macrophylla,b.5.0,N/A
Swietenia macrophylla,c.0.-5,200
Swietenia macrophylla,d.-5.-10,900
Swietenia macrophylla,e.-10.-15,800
Swietenia macrophylla,f.-15.-20,600
Swietenia macrophylla,g.-20.-25,N/A
Symphonia globulifera,a.10.5,500
Symphonia globulifera,b.5.0,800
Symphonia globulifera,c.0.-5,1900
Symphonia globulifera,d.-5.-10,1100
Symphonia globulifera,e.-10.-15,1400
Symphonia globulifera,f.-15.-20,1400
Symphonia globulifera,g.-20.-25,N/A
Symplocos bogotensis,a.10.5,0
Symplocos bogotensis,b.5.0,N/A
Symplocos bogotensis,c.0.-5,1600
Symplocos bogotensis,d.-5.-10,200
Symplocos bogotensis,e.-10.-15,1100
Symplocos bogotensis,f.-15.-20,1000
Symplocos bogotensis,g.-20.-25,N/A
Tabebuia ochracea,a.10.5,0
Tabebuia ochracea,b.5.0,0
Tabebuia ochracea,c.0.-5,N/A
Tabebuia ochracea,d.-5.-10,0
Tabebuia ochracea,e.-10.-15,N/A
Tabebuia ochracea,f.-15.-20,N/A
Tabebuia ochracea,g.-20.-25,N/A
Tabernaemontana columbiensis,a.10.5,0
Tabernaemontana columbiensis,b.5.0,700
Tabernaemontana columbiensis,c.0.-5,200
Tabernaemontana columbiensis,d.-5.-10,N/A
Tabernaemontana columbiensis,e.-10.-15,N/A
Tabernaemontana columbiensis,f.-15.-20,N/A
Tabernaemontana columbiensis,g.-20.-25,N/A
Tabernaemontana cymosa,a.10.5,500
Tabernaemontana cymosa,b.5.0,N/A
Tabernaemontana cymosa,c.0.-5,200
Tabernaemontana cymosa,d.-5.-10,300
Tabernaemontana cymosa,e.-10.-15,1500
Tabernaemontana cymosa,f.-15.-20,1200
Tabernaemontana cymosa,g.-20.-25,N/A
Tabernaemontana grandiflora,a.10.5,1000
Tabernaemontana grandiflora,b.5.0,900
Tabernaemontana grandiflora,c.0.-5,0
Tabernaemontana grandiflora,d.-5.-10,N/A
Tabernaemontana grandiflora,e.-10.-15,N/A
Tabernaemontana grandiflora,f.-15.-20,N/A
Tabernaemontana grandiflora,g.-20.-25,N/A
Tabernaemontana markgrafiana,a.10.5,400
Tabernaemontana markgrafiana,b.5.0,N/A
Tabernaemontana markgrafiana,c.0.-5,100
Tabernaemontana markgrafiana,d.-5.-10,100
Tabernaemontana markgrafiana,e.-10.-15,0
Tabernaemontana markgrafiana,f.-15.-20,N/A
Tabernaemontana markgrafiana,g.-20.-25,N/A
Tabernaemontana sananho,a.10.5,1200
Tabernaemontana sananho,b.5.0,1700
Tabernaemontana sananho,c.0.-5,2100
Tabernaemontana sananho,d.-5.-10,1100
Tabernaemontana sananho,e.-10.-15,1100
Tabernaemontana sananho,f.-15.-20,N/A
Tabernaemontana sananho,g.-20.-25,N/A
Tachia parviflora,a.10.5,1200
Tachia parviflora,b.5.0,1100
Tachia parviflora,c.0.-5,400
Tachia parviflora,d.-5.-10,700
Tachia parviflora,e.-10.-15,900
Tachia parviflora,f.-15.-20,600
Tachia parviflora,g.-20.-25,N/A
Talisia cerasina,a.10.5,700
Talisia cerasina,b.5.0,1400
Talisia cerasina,c.0.-5,600
Talisia cerasina,d.-5.-10,400
Talisia cerasina,e.-10.-15,1000
Talisia cerasina,f.-15.-20,0
Talisia cerasina,g.-20.-25,N/A
Talisia hexaphylla,a.10.5,0
Talisia hexaphylla,b.5.0,N/A
Talisia hexaphylla,c.0.-5,N/A
Talisia hexaphylla,d.-5.-10,100
Talisia hexaphylla,e.-10.-15,1100
Talisia hexaphylla,f.-15.-20,500
Talisia hexaphylla,g.-20.-25,N/A
Talisia nervosa,a.10.5,0
Talisia nervosa,b.5.0,0
Talisia nervosa,c.0.-5,600
Talisia nervosa,d.-5.-10,N/A
Talisia nervosa,e.-10.-15,0
Talisia nervosa,f.-15.-20,N/A
Talisia nervosa,g.-20.-25,N/A
Tapirira guianensis,a.10.5,1700
Tapirira guianensis,b.5.0,1800
Tapirira guianensis,c.0.-5,1800
Tapirira guianensis,d.-5.-10,1700
Tapirira guianensis,e.-10.-15,2000
Tapirira guianensis,f.-15.-20,1900
Tapirira guianensis,g.-20.-25,N/A
