species,region,range
Elaeagia mariae,d.-5.-10,2000
Elaeagia mariae,e.-10.-15,2300
Elaeagia mariae,f.-15.-20,1900
Elaeagia myriantha,a.10.5,100
Elaeagia myriantha,b.5.0,700
Elaeagia myriantha,c.0.-5,1200
Elaeagia myriantha,d.-5.-10,1200
Elaeagia myriantha,e.-10.-15,500
Elaeagia pastoensis,a.10.5,1000
Elaeagia pastoensis,b.5.0,1700
Elaeagia pastoensis,c.0.-5,1500
Elaeagia pastoensis,d.-5.-10,1000
Elaeagia pastoensis,e.-10.-15,800
Elaeagia utilis,a.10.5,1400
Elaeagia utilis,b.5.0,1500
Elaeagia utilis,c.0.-5,1900
Elaeagia utilis,d.-5.-10,1500
Elaeagia utilis,e.-10.-15,1500
Endlicheria gracilis,b.5.0,500
Endlicheria gracilis,c.0.-5,100
Endlicheria gracilis,d.-5.-10,1000
Endlicheria gracilis,e.-10.-15,400
Endlicheria griseo-sericea,a.10.5,400
Endlicheria griseo-sericea,b.5.0,100
Endlicheria griseo-sericea,c.0.-5,1600
Endlicheria griseo-sericea,d.-5.-10,1900
Endlicheria griseo-sericea,e.-10.-15,1300
Endlicheria griseosericea,a.10.5,400
Endlicheria griseosericea,b.5.0,100
Endlicheria griseosericea,c.0.-5,1600
Endlicheria griseosericea,d.-5.-10,1900
Endlicheria griseosericea,e.-10.-15,1300
Endlicheria metallica,a.10.5,500
Endlicheria metallica,c.0.-5,1500
Endlicheria metallica,d.-5.-10,2000
Endlicheria metallica,e.-10.-15,700
Endlicheria metallica,f.-15.-20,900
Endlicheria pyriformis,b.5.0,1100
Endlicheria pyriformis,c.0.-5,1300
Endlicheria pyriformis,d.-5.-10,300
Endlicheria pyriformis,e.-10.-15,1000
Endlicheria sericea,b.5.0,500
Endlicheria sericea,c.0.-5,2000
Endlicheria sericea,e.-10.-15,200
Entada gigas,a.10.5,1100
Entada gigas,c.0.-5,200
Enterolobium cyclocarpum,a.10.5,800
Enterolobium cyclocarpum,b.5.0,700
Enterolobium schomburgkii,a.10.5,300
Enterolobium schomburgkii,b.5.0,600
Enterolobium schomburgkii,e.-10.-15,700
Eriotheca globosa,a.10.5,900
Eriotheca globosa,e.-10.-15,900
Erythrina berteroana,a.10.5,900
Erythrina edulis,a.10.5,1500
Erythrina edulis,b.5.0,1900
Erythrina edulis,c.0.-5,2500
Erythrina edulis,d.-5.-10,2100
Erythrina edulis,e.-10.-15,2000
Erythrina poeppigiana,a.10.5,1500
Erythrina poeppigiana,b.5.0,1600
Erythrina poeppigiana,c.0.-5,1200
Erythrina poeppigiana,d.-5.-10,1300
Erythrina poeppigiana,e.-10.-15,2100
Erythrina poeppigiana,f.-15.-20,1900
Erythroxylum citrifolium,a.10.5,1900
Erythroxylum citrifolium,b.5.0,1500
Erythroxylum citrifolium,c.0.-5,2100
Erythroxylum citrifolium,d.-5.-10,900
Erythroxylum citrifolium,e.-10.-15,1400
Erythroxylum citrifolium,f.-15.-20,1200
Erythroxylum gracilipes,a.10.5,700
Erythroxylum gracilipes,b.5.0,500
Erythroxylum gracilipes,c.0.-5,1300
Erythroxylum gracilipes,e.-10.-15,800
Erythroxylum macrophyllum,a.10.5,1700
Erythroxylum macrophyllum,b.5.0,1600
Erythroxylum macrophyllum,c.0.-5,2100
Erythroxylum macrophyllum,d.-5.-10,1300
Erythroxylum macrophyllum,e.-10.-15,1800
Erythroxylum macrophyllum,f.-15.-20,1600
Escallonia myrtilloides,a.10.5,1000
Escallonia myrtilloides,b.5.0,1700
Escallonia myrtilloides,c.0.-5,2200
Escallonia myrtilloides,d.-5.-10,2000
Escallonia myrtilloides,e.-10.-15,1900
Escallonia myrtilloides,f.-15.-20,2100
Escallonia paniculata,a.10.5,2000
Escallonia paniculata,b.5.0,1400
Escallonia paniculata,c.0.-5,1300
Escallonia paniculata,d.-5.-10,1500
Escallonia paniculata,e.-10.-15,1600
Escallonia paniculata,f.-15.-20,2000
Escallonia pendula,a.10.5,1300
Escallonia pendula,b.5.0,100
Escallonia pendula,c.0.-5,1000
Escallonia pendula,d.-5.-10,1400
Escallonia pendula,e.-10.-15,800
Eschweilera albiflora,a.10.5,1000
Eschweilera albiflora,b.5.0,200
Eschweilera albiflora,e.-10.-15,900
Eschweilera antioquensis,a.10.5,2100
Eschweilera antioquensis,b.5.0,1400
Eschweilera bracteosa,b.5.0,500
Eschweilera bracteosa,c.0.-5,200
Eschweilera bracteosa,d.-5.-10,400
Eschweilera caudiculata,a.10.5,500
Eschweilera caudiculata,b.5.0,2100
Eschweilera caudiculata,c.0.-5,1600
Eschweilera coriacea,a.10.5,900
Eschweilera coriacea,b.5.0,1300
Eschweilera coriacea,c.0.-5,2000
Eschweilera coriacea,d.-5.-10,600
Eschweilera coriacea,e.-10.-15,1400
Eschweilera coriacea,f.-15.-20,1200
Eschweilera sessilis,a.10.5,1500
Eschweilera sessilis,b.5.0,500
Eschweilera sessilis,c.0.-5,100
Eugenia biflora,a.10.5,1600
Eugenia biflora,b.5.0,1600
Eugenia biflora,c.0.-5,1400
Eugenia biflora,d.-5.-10,500
Eugenia biflora,e.-10.-15,1600
Eugenia biflora,f.-15.-20,1500
Eugenia dittocrepis,a.10.5,400
Eugenia egensis,a.10.5,600
Eugenia egensis,b.5.0,600
Eugenia egensis,c.0.-5,1900
Eugenia egensis,d.-5.-10,2000
Eugenia egensis,e.-10.-15,1800
Eugenia egensis,f.-15.-20,2100
Eugenia feijoi,a.10.5,600
Eugenia feijoi,c.0.-5,700
Eugenia feijoi,d.-5.-10,400
Eugenia feijoi,e.-10.-15,1800
Eugenia feijoi,f.-15.-20,1600
Eugenia florida,a.10.5,1600
Eugenia florida,b.5.0,2800
Eugenia florida,c.0.-5,2300
Eugenia florida,d.-5.-10,1900
Eugenia florida,e.-10.-15,2100
Eugenia florida,f.-15.-20,1900
Eugenia limbosa,e.-10.-15,700
Eugenia limbosa,f.-15.-20,700
Eugenia oerstediana,a.10.5,1100
Eugenia uniflora,a.10.5,100
Eugenia uniflora,e.-10.-15,1400
Eugenia uniflora,f.-15.-20,2100
Euphorbia arenaria,a.10.5,1000
Euphorbia arenaria,b.5.0,600
Euterpe precatoria,a.10.5,1700
Euterpe precatoria,b.5.0,1200
Euterpe precatoria,c.0.-5,1800
Euterpe precatoria,d.-5.-10,1600
Euterpe precatoria,e.-10.-15,2300
Euterpe precatoria,f.-15.-20,1300
Faramea calyptrata,b.5.0,1600
Faramea calyptrata,c.0.-5,800
Faramea capillipes,a.10.5,700
Faramea capillipes,b.5.0,600
Faramea capillipes,c.0.-5,800
Faramea capillipes,d.-5.-10,600
Faramea capillipes,e.-10.-15,1000
Faramea capillipes,f.-15.-20,700
Faramea fragrans,a.10.5,900
Faramea jasminoides,a.10.5,1100
Faramea jasminoides,b.5.0,2000
Faramea jasminoides,c.0.-5,1400
Faramea jasminoides,d.-5.-10,1500
Faramea jasminoides,e.-10.-15,600
Faramea multiflora,a.10.5,1800
Faramea multiflora,b.5.0,2000
Faramea multiflora,c.0.-5,1400
Faramea multiflora,d.-5.-10,2200
Faramea multiflora,e.-10.-15,2100
Faramea multiflora,f.-15.-20,1900
Faramea oblongifolia,a.10.5,1500
Faramea oblongifolia,b.5.0,1900
Faramea oblongifolia,c.0.-5,1400
Faramea occidentalis,a.10.5,1300
Faramea occidentalis,b.5.0,1500
Faramea occidentalis,c.0.-5,500
Faramea occidentalis,d.-5.-10,1100
Faramea occidentalis,e.-10.-15,1800
Faramea occidentalis,f.-15.-20,800
Faramea quinqueflora,a.10.5,900
Faramea quinqueflora,b.5.0,1900
Faramea quinqueflora,c.0.-5,2000
Faramea quinqueflora,e.-10.-15,900
Ferdinandusa loretensis,b.5.0,300
Ferdinandusa loretensis,c.0.-5,900
Ferdinandusa loretensis,d.-5.-10,700
Ferdinandusa loretensis,e.-10.-15,600
Ficus americana,a.10.5,2200
Ficus americana,b.5.0,3800
Ficus americana,c.0.-5,2100
Ficus americana,d.-5.-10,2300
Ficus americana,e.-10.-15,2800
Ficus americana,f.-15.-20,1600
Ficus apollinaris,a.10.5,1100
Ficus apollinaris,b.5.0,600
Ficus apollinaris,c.0.-5,600
Ficus apollinaris,e.-10.-15,800
Ficus apollinaris,f.-15.-20,400
Ficus brevibracteata,a.10.5,600
Ficus brevibracteata,b.5.0,1500
Ficus brevibracteata,c.0.-5,1400
Ficus citrifolia,a.10.5,1900
Ficus citrifolia,b.5.0,2000
Ficus citrifolia,c.0.-5,2100
Ficus citrifolia,d.-5.-10,2000
Ficus citrifolia,e.-10.-15,2300
Ficus citrifolia,f.-15.-20,1100
Ficus crassiuscula,a.10.5,400
Ficus crassiuscula,b.5.0,100
Ficus crassiuscula,e.-10.-15,400
Ficus crocata,e.-10.-15,900
Ficus cuatrecasana,a.10.5,1000
Ficus cuatrecasana,b.5.0,1500
Ficus cuatrecasana,c.0.-5,1800
Ficus cuatrecasana,e.-10.-15,1300
Ficus cuatrecasasiana,a.10.5,700
Ficus cuatrecasasiana,b.5.0,2100
Ficus cuatrecasasiana,c.0.-5,2000
Ficus cuatrecasasiana,d.-5.-10,1500
Ficus cuatrecasasiana,e.-10.-15,2000
Ficus cuatrecasasiana,f.-15.-20,1700
Ficus donnell-smithii,a.10.5,3400
Ficus donnell-smithii,c.0.-5,600
Ficus donnell-smithii,d.-5.-10,300
Ficus donnell-smithii,e.-10.-15,1000
Ficus dulciaria,a.10.5,900
Ficus dulciaria,b.5.0,200
Ficus dulciaria,c.0.-5,100
Ficus eximia,a.10.5,800
Ficus eximia,d.-5.-10,200
Ficus eximia,e.-10.-15,1600
Ficus eximia,f.-15.-20,1300
Ficus gigantosyce,b.5.0,200
Ficus gigantosyce,c.0.-5,300
Ficus gigantosyce,d.-5.-10,900
Ficus gigantosyce,e.-10.-15,800
Ficus guianensis,a.10.5,1200
Ficus guianensis,b.5.0,1500
Ficus guianensis,c.0.-5,1500
Ficus guianensis,e.-10.-15,2000
Ficus guianensis,f.-15.-20,1400
Ficus hartwegii,a.10.5,1800
Ficus hartwegii,b.5.0,1200
Ficus insipida,a.10.5,1900
Ficus insipida,b.5.0,2200
Ficus insipida,c.0.-5,1300
Ficus insipida,d.-5.-10,800
Ficus insipida,e.-10.-15,2200
Ficus insipida,f.-15.-20,2100
Ficus krukovii,b.5.0,100
Ficus krukovii,c.0.-5,1300
Ficus krukovii,d.-5.-10,300
Ficus krukovii,e.-10.-15,900
Ficus macbridei,a.10.5,1600
Ficus macbridei,b.5.0,1200
Ficus macbridei,c.0.-5,1200
Ficus macbridei,d.-5.-10,100
Ficus macbridei,e.-10.-15,1100
Ficus macbridei,f.-15.-20,1000
Ficus mathewsii,a.10.5,300
Ficus mathewsii,b.5.0,200
Ficus mathewsii,c.0.-5,300
Ficus mathewsii,e.-10.-15,600
Ficus mathewsii,f.-15.-20,700
Ficus maxima,a.10.5,3400
Ficus maxima,b.5.0,1700
Ficus maxima,c.0.-5,1700
Ficus maxima,d.-5.-10,1900
Ficus maxima,e.-10.-15,2900
Ficus maxima,f.-15.-20,1600
Ficus mutisii,a.10.5,1100
Ficus mutisii,b.5.0,1900
Ficus mutisii,c.0.-5,1500
Ficus mutisii,d.-5.-10,300
Ficus mutisii,e.-10.-15,1900
Ficus obtusifolia,a.10.5,1300
Ficus obtusifolia,b.5.0,1200
Ficus obtusifolia,c.0.-5,1900
Ficus obtusifolia,d.-5.-10,800
Ficus obtusifolia,e.-10.-15,1800
Ficus obtusifolia,f.-15.-20,800
Ficus pallida,a.10.5,1000
Ficus pallida,b.5.0,3200
Ficus paraensis,a.10.5,1600
Ficus paraensis,b.5.0,600
Ficus paraensis,c.0.-5,1600
Ficus paraensis,d.-5.-10,800
Ficus paraensis,e.-10.-15,1400
Ficus paraensis,f.-15.-20,900
Ficus pertusa,a.10.5,1200
Ficus pertusa,b.5.0,1300
Ficus pertusa,c.0.-5,2000
Ficus pertusa,d.-5.-10,1700
Ficus pertusa,e.-10.-15,1600
Ficus pertusa,f.-15.-20,700
Ficus popenoei,a.10.5,100
Ficus schippii,b.5.0,1100
Ficus schippii,c.0.-5,1700
Ficus schippii,d.-5.-10,1000
Ficus schippii,e.-10.-15,1600
Ficus tonduzii,a.10.5,1800
Ficus tonduzii,b.5.0,1900
Ficus tonduzii,c.0.-5,2000
Ficus tonduzii,d.-5.-10,1900
Ficus tonduzii,e.-10.-15,2100
Ficus tonduzii,f.-15.-20,100
Ficus trianae,a.10.5,800
Ficus trianae,b.5.0,300
Ficus trigona,a.10.5,600
Ficus trigona,b.5.0,1800
Ficus trigona,c.0.-5,1600
Ficus trigona,d.-5.-10,1700
Ficus trigona,e.-10.-15,2800
Ficus trigona,f.-15.-20,1600
Frangula granulosa,a.10.5,600
Frangula granulosa,b.5.0,1500
Frangula granulosa,c.0.-5,1400
Frangula granulosa,d.-5.-10,1300
Frangula granulosa,e.-10.-15,800
Frangula granulosa,f.-15.-20,100
Frangula sphaerosperma,a.10.5,1500
Frangula sphaerosperma,b.5.0,900
Frangula sphaerosperma,c.0.-5,800
Frangula sphaerosperma,f.-15.-20,1500
Freziera chrysophylla,a.10.5,700
Freziera chrysophylla,b.5.0,800
Freziera karsteniana,a.10.5,1700
Freziera karsteniana,c.0.-5,1200
Freziera karsteniana,d.-5.-10,1400
Freziera karsteniana,e.-10.-15,300
Freziera reticulata,b.5.0,800
Freziera reticulata,c.0.-5,800
Freziera verrucosa,a.10.5,2200
Freziera verrucosa,b.5.0,1600
Freziera verrucosa,c.0.-5,2300
Fusaea longifolia,a.10.5,300
Fusaea longifolia,b.5.0,400
Fusaea longifolia,c.0.-5,400
Fusaea longifolia,d.-5.-10,100
Fusaea longifolia,e.-10.-15,300
Fusaea longifolia,f.-15.-20,100
Gaiadendron punctatum,a.10.5,2400
Gaiadendron punctatum,b.5.0,2400
Gaiadendron punctatum,c.0.-5,3100
Gaiadendron punctatum,d.-5.-10,3000
Gaiadendron punctatum,e.-10.-15,2700
Gaiadendron punctatum,f.-15.-20,2200
Garcinia macrophylla,a.10.5,1000
Garcinia macrophylla,b.5.0,1700
Garcinia macrophylla,c.0.-5,1600
Garcinia macrophylla,d.-5.-10,900
Garcinia macrophylla,e.-10.-15,1400
Garcinia macrophylla,f.-15.-20,1100
Garcinia madruno,a.10.5,1600
Garcinia madruno,b.5.0,1700
Garcinia madruno,c.0.-5,900
Garcinia madruno,d.-5.-10,1100
Garcinia madruno,e.-10.-15,1800
Garcinia madruno,f.-15.-20,1100
Geissanthus ambigua,b.5.0,1300
Geissanthus ambigua,c.0.-5,1800
Geissanthus ambigua,d.-5.-10,2300
Geissanthus ambigua,e.-10.-15,2700
Geissanthus ambigua,f.-15.-20,2800
Geissanthus andinus,a.10.5,800
Geissanthus andinus,b.5.0,900
Geissanthus andinus,c.0.-5,1700
Alsophila cuspidata,a.10.5,400
Alsophila cuspidata,b.5.0,1200
Alsophila cuspidata,c.0.-5,1000
Alsophila cuspidata,d.-5.-10,1700
Alsophila cuspidata,e.-10.-15,1800
Alsophila cuspidata,f.-15.-20,1200
Alsophila engelii,b.5.0,500
Alsophila engelii,c.0.-5,1600
Alsophila engelii,e.-10.-15,800
Alsophila erinacea,a.10.5,800
Alsophila erinacea,b.5.0,1800
Alsophila erinacea,c.0.-5,1600
Alsophila erinacea,d.-5.-10,1700
Alsophila erinacea,e.-10.-15,2400
Alsophila erinacea,f.-15.-20,800
Alsophila incana,b.5.0,600
Alsophila incana,d.-5.-10,600
Alsophila incana,e.-10.-15,1400
Alsophila incana,f.-15.-20,1400
Alzatea verticillata,a.10.5,300
Alzatea verticillata,b.5.0,500
Alzatea verticillata,c.0.-5,1000
Alzatea verticillata,d.-5.-10,1500
Alzatea verticillata,e.-10.-15,1400
Alzatea verticillata,f.-15.-20,200
Amaioua guianensis,a.10.5,100
Amaioua guianensis,b.5.0,200
Amaioua guianensis,d.-5.-10,1000
Amaioua guianensis,e.-10.-15,1400
Amaioua guianensis,f.-15.-20,1200
Ampelocera edentula,b.5.0,300
Ampelocera edentula,c.0.-5,1000
Ampelocera edentula,d.-5.-10,1500
Ampelocera edentula,e.-10.-15,1300
Amphirrhox longifolia,b.5.0,700
Amyris pinnata,a.10.5,1200
Amyris pinnata,b.5.0,800
Amyris pinnata,d.-5.-10,1100
Anacardium occidentale,a.10.5,1200
Anacardium occidentale,b.5.0,1000
Anacardium occidentale,d.-5.-10,200
Anacardium occidentale,e.-10.-15,400
Anaxagorea brevipes,a.10.5,400
Anaxagorea brevipes,b.5.0,500
Anaxagorea brevipes,c.0.-5,400
Anaxagorea brevipes,d.-5.-10,100
Anaxagorea brevipes,e.-10.-15,800
Andira inermis,a.10.5,1800
Andira inermis,b.5.0,800
Andira inermis,c.0.-5,500
Andira inermis,d.-5.-10,500
Andira inermis,e.-10.-15,1600
Andira inermis,f.-15.-20,100
Andira surinamensis,a.10.5,200
Andira surinamensis,b.5.0,600
Andira surinamensis,d.-5.-10,200
Aniba coto,b.5.0,500
Aniba coto,c.0.-5,1100
Aniba coto,d.-5.-10,100
Aniba coto,e.-10.-15,400
Aniba coto,f.-15.-20,2000
Aniba muca,a.10.5,1000
Aniba muca,b.5.0,400
Aniba muca,c.0.-5,1600
Aniba muca,d.-5.-10,1600
Aniba muca,e.-10.-15,1200
Aniba muca,f.-15.-20,1700
Aniba panurensis,a.10.5,1200
Aniba panurensis,b.5.0,1700
Aniba panurensis,c.0.-5,1800
Aniba panurensis,d.-5.-10,200
Aniba panurensis,e.-10.-15,1700
Aniba panurensis,f.-15.-20,200
Aniba perutilis,a.10.5,2800
Aniba perutilis,b.5.0,1600
Aniba perutilis,c.0.-5,2100
Aniba perutilis,d.-5.-10,400
Aniba perutilis,e.-10.-15,1700
Aniba perutilis,f.-15.-20,700
Aniba puchury-minor,a.10.5,3400
Aniba puchury-minor,c.0.-5,200
Aniba puchury-minor,d.-5.-10,100
Aniba puchury-minor,e.-10.-15,700
Aniba riparia,a.10.5,500
Aniba riparia,c.0.-5,2000
Aniba riparia,d.-5.-10,100
Aniba robusta,a.10.5,1600
Aniba robusta,b.5.0,1700
Aniba robusta,e.-10.-15,1100
Annona amazonica,d.-5.-10,700
Annona cherimola,a.10.5,900
Annona cherimola,b.5.0,1100
Annona cherimola,c.0.-5,1200
Annona cherimola,d.-5.-10,1800
Annona cherimola,e.-10.-15,1400
Annona cherimola,f.-15.-20,400
Geissanthus longistamineus,a.10.5,700
Geissanthus longistamineus,b.5.0,1300
Geissanthus longistamineus,c.0.-5,1400
Geissanthus longistamineus,e.-10.-15,2300
Geissanthus longistamineus,f.-15.-20,100
Genipa americana,a.10.5,1500
Genipa americana,b.5.0,1300
Genipa americana,c.0.-5,1600
Genipa americana,d.-5.-10,1300
Genipa americana,e.-10.-15,1100
Genipa americana,f.-15.-20,500
Geonoma deversa,a.10.5,1300
Geonoma deversa,b.5.0,1300
Geonoma deversa,c.0.-5,1100
Geonoma deversa,d.-5.-10,1600
Geonoma deversa,e.-10.-15,1100
Geonoma deversa,f.-15.-20,600
Geonoma orbignyana,a.10.5,2000
Geonoma orbignyana,b.5.0,1800
Geonoma orbignyana,c.0.-5,2300
Geonoma orbignyana,d.-5.-10,2100
Geonoma orbignyana,e.-10.-15,1900
Geonoma orbignyana,f.-15.-20,1500
Geonoma undata,a.10.5,2000
Geonoma undata,b.5.0,2200
Geonoma undata,c.0.-5,2500
Geonoma undata,d.-5.-10,1300
Geonoma undata,e.-10.-15,2500
Geonoma undata,f.-15.-20,1700
Gloeospermum longifolium,a.10.5,1100
Gloeospermum longifolium,b.5.0,1300
Gloeospermum longifolium,c.0.-5,2100
Gloeospermum longifolium,e.-10.-15,500
Gloeospermum sphaerocarpum,a.10.5,1200
Gloeospermum sphaerocarpum,b.5.0,1500
Gloeospermum sphaerocarpum,c.0.-5,900
Gloeospermum sphaerocarpum,d.-5.-10,900
Gloeospermum sphaerocarpum,e.-10.-15,1000
Glossoloma tetragonoides,a.10.5,1600
Glossoloma tetragonoides,b.5.0,2400
Glossoloma tetragonoides,c.0.-5,2400
Glossoloma tetragonoides,d.-5.-10,800
Glossoloma tetragonoides,e.-10.-15,300
Gonzalagunia cornifolia,a.10.5,2100
Gonzalagunia cornifolia,b.5.0,2200
Gonzalagunia cornifolia,c.0.-5,1600
Gonzalagunia cornifolia,d.-5.-10,1200
Gonzalagunia cornifolia,e.-10.-15,1000
Gonzalagunia dicocca,a.10.5,1400
Gonzalagunia dicocca,b.5.0,300
Gonzalagunia dicocca,c.0.-5,500
Gordonia fruticosa,a.10.5,3000
Gordonia fruticosa,b.5.0,2100
Gordonia fruticosa,c.0.-5,2400
Gordonia fruticosa,d.-5.-10,1400
Gordonia fruticosa,e.-10.-15,2100
Gordonia fruticosa,f.-15.-20,2400
Goupia glabra,a.10.5,700
Goupia glabra,b.5.0,300
Graffenrieda cucullata,a.10.5,800
Graffenrieda cucullata,b.5.0,1500
Graffenrieda cucullata,c.0.-5,1400
Graffenrieda cucullata,d.-5.-10,2100
Graffenrieda cucullata,e.-10.-15,1500
Graffenrieda cucullata,f.-15.-20,1100
Graffenrieda emarginata,a.10.5,600
Graffenrieda emarginata,c.0.-5,1600
Graffenrieda emarginata,d.-5.-10,1700
Graffenrieda emarginata,e.-10.-15,2300
Graffenrieda emarginata,f.-15.-20,1700
Graffenrieda galeottii,a.10.5,1100
Graffenrieda galeottii,c.0.-5,1700
Graffenrieda gracilis,a.10.5,900
Graffenrieda gracilis,b.5.0,1700
Graffenrieda gracilis,c.0.-5,800
Graffenrieda gracilis,d.-5.-10,1000
Graffenrieda gracilis,e.-10.-15,800
Graffenrieda gracilis,f.-15.-20,1000
Graffenrieda intermedia,a.10.5,400
Graffenrieda intermedia,b.5.0,900
Graffenrieda intermedia,c.0.-5,900
Graffenrieda intermedia,d.-5.-10,1300
Graffenrieda intermedia,f.-15.-20,200
Guarea cartaguenya,a.10.5,100
Guarea cartaguenya,b.5.0,1600
Guarea cartaguenya,c.0.-5,400
Guarea glabra,a.10.5,1800
Guarea glabra,b.5.0,1900
Guarea glabra,c.0.-5,1600
Guarea glabra,d.-5.-10,1700
Guarea glabra,e.-10.-15,1000
Guarea grandifolia,a.10.5,2100
Guarea grandifolia,b.5.0,1900
Guarea grandifolia,c.0.-5,1200
Guarea grandifolia,d.-5.-10,1100
Guarea grandifolia,e.-10.-15,500
Guarea guidonia,a.10.5,1400
Guarea guidonia,b.5.0,1200
Guarea guidonia,c.0.-5,1800
Guarea guidonia,d.-5.-10,1300
Guarea guidonia,e.-10.-15,1800
Guarea guidonia,f.-15.-20,1400
Guarea kunthiana,a.10.5,3000
Guarea kunthiana,b.5.0,2600
Guarea kunthiana,c.0.-5,2600
Guarea kunthiana,d.-5.-10,2300
Guarea kunthiana,e.-10.-15,2500
Guarea kunthiana,f.-15.-20,2100
Guarea macrophylla,a.10.5,1100
Guarea macrophylla,b.5.0,900
Guarea macrophylla,c.0.-5,1200
Guarea macrophylla,d.-5.-10,2400
Guarea macrophylla,e.-10.-15,2300
Guarea macrophylla,f.-15.-20,2100
Guarea pterorhachis,a.10.5,100
Guarea pterorhachis,b.5.0,400
Guarea pterorhachis,c.0.-5,1300
Guarea pterorhachis,d.-5.-10,1500
Guarea pterorhachis,e.-10.-15,1400
Guarea pterorhachis,f.-15.-20,1200
Guarea purusana,b.5.0,200
Guarea purusana,c.0.-5,1600
Guarea purusana,d.-5.-10,300
Guarea purusana,e.-10.-15,500
Guarea pyriformis,a.10.5,100
Guarea silvatica,b.5.0,1200
Guarea silvatica,c.0.-5,1400
Guarea silvatica,e.-10.-15,500
Guatteria blepharophylla,a.10.5,1700
Guatteria blepharophylla,b.5.0,1600
Guatteria blepharophylla,c.0.-5,1500
Guatteria blepharophylla,d.-5.-10,700
Guatteria blepharophylla,e.-10.-15,1800
Guatteria blepharophylla,f.-15.-20,1900
Guatteria cargadero,a.10.5,1900
Guatteria cargadero,b.5.0,1100
Guatteria goudotiana,a.10.5,2200
Guatteria goudotiana,b.5.0,1100
Guatteria hirsuta,a.10.5,1900
Guatteria hirsuta,b.5.0,1600
Guatteria hirsuta,c.0.-5,1900
Guatteria hirsuta,d.-5.-10,1600
Guatteria hirsuta,e.-10.-15,1900
Guatteria hirsuta,f.-15.-20,1900
Guatteria megalophylla,a.10.5,900
Guatteria megalophylla,b.5.0,1300
Guatteria megalophylla,c.0.-5,2000
Guatteria megalophylla,d.-5.-10,800
Guatteria megalophylla,e.-10.-15,600
Guatteria pittieri,a.10.5,400
Guatteria pittieri,b.5.0,1000
Guatteria punctata,a.10.5,1900
Guatteria punctata,b.5.0,1300
Guatteria punctata,c.0.-5,2000
Guatteria punctata,d.-5.-10,1800
Guatteria punctata,e.-10.-15,2200
Guatteria punctata,f.-15.-20,1900
Guatteria schomburgkiana,b.5.0,700
Guatteria schomburgkiana,c.0.-5,500
Guatteria schomburgkiana,e.-10.-15,100
Guazuma ulmifolia,a.10.5,3400
Guazuma ulmifolia,b.5.0,1200
Guazuma ulmifolia,c.0.-5,1200
Guazuma ulmifolia,d.-5.-10,1400
Guazuma ulmifolia,e.-10.-15,2600
Guazuma ulmifolia,f.-15.-20,2700
Guettarda aromatica,c.0.-5,600
Guettarda aromatica,d.-5.-10,500
Guettarda aromatica,e.-10.-15,1800
Guettarda crispiflora,a.10.5,1500
Guettarda crispiflora,b.5.0,2600
Guettarda crispiflora,c.0.-5,1800
Guettarda crispiflora,d.-5.-10,1100
Guettarda crispiflora,e.-10.-15,2800
Guettarda crispiflora,f.-15.-20,1400
Guettarda dependens,a.10.5,700
Guettarda dependens,b.5.0,600
Guettarda dependens,c.0.-5,1100
Guettarda dependens,d.-5.-10,600
Guettarda dependens,e.-10.-15,2700
Guettarda dependens,f.-15.-20,1500
Guettarda tournefortiopsis,d.-5.-10,300
Guettarda tournefortiopsis,e.-10.-15,1800
Guettarda tournefortiopsis,f.-15.-20,600
Gustavia hexapetala,a.10.5,900
Gustavia hexapetala,b.5.0,700
Gustavia hexapetala,c.0.-5,700
Gustavia hexapetala,d.-5.-10,100
Gustavia hexapetala,e.-10.-15,100
Gustavia poeppigiana,a.10.5,100
Gustavia poeppigiana,b.5.0,900
Gustavia speciosa,a.10.5,1300
Gustavia speciosa,c.0.-5,200
Handroanthus chrysanthus,a.10.5,1900
Handroanthus chrysanthus,b.5.0,1100
Handroanthus chrysanthus,c.0.-5,2000
Handroanthus chrysanthus,d.-5.-10,1800
Handroanthus chrysanthus,e.-10.-15,800
Handroanthus impetiginosus,d.-5.-10,200
Handroanthus impetiginosus,e.-10.-15,1000
Handroanthus impetiginosus,f.-15.-20,1600
Handroanthus ochraceus,a.10.5,1200
Handroanthus ochraceus,b.5.0,1300
Handroanthus ochraceus,d.-5.-10,1300
Handroanthus ochraceus,e.-10.-15,1300
Handroanthus ochraceus,f.-15.-20,1100
Handroanthus serratifolius,a.10.5,200
Handroanthus serratifolius,d.-5.-10,700
Handroanthus serratifolius,e.-10.-15,1100
Handroanthus serratifolius,f.-15.-20,1100
Hasseltia floribunda,a.10.5,2000
Hasseltia floribunda,b.5.0,2300
Hasseltia floribunda,c.0.-5,2100
Hasseltia floribunda,d.-5.-10,1800
Hasseltia floribunda,e.-10.-15,1600
Hasseltia floribunda,f.-15.-20,1700
Hebepetalum humiriifolium,b.5.0,300
Hebepetalum humiriifolium,c.0.-5,400
Hebepetalum humiriifolium,d.-5.-10,500
Hebepetalum humiriifolium,e.-10.-15,800
Hedyosmum angustifolium,c.0.-5,1200
Hedyosmum angustifolium,d.-5.-10,2500
Hedyosmum angustifolium,e.-10.-15,2700
Hedyosmum angustifolium,f.-15.-20,2000
Hedyosmum cuatrecazanum,a.10.5,1700
Hedyosmum cuatrecazanum,b.5.0,1400
Hedyosmum cuatrecazanum,c.0.-5,1600
