species,genus,region,range,genus_in_region
Ficus citrifolia,Ficus,a.10.5,3200,7
Ficus citrifolia,Ficus,b.5.0,2000,7
Ficus citrifolia,Ficus,c.0.-5,2200,6
Ficus citrifolia,Ficus,d.-5.-10,2000,5
Ficus citrifolia,Ficus,e.-10.-15,2600,7
Ficus citrifolia,Ficus,f.-15.-20,1500,6
Ficus citrifolia,Ficus,g.-20.-25,600,2
Ficus cuatrecasana,Ficus,a.10.5,2300,7
Ficus cuatrecasana,Ficus,b.5.0,2500,7
Ficus cuatrecasana,Ficus,c.0.-5,2200,6
Ficus cuatrecasana,Ficus,e.-10.-15,1300,7
Ficus cuatrecasasiana,Ficus,a.10.5,1900,7
Ficus cuatrecasasiana,Ficus,b.5.0,2400,7
Ficus cuatrecasasiana,Ficus,c.0.-5,2400,6
Ficus cuatrecasasiana,Ficus,d.-5.-10,1500,5
Ficus cuatrecasasiana,Ficus,e.-10.-15,2000,7
Ficus cuatrecasasiana,Ficus,f.-15.-20,1700,6
Ficus cuatrecasasiana,Ficus,g.-20.-25,300,2
Ficus eximia,Ficus,a.10.5,1200,7
Ficus eximia,Ficus,b.5.0,1100,7
Ficus eximia,Ficus,d.-5.-10,200,5
Ficus eximia,Ficus,e.-10.-15,1700,7
Ficus eximia,Ficus,f.-15.-20,1300,6
Ficus mathewsii,Ficus,a.10.5,1600,7
Ficus mathewsii,Ficus,b.5.0,200,7
Ficus mathewsii,Ficus,c.0.-5,300,6
Ficus mathewsii,Ficus,e.-10.-15,1600,7
Ficus mathewsii,Ficus,f.-15.-20,700,6
Ficus maxima,Ficus,a.10.5,3400,7
Ficus maxima,Ficus,b.5.0,2200,7
Ficus maxima,Ficus,c.0.-5,1900,6
Ficus maxima,Ficus,d.-5.-10,1900,5
Ficus maxima,Ficus,e.-10.-15,2900,7
Ficus maxima,Ficus,f.-15.-20,1600,6
Ficus trigona,Ficus,a.10.5,1000,7
Ficus trigona,Ficus,b.5.0,2000,7
Ficus trigona,Ficus,c.0.-5,1900,6
Ficus trigona,Ficus,d.-5.-10,1700,5
Ficus trigona,Ficus,e.-10.-15,2800,7
Ficus trigona,Ficus,f.-15.-20,1600,6
Alsophila incana,Alsophila,a.10.5,600,1
Alsophila incana,Alsophila,b.5.0,1100,1
Alsophila incana,Alsophila,d.-5.-10,600,1
Alsophila incana,Alsophila,e.-10.-15,1400,1
Alsophila incana,Alsophila,f.-15.-20,1400,1
Alsophila incana,Alsophila,g.-20.-25,800,1
Handroanthus impetiginosus,Handroanthus,a.10.5,1100,2
Handroanthus impetiginosus,Handroanthus,d.-5.-10,200,2
Handroanthus impetiginosus,Handroanthus,e.-10.-15,1000,2
Handroanthus impetiginosus,Handroanthus,f.-15.-20,1600,2
Handroanthus impetiginosus,Handroanthus,g.-20.-25,1000,2
Handroanthus ochraceus,Handroanthus,a.10.5,2100,2
Handroanthus ochraceus,Handroanthus,b.5.0,1300,1
Handroanthus ochraceus,Handroanthus,d.-5.-10,1300,2
Handroanthus ochraceus,Handroanthus,e.-10.-15,1300,2
Handroanthus ochraceus,Handroanthus,f.-15.-20,1100,2
Handroanthus ochraceus,Handroanthus,g.-20.-25,600,2
Helicostylis scabra,Helicostylis,b.5.0,200,1
Helicostylis scabra,Helicostylis,c.0.-5,900,1
Helicostylis scabra,Helicostylis,e.-10.-15,700,1
Heliocarpus americanus,Heliocarpus,a.10.5,2900,1
Heliocarpus americanus,Heliocarpus,b.5.0,2600,1
Heliocarpus americanus,Heliocarpus,c.0.-5,2500,1
Heliocarpus americanus,Heliocarpus,d.-5.-10,2100,1
Heliocarpus americanus,Heliocarpus,e.-10.-15,2500,1
Heliocarpus americanus,Heliocarpus,f.-15.-20,1900,1
Heliocarpus americanus,Heliocarpus,g.-20.-25,400,1
Inga edulis,Inga,a.10.5,2000,4
Inga edulis,Inga,b.5.0,2200,4
Inga edulis,Inga,c.0.-5,2600,4
Inga edulis,Inga,d.-5.-10,1500,3
Inga edulis,Inga,e.-10.-15,1700,4
Inga edulis,Inga,f.-15.-20,1000,4
Inga edulis,Inga,g.-20.-25,400,2
Inga laurina,Inga,a.10.5,2100,4
Inga laurina,Inga,b.5.0,1700,4
Inga laurina,Inga,c.0.-5,2000,4
Inga laurina,Inga,e.-10.-15,1400,4
Inga laurina,Inga,f.-15.-20,1200,4
Inga macrophylla,Inga,a.10.5,1600,4
Inga macrophylla,Inga,b.5.0,1200,4
Inga macrophylla,Inga,c.0.-5,900,4
Inga macrophylla,Inga,d.-5.-10,300,3
Inga macrophylla,Inga,e.-10.-15,1800,4
Inga macrophylla,Inga,f.-15.-20,1100,4
Inga marginata,Inga,a.10.5,2600,4
Inga marginata,Inga,b.5.0,2400,4
Inga marginata,Inga,c.0.-5,2300,4
Inga marginata,Inga,d.-5.-10,2200,3
Inga marginata,Inga,e.-10.-15,2700,4
Inga marginata,Inga,f.-15.-20,1900,4
Inga marginata,Inga,g.-20.-25,1400,2
Lacistema aggregatum,Lacistema,a.10.5,2000,1
Lacistema aggregatum,Lacistema,b.5.0,1900,1
Lacistema aggregatum,Lacistema,c.0.-5,1900,1
Lacistema aggregatum,Lacistema,d.-5.-10,1300,1
Lacistema aggregatum,Lacistema,e.-10.-15,1700,1
Lacistema aggregatum,Lacistema,f.-15.-20,1600,1
Maclura tinctoria,Maclura,a.10.5,3100,1
Maclura tinctoria,Maclura,b.5.0,2900,1
Maclura tinctoria,Maclura,c.0.-5,2300,1
Maclura tinctoria,Maclura,d.-5.-10,1500,1
Maclura tinctoria,Maclura,e.-10.-15,3600,1
Maclura tinctoria,Maclura,f.-15.-20,1300,1
Maclura tinctoria,Maclura,g.-20.-25,1600,1
Matayba arborescens,Matayba,a.10.5,2300,1
Matayba arborescens,Matayba,b.5.0,700,1
Matayba arborescens,Matayba,c.0.-5,400,1
Matayba arborescens,Matayba,d.-5.-10,200,1
Matayba arborescens,Matayba,e.-10.-15,1300,1
Matayba arborescens,Matayba,f.-15.-20,300,1
Mauria heterophylla,Mauria,a.10.5,2000,1
Mauria heterophylla,Mauria,b.5.0,2900,1
Mauria heterophylla,Mauria,c.0.-5,2800,1
Mauria heterophylla,Mauria,d.-5.-10,3000,1
Mauria heterophylla,Mauria,e.-10.-15,2800,1
Mauria heterophylla,Mauria,f.-15.-20,1500,1
Maytenus verticillata,Maytenus,a.10.5,1300,1
Maytenus verticillata,Maytenus,b.5.0,1100,1
Maytenus verticillata,Maytenus,c.0.-5,1500,1
Maytenus verticillata,Maytenus,d.-5.-10,1200,1
Maytenus verticillata,Maytenus,e.-10.-15,2300,1
Maytenus verticillata,Maytenus,f.-15.-20,1600,1
Miconia calvescens,Miconia,a.10.5,1700,1
Miconia calvescens,Miconia,b.5.0,1300,1
Miconia calvescens,Miconia,c.0.-5,3100,1
Miconia calvescens,Miconia,d.-5.-10,1700,1
Miconia calvescens,Miconia,e.-10.-15,2400,1
Miconia calvescens,Miconia,f.-15.-20,1800,1
Miconia calvescens,Miconia,g.-20.-25,900,1
Morella pubescens,Morella,a.10.5,3100,1
Morella pubescens,Morella,b.5.0,3600,1
Morella pubescens,Morella,c.0.-5,2900,1
Morella pubescens,Morella,d.-5.-10,3300,1
Morella pubescens,Morella,e.-10.-15,2200,1
Morella pubescens,Morella,f.-15.-20,3600,1
Morella pubescens,Morella,g.-20.-25,1100,1
Muntingia calabura,Muntingia,a.10.5,1500,1
Muntingia calabura,Muntingia,b.5.0,3300,1
Muntingia calabura,Muntingia,c.0.-5,2500,1
Muntingia calabura,Muntingia,d.-5.-10,1400,1
Muntingia calabura,Muntingia,e.-10.-15,1800,1
Muntingia calabura,Muntingia,f.-15.-20,1400,1
Muntingia calabura,Muntingia,g.-20.-25,300,1
Myriocarpa stipitata,Myriocarpa,a.10.5,2500,1
Myriocarpa stipitata,Myriocarpa,b.5.0,2800,1
Myriocarpa stipitata,Myriocarpa,c.0.-5,1800,1
Myriocarpa stipitata,Myriocarpa,d.-5.-10,2300,1
Myriocarpa stipitata,Myriocarpa,e.-10.-15,2700,1
Myriocarpa stipitata,Myriocarpa,f.-15.-20,1700,1
Myriocarpa stipitata,Myriocarpa,g.-20.-25,400,1
Myroxylon balsamum,Myroxylon,a.10.5,1400,1
Myroxylon balsamum,Myroxylon,b.5.0,1100,1
Myroxylon balsamum,Myroxylon,c.0.-5,1600,1
Myroxylon balsamum,Myroxylon,d.-5.-10,300,1
Myroxylon balsamum,Myroxylon,e.-10.-15,1100,1
Myroxylon balsamum,Myroxylon,f.-15.-20,1300,1
Nectandra membranacea,Nectandra,a.10.5,2400,1
Nectandra membranacea,Nectandra,b.5.0,2200,1
Nectandra membranacea,Nectandra,c.0.-5,2800,1
Nectandra membranacea,Nectandra,d.-5.-10,2100,1
Nectandra membranacea,Nectandra,e.-10.-15,2800,1
Nectandra membranacea,Nectandra,f.-15.-20,2200,1
Ocotea puberula,Ocotea,a.10.5,2400,1
Ocotea puberula,Ocotea,b.5.0,1900,1
Ocotea puberula,Ocotea,c.0.-5,1800,1
Ocotea puberula,Ocotea,d.-5.-10,1300,1
Ocotea puberula,Ocotea,e.-10.-15,2800,1
Ocotea puberula,Ocotea,f.-15.-20,2800,1
Ocotea puberula,Ocotea,g.-20.-25,500,1
Persea americana,Persea,a.10.5,2500,1
Persea americana,Persea,b.5.0,2900,1
Persea americana,Persea,c.0.-5,3100,1
Persea americana,Persea,d.-5.-10,1200,1
Persea americana,Persea,e.-10.-15,3300,1
Persea americana,Persea,f.-15.-20,2900,1
Persea americana,Persea,g.-20.-25,500,1
Phyllanthus acuminatus,Phyllanthus,a.10.5,2000,1
Phyllanthus acuminatus,Phyllanthus,b.5.0,1900,1
Phyllanthus acuminatus,Phyllanthus,c.0.-5,2600,1
Phyllanthus acuminatus,Phyllanthus,d.-5.-10,1100,1
Phyllanthus acuminatus,Phyllanthus,e.-10.-15,1200,1
Phyllanthus acuminatus,Phyllanthus,f.-15.-20,1300,1
Phyllanthus acuminatus,Phyllanthus,g.-20.-25,1500,1
Baccharis latifolia,Baccharis,a.10.5,2400,1
Baccharis latifolia,Baccharis,b.5.0,3600,1
Baccharis latifolia,Baccharis,c.0.-5,3200,1
Baccharis latifolia,Baccharis,d.-5.-10,2300,1
Baccharis latifolia,Baccharis,e.-10.-15,2800,1
Baccharis latifolia,Baccharis,f.-15.-20,3500,1
Baccharis latifolia,Baccharis,g.-20.-25,700,1
Bejaria aestuans,Bejaria,a.10.5,3300,1
Bejaria aestuans,Bejaria,b.5.0,3400,1
Bejaria aestuans,Bejaria,c.0.-5,2200,1
Bejaria aestuans,Bejaria,d.-5.-10,3300,1
Bejaria aestuans,Bejaria,e.-10.-15,2800,1
Bejaria aestuans,Bejaria,f.-15.-20,2400,1
Bejaria aestuans,Bejaria,g.-20.-25,900,1
Piper aduncum,Piper,a.10.5,3100,2
Piper aduncum,Piper,b.5.0,2900,2
Piper aduncum,Piper,c.0.-5,3000,2
Piper aduncum,Piper,d.-5.-10,2900,2
Piper aduncum,Piper,e.-10.-15,2200,2
Piper aduncum,Piper,f.-15.-20,2600,2
Piper aduncum,Piper,g.-20.-25,1000,2
Piper amalago,Piper,a.10.5,2100,2
Piper amalago,Piper,b.5.0,2300,2
Piper amalago,Piper,c.0.-5,500,2
Piper amalago,Piper,d.-5.-10,2200,2
Piper amalago,Piper,e.-10.-15,1400,2
Piper amalago,Piper,f.-15.-20,1700,2
Piper amalago,Piper,g.-20.-25,1300,2
Praecereus euchlorus,Praecereus,a.10.5,1000,1
Praecereus euchlorus,Praecereus,b.5.0,300,1
Praecereus euchlorus,Praecereus,c.0.-5,1400,1
Praecereus euchlorus,Praecereus,e.-10.-15,500,1
Praecereus euchlorus,Praecereus,f.-15.-20,700,1
Prunus integrifolia,Prunus,a.10.5,2800,1
Prunus integrifolia,Prunus,b.5.0,2200,1
Prunus integrifolia,Prunus,c.0.-5,200,1
Prunus integrifolia,Prunus,d.-5.-10,400,1
Prunus integrifolia,Prunus,e.-10.-15,2000,1
Prunus integrifolia,Prunus,f.-15.-20,2200,1
Prunus integrifolia,Prunus,g.-20.-25,400,1
Psidium guineense,Psidium,a.10.5,2700,1
Psidium guineense,Psidium,b.5.0,2800,1
Psidium guineense,Psidium,c.0.-5,1700,1
Psidium guineense,Psidium,d.-5.-10,1800,1
Psidium guineense,Psidium,e.-10.-15,1900,1
Psidium guineense,Psidium,f.-15.-20,2200,1
Psidium guineense,Psidium,g.-20.-25,800,1
Randia armata,Randia,a.10.5,2100,1
Randia armata,Randia,b.5.0,2700,1
Randia armata,Randia,c.0.-5,2400,1
Randia armata,Randia,d.-5.-10,700,1
Randia armata,Randia,e.-10.-15,3200,1
Randia armata,Randia,f.-15.-20,2100,1
Randia armata,Randia,g.-20.-25,800,1
Roupala montana,Roupala,a.10.5,2300,1
Roupala montana,Roupala,b.5.0,2600,1
Roupala montana,Roupala,c.0.-5,2400,1
Roupala montana,Roupala,d.-5.-10,1300,1
Roupala montana,Roupala,e.-10.-15,2700,1
Roupala montana,Roupala,f.-15.-20,1900,1
Roupala montana,Roupala,g.-20.-25,600,1
Sambucus peruviana,Sambucus,a.10.5,800,1
Sambucus peruviana,Sambucus,b.5.0,1700,1
Sambucus peruviana,Sambucus,c.0.-5,1200,1
Sambucus peruviana,Sambucus,d.-5.-10,2900,1
Sambucus peruviana,Sambucus,e.-10.-15,2900,1
Sambucus peruviana,Sambucus,f.-15.-20,2400,1
Sambucus peruviana,Sambucus,g.-20.-25,2000,1
Sapium glandulosum,Sapium,a.10.5,2500,1
Sapium glandulosum,Sapium,b.5.0,3800,1
Sapium glandulosum,Sapium,c.0.-5,2000,1
Sapium glandulosum,Sapium,d.-5.-10,2000,1
Sapium glandulosum,Sapium,e.-10.-15,2400,1
Sapium glandulosum,Sapium,f.-15.-20,2500,1
Sapium glandulosum,Sapium,g.-20.-25,2300,1
Senegalia riparia,Senegalia,a.10.5,1900,1
Senegalia riparia,Senegalia,b.5.0,3100,1
Senegalia riparia,Senegalia,c.0.-5,1400,1
Senegalia riparia,Senegalia,d.-5.-10,1300,1
Senegalia riparia,Senegalia,e.-10.-15,2900,1
Senegalia riparia,Senegalia,f.-15.-20,2000,1
Senegalia riparia,Senegalia,g.-20.-25,400,1
Sisyrinchium micranthum,Sisyrinchium,a.10.5,2200,1
Sisyrinchium micranthum,Sisyrinchium,b.5.0,2300,1
Sisyrinchium micranthum,Sisyrinchium,c.0.-5,2500,1
Sisyrinchium micranthum,Sisyrinchium,d.-5.-10,300,1
Sisyrinchium micranthum,Sisyrinchium,e.-10.-15,1000,1
Sisyrinchium micranthum,Sisyrinchium,f.-15.-20,2100,1
Sisyrinchium micranthum,Sisyrinchium,g.-20.-25,1800,1
Solanum aphyodendron,Solanum,a.10.5,2100,3
Solanum aphyodendron,Solanum,b.5.0,3100,3
Solanum aphyodendron,Solanum,c.0.-5,2600,3
Solanum aphyodendron,Solanum,d.-5.-10,1400,3
Solanum aphyodendron,Solanum,e.-10.-15,2300,3
Solanum aphyodendron,Solanum,f.-15.-20,2600,3
Solanum nutans,Solanum,a.10.5,800,3
Solanum nutans,Solanum,b.5.0,1900,3
Solanum nutans,Solanum,c.0.-5,2100,3
Solanum nutans,Solanum,d.-5.-10,2000,3
Solanum nutans,Solanum,e.-10.-15,2800,3
Solanum nutans,Solanum,f.-15.-20,1800,3
Solanum nutans,Solanum,g.-20.-25,400,2
Solanum sessile,Solanum,a.10.5,1900,3
Solanum sessile,Solanum,b.5.0,1800,3
Solanum sessile,Solanum,c.0.-5,1900,3
Solanum sessile,Solanum,d.-5.-10,2400,3
Solanum sessile,Solanum,e.-10.-15,2800,3
Solanum sessile,Solanum,f.-15.-20,1800,3
Solanum sessile,Solanum,g.-20.-25,600,2
Bocconia integrifolia,Bocconia,a.10.5,2800,1
Bocconia integrifolia,Bocconia,b.5.0,2900,1
Bocconia integrifolia,Bocconia,c.0.-5,2500,1
Bocconia integrifolia,Bocconia,d.-5.-10,1700,1
Bocconia integrifolia,Bocconia,e.-10.-15,2100,1
Bocconia integrifolia,Bocconia,f.-15.-20,2600,1
Bocconia integrifolia,Bocconia,g.-20.-25,1200,1
Boehmeria caudata,Boehmeria,a.10.5,3300,2
Boehmeria caudata,Boehmeria,b.5.0,2500,2
Boehmeria caudata,Boehmeria,c.0.-5,1800,2
Boehmeria caudata,Boehmeria,d.-5.-10,900,2
Boehmeria caudata,Boehmeria,e.-10.-15,2700,2
Boehmeria caudata,Boehmeria,f.-15.-20,2300,2
Boehmeria caudata,Boehmeria,g.-20.-25,1400,1
Boehmeria ulmifolia,Boehmeria,a.10.5,300,2
Boehmeria ulmifolia,Boehmeria,b.5.0,2300,2
Boehmeria ulmifolia,Boehmeria,c.0.-5,2600,2
Boehmeria ulmifolia,Boehmeria,d.-5.-10,1300,2
Boehmeria ulmifolia,Boehmeria,e.-10.-15,2500,2
Boehmeria ulmifolia,Boehmeria,f.-15.-20,1900,2
Tessaria integrifolia,Tessaria,a.10.5,2200,1
Tessaria integrifolia,Tessaria,b.5.0,3300,1
Tessaria integrifolia,Tessaria,c.0.-5,3400,1
Tessaria integrifolia,Tessaria,d.-5.-10,2700,1
Tessaria integrifolia,Tessaria,e.-10.-15,2300,1
Tessaria integrifolia,Tessaria,f.-15.-20,2200,1
Tessaria integrifolia,Tessaria,g.-20.-25,1100,1
Trema micrantha,Trema,a.10.5,2500,1
Trema micrantha,Trema,b.5.0,2900,1
Trema micrantha,Trema,c.0.-5,2400,1
Trema micrantha,Trema,d.-5.-10,2200,1
Trema micrantha,Trema,e.-10.-15,2800,1
Trema micrantha,Trema,f.-15.-20,2200,1
Trema micrantha,Trema,g.-20.-25,2800,1
Urera baccifera,Urera,a.10.5,2100,3
Urera baccifera,Urera,b.5.0,2900,3
Urera baccifera,Urera,c.0.-5,2100,3
Urera baccifera,Urera,d.-5.-10,2000,3
Urera baccifera,Urera,e.-10.-15,2500,3
Urera baccifera,Urera,f.-15.-20,1700,3
Urera baccifera,Urera,g.-20.-25,1500,2
Urera caracasana,Urera,a.10.5,2100,3
Urera caracasana,Urera,b.5.0,2000,3
Urera caracasana,Urera,c.0.-5,2800,3
Urera caracasana,Urera,d.-5.-10,1600,3
Urera caracasana,Urera,e.-10.-15,2400,3
Urera caracasana,Urera,f.-15.-20,1500,3
Urera simplex,Urera,a.10.5,1800,3
Urera simplex,Urera,b.5.0,2400,3
Urera simplex,Urera,c.0.-5,1900,3
Urera simplex,Urera,d.-5.-10,2600,3
Urera simplex,Urera,e.-10.-15,1800,3
Urera simplex,Urera,f.-15.-20,1900,3
Urera simplex,Urera,g.-20.-25,1100,2
Vachellia macracantha,Vachellia,a.10.5,900,1
Vachellia macracantha,Vachellia,b.5.0,2000,1
Vachellia macracantha,Vachellia,c.0.-5,2400,1
Vachellia macracantha,Vachellia,d.-5.-10,2200,1
Vachellia macracantha,Vachellia,e.-10.-15,1300,1
Vachellia macracantha,Vachellia,f.-15.-20,3600,1
Vachellia macracantha,Vachellia,g.-20.-25,1900,1
Vallea stipularis,Vallea,a.10.5,3500,1
Vallea stipularis,Vallea,b.5.0,3500,1
Vallea stipularis,Vallea,c.0.-5,3800,1
Vallea stipularis,Vallea,d.-5.-10,2400,1
Vallea stipularis,Vallea,e.-10.-15,2100,1
Vallea stipularis,Vallea,f.-15.-20,3700,1
Vallea stipularis,Vallea,g.-20.-25,500,1
Virola elongata,Virola,a.10.5,300,1
Virola elongata,Virola,b.5.0,1300,1
Virola elongata,Virola,c.0.-5,1000,1
Virola elongata,Virola,d.-5.-10,1000,1
Virola elongata,Virola,e.-10.-15,1400,1
Virola elongata,Virola,f.-15.-20,800,1
Zanthoxylum fagara,Zanthoxylum,a.10.5,2300,2
Zanthoxylum fagara,Zanthoxylum,b.5.0,2700,2
Zanthoxylum fagara,Zanthoxylum,c.0.-5,2300,2
Zanthoxylum fagara,Zanthoxylum,d.-5.-10,2500,2
Zanthoxylum fagara,Zanthoxylum,e.-10.-15,2100,2
Zanthoxylum fagara,Zanthoxylum,f.-15.-20,2000,2
Zanthoxylum fagara,Zanthoxylum,g.-20.-25,1100,2
Zanthoxylum rhoifolium,Zanthoxylum,a.10.5,3500,2
Zanthoxylum rhoifolium,Zanthoxylum,b.5.0,2300,2
Zanthoxylum rhoifolium,Zanthoxylum,c.0.-5,2200,2
Zanthoxylum rhoifolium,Zanthoxylum,d.-5.-10,800,2
Zanthoxylum rhoifolium,Zanthoxylum,e.-10.-15,1400,2
Zanthoxylum rhoifolium,Zanthoxylum,f.-15.-20,2800,2
Zanthoxylum rhoifolium,Zanthoxylum,g.-20.-25,1700,2
Casearia sylvestris,Casearia,a.10.5,2200,1
Casearia sylvestris,Casearia,b.5.0,1900,1
Casearia sylvestris,Casearia,c.0.-5,2700,1
Casearia sylvestris,Casearia,d.-5.-10,2200,1
Casearia sylvestris,Casearia,e.-10.-15,3000,1
Casearia sylvestris,Casearia,f.-15.-20,2700,1
Casearia sylvestris,Casearia,g.-20.-25,1100,1
Cedrela fissilis,Cedrela,a.10.5,1000,3
Cedrela fissilis,Cedrela,c.0.-5,2000,3
Cedrela fissilis,Cedrela,d.-5.-10,500,3
Cedrela fissilis,Cedrela,e.-10.-15,3100,3
Cedrela fissilis,Cedrela,f.-15.-20,2100,2
Cedrela fissilis,Cedrela,g.-20.-25,1500,2
Cedrela montana,Cedrela,a.10.5,2800,3
Cedrela montana,Cedrela,b.5.0,2800,2
Cedrela montana,Cedrela,c.0.-5,1500,3
Cedrela montana,Cedrela,d.-5.-10,200,3
Cedrela montana,Cedrela,e.-10.-15,2600,3
Cedrela odorata,Cedrela,a.10.5,2100,3
Cedrela odorata,Cedrela,b.5.0,2300,2
Cedrela odorata,Cedrela,c.0.-5,2700,3
Cedrela odorata,Cedrela,d.-5.-10,2700,3
Cedrela odorata,Cedrela,e.-10.-15,3400,3
Cedrela odorata,Cedrela,f.-15.-20,2700,2
Cedrela odorata,Cedrela,g.-20.-25,1100,2
Ceiba speciosa,Ceiba,a.10.5,400,1
Ceiba speciosa,Ceiba,b.5.0,600,1
Ceiba speciosa,Ceiba,c.0.-5,1400,1
Ceiba speciosa,Ceiba,e.-10.-15,1700,1
Ceiba speciosa,Ceiba,f.-15.-20,1400,1
Celtis iguanaea,Celtis,a.10.5,1500,1
Celtis iguanaea,Celtis,b.5.0,1300,1
Celtis iguanaea,Celtis,c.0.-5,1700,1
Celtis iguanaea,Celtis,d.-5.-10,1600,1
Celtis iguanaea,Celtis,e.-10.-15,2000,1
Celtis iguanaea,Celtis,f.-15.-20,2000,1
Celtis iguanaea,Celtis,g.-20.-25,1100,1
