species,0-99,100-199,200-299,300-399,400-499,500-599,600-699,700-799,800-899,900-999,1000-1099,1100-1199,1200-1299,1300-1399,1400-1499,1500-1599,1600-1699,1700-1799,1800-1899,1900-1999,2000-2099,2100-2199,2200-2299,2300-2399,2400-2499,2500-2599,2600-2699,2700-2799,2800-2899,2900-2999,3000-3099,3100-3199,3200-3299,3300-3399
Ocotea javitensis,0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ocotea porphyria,0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.038461538461538464,0.0,0.010752688172043012,0.0,0.03225806451612903,0.01639344262295082,0.0,0.010526315789473684,0.04,0.018867924528301886,0.06382978723404255,0.02,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ocotea puberula,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.011627906976744186,0.010752688172043012,0.0,0.009708737864077669,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Parapiptadenia excelsa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.03896103896103896,0.010752688172043012,0.0,0.0,0.01639344262295082,0.009708737864077669,0.010526315789473684,0.0,0.018867924528301886,0.06382978723404255,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Parodiodendron marginivillosum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Persea americana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Phyllanthus acuminatus,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.011627906976744186,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Phyllostylon rhamnoides,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Athyana weinmanniifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Baccharis latifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.02564102564102564,0.0,0.0,0.0,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Bejaria aestuans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Piper aduncum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.03488372093023256,0.010752688172043012,0.01639344262295082,0.009708737864077669,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Piper amalago,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.010752688172043012,0.011627906976744186,0.021505376344086023,0.0,0.009708737864077669,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Piper tucumanum,0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.012987012987012988,0.010752688172043012,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pisonia ambigua,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pisonia zapallo,0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.011627906976744186,0.010752688172043012,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pogonopus tubulosus,0,0.0,0.0,0.0,0.01818181818181818,0.10526315789473684,0.04918032786885246,0.019230769230769232,0.012987012987012988,0.010752688172043012,0.046511627906976744,0.010752688172043012,0.0,0.038834951456310676,0.010526315789473684,0.0,0.018867924528301886,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Praecereus euchlorus,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Prunus integrifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.010752688172043012,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pseudobombax argentinum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pseudobombax marginatum,0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Psidium guineense,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.010752688172043012,0.01639344262295082,0.0,0.010526315789473684,0.0,0.0,0.02127659574468085,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Pterogyne nitens,0,0.0,0.0,0.0625,0.03636363636363636,0.0,0.01639344262295082,0.0,0.07792207792207792,0.0,0.023255813953488372,0.010752688172043012,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Randia armata,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Randia micracantha,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.010752688172043012,0.011627906976744186,0.010752688172043012,0.0,0.019417475728155338,0.010526315789473684,0.0,0.018867924528301886,0.0,0.04,0.02564102564102564,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Rhamnidium elaeocarpum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.03225806451612903,0.03488372093023256,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Roupala montana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ruprechtia apetala,0,0.0,0.0,0.03125,0.07272727272727272,0.0,0.0,0.019230769230769232,0.012987012987012988,0.0,0.0,0.0,0.0,0.009708737864077669,0.010526315789473684,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ruprechtia laxiflora,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Sambucus nigra,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Sambucus peruviana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.023255813953488372,0.010752688172043012,0.0,0.009708737864077669,0.031578947368421054,0.04,0.03773584905660377,0.0425531914893617,0.02,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,0.0,0
Sapium glandulosum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.011627906976744186,0.010752688172043012,0.0,0.009708737864077669,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Schinopsis brasiliensis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Schinopsis marginata,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.025974025974025976,0.010752688172043012,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Scutia buxifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.03278688524590164,0.009708737864077669,0.0,0.0,0.0,0.02127659574468085,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Sebastiania brasiliensis,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01639344262295082,0.0,0.012987012987012988,0.0,0.046511627906976744,0.021505376344086023,0.01639344262295082,0.02912621359223301,0.010526315789473684,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Senegalia riparia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Senna spectabilis,0,0.0,0.0,0.0,0.03636363636363636,0.0,0.01639344262295082,0.019230769230769232,0.025974025974025976,0.0,0.011627906976744186,0.0,0.01639344262295082,0.019417475728155338,0.0,0.04,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Sideroxylon obtusifolium,0,0.0,0.0,0.03125,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Siphoneugena occidentalis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.02127659574468085,0.0,0.02564102564102564,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Sisyrinchium micranthum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.04,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0
Solanum aphyodendron,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum maturecalvans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum nutans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.03773584905660377,0.0425531914893617,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum riparium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.043010752688172046,0.0,0.043010752688172046,0.06557377049180328,0.0,0.031578947368421054,0.0,0.018867924528301886,0.0,0.02,0.02564102564102564,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum sessile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum symmetricum,0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.03225806451612903,0.011627906976744186,0.03225806451612903,0.06557377049180328,0.02912621359223301,0.021052631578947368,0.04,0.0,0.02127659574468085,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Solanum trichoneuron,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.010752688172043012,0.0,0.010752688172043012,0.0,0.009708737864077669,0.0,0.0,0.018867924528301886,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Blepharocalyx salicifolius,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.011627906976744186,0.010752688172043012,0.03278688524590164,0.0,0.0,0.04,0.018867924528301886,0.0425531914893617,0.04,0.05128205128205128,0.0,0.0625,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0
Bocconia integrifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.012987012987012988,0.010752688172043012,0.0,0.021505376344086023,0.03278688524590164,0.0,0.05263157894736842,0.04,0.03773584905660377,0.0,0.04,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Boehmeria caudata,0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.038461538461538464,0.0,0.010752688172043012,0.011627906976744186,0.0,0.0,0.009708737864077669,0.021052631578947368,0.0,0.018867924528301886,0.0425531914893617,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Boehmeria ulmifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Bougainvillea stipitata,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01639344262295082,0.019230769230769232,0.025974025974025976,0.010752688172043012,0.023255813953488372,0.0,0.0,0.009708737864077669,0.010526315789473684,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Terminalia triflora,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.010752688172043012,0.0,0.021505376344086023,0.03278688524590164,0.009708737864077669,0.021052631578947368,0.0,0.018867924528301886,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ternstroemia brachypoda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Tessaria integrifolia,0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Tipuana tipu,0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.019230769230769232,0.0,0.021505376344086023,0.0,0.021505376344086023,0.0,0.0,0.0,0.04,0.0,0.02127659574468085,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0
Trema micrantha,0,0.0,0.25,0.0,0.0,0.10526315789473684,0.01639344262295082,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Trichilia claussenii,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01639344262295082,0.0,0.012987012987012988,0.03225806451612903,0.03488372093023256,0.03225806451612903,0.03278688524590164,0.019417475728155338,0.010526315789473684,0.0,0.03773584905660377,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Urera baccifera,0,0.0,0.0,0.0,0.03636363636363636,0.0,0.01639344262295082,0.0,0.012987012987012988,0.010752688172043012,0.03488372093023256,0.021505376344086023,0.01639344262295082,0.04854368932038835,0.031578947368421054,0.0,0.018867924528301886,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Urera lianoides,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Urera simplex,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.010752688172043012,0.0,0.0,0.031578947368421054,0.0,0.018867924528301886,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Vachellia macracantha,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Vallea stipularis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,0.0,0
Vasconcellea quercifolia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.010526315789473684,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,1.0,0
Vassobia breviflora,0,0.0,0.125,0.0,0.01818181818181818,0.05263157894736842,0.0,0.038461538461538464,0.012987012987012988,0.043010752688172046,0.023255813953488372,0.021505376344086023,0.0,0.009708737864077669,0.0,0.0,0.018867924528301886,0.0,0.02,0.0,0.0,0.0625,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Virola elongata,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ximenia americana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.011627906976744186,0.0,0.01639344262295082,0.02912621359223301,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Xylosma longipetiolata,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Xylosma pubescens,0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.012987012987012988,0.010752688172043012,0.0,0.010752688172043012,0.03278688524590164,0.009708737864077669,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Zanthoxylum fagara,0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.012987012987012988,0.0,0.03488372093023256,0.0,0.0,0.009708737864077669,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Zanthoxylum petiolare,0,0.3333333333333333,0.0,0.0625,0.0,0.0,0.01639344262295082,0.038461538461538464,0.012987012987012988,0.0,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Zanthoxylum rhoifolium,0,0.0,0.125,0.0,0.05454545454545454,0.0,0.03278688524590164,0.0,0.012987012987012988,0.053763440860215055,0.0,0.010752688172043012,0.0,0.009708737864077669,0.0,0.0,0.018867924528301886,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Zanthoxylum rigidum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Calycophyllum multiflorum,0,0.0,0.0,0.125,0.03636363636363636,0.0,0.03278688524590164,0.0,0.012987012987012988,0.0,0.023255813953488372,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Casearia sylvestris,0,0.0,0.125,0.0,0.0,0.10526315789473684,0.03278688524590164,0.057692307692307696,0.012987012987012988,0.03225806451612903,0.011627906976744186,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cedrela balansae,0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cedrela fissilis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.01639344262295082,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cedrela lilloi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.04,0.02564102564102564,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cedrela montana,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cedrela odorata,0,0.0,0.0,0.03125,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ceiba chodatii,0,0.0,0.0,0.03125,0.01818181818181818,0.0,0.01639344262295082,0.019230769230769232,0.0,0.010752688172043012,0.0,0.010752688172043012,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ceiba insignis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Ceiba speciosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Celtis iguanaea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.023255813953488372,0.010752688172043012,0.01639344262295082,0.009708737864077669,0.021052631578947368,0.0,0.03773584905660377,0.02127659574468085,0.04,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Cestrum parqui,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
