species,genus,region,range,genus_in_region
Clusia ducu,Clusia,a.10.5,600,9
Clusia ducu,Clusia,b.5.0,1900,10
Clusia ducu,Clusia,c.0.-5,1300,10
Clusia ducu,Clusia,d.-5.-10,700,10
Clusia ducu,Clusia,e.-10.-15,800,10
Clusia ducu,Clusia,f.-15.-20,1000,8
Clusia ducuoides,Clusia,a.10.5,1500,9
Clusia ducuoides,Clusia,b.5.0,2000,10
Clusia ducuoides,Clusia,c.0.-5,2300,10
Clusia ducuoides,Clusia,d.-5.-10,1300,10
Clusia ducuoides,Clusia,e.-10.-15,1000,10
Clusia elliptica,Clusia,a.10.5,2300,9
Clusia elliptica,Clusia,b.5.0,400,10
Clusia elliptica,Clusia,c.0.-5,1300,10
Clusia elliptica,Clusia,d.-5.-10,1500,10
Clusia elliptica,Clusia,e.-10.-15,1500,10
Clusia elliptica,Clusia,f.-15.-20,1300,8
Clusia flavida,Clusia,a.10.5,1900,9
Clusia flavida,Clusia,b.5.0,700,10
Clusia flavida,Clusia,c.0.-5,2000,10
Clusia flavida,Clusia,d.-5.-10,1500,10
Clusia flavida,Clusia,e.-10.-15,1200,10
Clusia flavida,Clusia,f.-15.-20,300,8
Clusia hammeliana,Clusia,a.10.5,1200,9
Clusia hammeliana,Clusia,b.5.0,1300,10
Clusia hammeliana,Clusia,c.0.-5,1200,10
Clusia hammeliana,Clusia,d.-5.-10,500,10
Clusia hammeliana,Clusia,e.-10.-15,1400,10
Clusia hammeliana,Clusia,f.-15.-20,400,8
Clusia haughtii,Clusia,a.10.5,1200,9
Clusia haughtii,Clusia,b.5.0,1500,10
Clusia haughtii,Clusia,c.0.-5,600,10
Clusia haughtii,Clusia,d.-5.-10,300,10
Clusia haughtii,Clusia,e.-10.-15,600,10
Clusia haughtii,Clusia,f.-15.-20,1100,8
Clusia minor,Clusia,a.10.5,1900,9
Clusia minor,Clusia,b.5.0,1900,10
Clusia minor,Clusia,c.0.-5,1300,10
Clusia minor,Clusia,d.-5.-10,2000,10
Clusia minor,Clusia,e.-10.-15,900,10
Clusia multiflora,Clusia,a.10.5,2400,9
Clusia multiflora,Clusia,b.5.0,2800,10
Clusia multiflora,Clusia,c.0.-5,2400,10
Clusia multiflora,Clusia,d.-5.-10,800,10
Clusia multiflora,Clusia,e.-10.-15,2600,10
Clusia multiflora,Clusia,f.-15.-20,1600,8
Clusia sphaerocarpa,Clusia,b.5.0,1700,10
Clusia sphaerocarpa,Clusia,c.0.-5,2400,10
Clusia sphaerocarpa,Clusia,d.-5.-10,1400,10
Clusia sphaerocarpa,Clusia,e.-10.-15,1500,10
Clusia sphaerocarpa,Clusia,f.-15.-20,2400,8
Clusia trochiformis,Clusia,a.10.5,1600,9
Clusia trochiformis,Clusia,b.5.0,400,10
Clusia trochiformis,Clusia,c.0.-5,1000,10
Clusia trochiformis,Clusia,d.-5.-10,1200,10
Clusia trochiformis,Clusia,e.-10.-15,2900,10
Clusia trochiformis,Clusia,f.-15.-20,1600,8
Coccoloba acuminata,Coccoloba,a.10.5,500,3
Coccoloba acuminata,Coccoloba,b.5.0,400,2
Coccoloba acuminata,Coccoloba,d.-5.-10,100,3
Coccoloba acuminata,Coccoloba,e.-10.-15,400,2
Coccoloba mollis,Coccoloba,a.10.5,500,3
Coccoloba mollis,Coccoloba,b.5.0,400,2
Coccoloba mollis,Coccoloba,c.0.-5,900,2
Coccoloba mollis,Coccoloba,d.-5.-10,1500,3
Coccoloba mollis,Coccoloba,e.-10.-15,1500,2
Coccoloba mollis,Coccoloba,f.-15.-20,1300,1
Coffea arabica,Coffea,a.10.5,1600,1
Coffea arabica,Coffea,b.5.0,1900,1
Coffea arabica,Coffea,c.0.-5,2000,1
Coffea arabica,Coffea,d.-5.-10,1300,1
Coffea arabica,Coffea,e.-10.-15,1900,1
Coffea arabica,Coffea,f.-15.-20,1500,1
Condaminea corymbosa,Condaminea,a.10.5,1400,1
Condaminea corymbosa,Condaminea,b.5.0,1800,1
Condaminea corymbosa,Condaminea,c.0.-5,2200,1
Condaminea corymbosa,Condaminea,d.-5.-10,1900,1
Condaminea corymbosa,Condaminea,e.-10.-15,2400,1
Condaminea corymbosa,Condaminea,f.-15.-20,2400,1
Cordia alliodora,Cordia,a.10.5,1700,2
Cordia alliodora,Cordia,b.5.0,3300,2
Cordia alliodora,Cordia,c.0.-5,2000,2
Cordia alliodora,Cordia,d.-5.-10,2600,2
Cordia alliodora,Cordia,e.-10.-15,1800,2
Cordia alliodora,Cordia,f.-15.-20,1400,2
Cordia nodosa,Cordia,a.10.5,1300,2
Cordia nodosa,Cordia,b.5.0,1200,2
Cordia nodosa,Cordia,c.0.-5,1200,2
Cordia nodosa,Cordia,d.-5.-10,1500,2
Cordia nodosa,Cordia,e.-10.-15,3400,2
Cordia nodosa,Cordia,f.-15.-20,1200,2
Cornus peruviana,Cornus,a.10.5,700,1
Cornus peruviana,Cornus,b.5.0,1500,1
Cornus peruviana,Cornus,c.0.-5,2100,1
Cornus peruviana,Cornus,d.-5.-10,1300,1
Cornus peruviana,Cornus,e.-10.-15,1800,1
Cornus peruviana,Cornus,f.-15.-20,700,1
Cornutia pyramidata,Cornutia,a.10.5,500,1
Cornutia pyramidata,Cornutia,b.5.0,1500,1
Cornutia pyramidata,Cornutia,c.0.-5,1800,1
Cornutia pyramidata,Cornutia,d.-5.-10,600,1
Cornutia pyramidata,Cornutia,e.-10.-15,1000,1
Cosmibuena grandiflora,Cosmibuena,a.10.5,1100,1
Cosmibuena grandiflora,Cosmibuena,b.5.0,1300,1
Cosmibuena grandiflora,Cosmibuena,c.0.-5,900,1
Cosmibuena grandiflora,Cosmibuena,d.-5.-10,1700,1
Cosmibuena grandiflora,Cosmibuena,e.-10.-15,1600,1
Cosmibuena grandiflora,Cosmibuena,f.-15.-20,1600,1
Coussapoa villosa,Coussapoa,a.10.5,1800,1
Coussapoa villosa,Coussapoa,b.5.0,1500,1
Coussapoa villosa,Coussapoa,c.0.-5,1800,1
Coussapoa villosa,Coussapoa,d.-5.-10,2000,1
Coussapoa villosa,Coussapoa,e.-10.-15,1700,1
Coussapoa villosa,Coussapoa,f.-15.-20,100,1
Coussarea paniculata,Coussarea,a.10.5,1900,1
Coussarea paniculata,Coussarea,b.5.0,1300,1
Coussarea paniculata,Coussarea,c.0.-5,1300,1
Coussarea paniculata,Coussarea,d.-5.-10,1100,1
Coussarea paniculata,Coussarea,e.-10.-15,1400,1
Coussarea paniculata,Coussarea,f.-15.-20,700,1
Coutarea hexandra,Coutarea,a.10.5,1100,1
Coutarea hexandra,Coutarea,b.5.0,700,1
Coutarea hexandra,Coutarea,c.0.-5,700,1
Coutarea hexandra,Coutarea,d.-5.-10,600,1
Coutarea hexandra,Coutarea,e.-10.-15,1100,1
Coutarea hexandra,Coutarea,f.-15.-20,1300,1
Croton lechleri,Croton,b.5.0,1100,1
Croton lechleri,Croton,c.0.-5,2200,1
Croton lechleri,Croton,d.-5.-10,1700,1
Croton lechleri,Croton,e.-10.-15,2200,1
Croton lechleri,Croton,f.-15.-20,1200,1
Cupania cinerea,Cupania,a.10.5,1500,2
Cupania cinerea,Cupania,b.5.0,3400,2
Cupania cinerea,Cupania,c.0.-5,1800,2
Cupania cinerea,Cupania,d.-5.-10,700,2
Cupania cinerea,Cupania,e.-10.-15,1500,2
Cupania cinerea,Cupania,f.-15.-20,1300,2
Cupania latifolia,Cupania,a.10.5,2200,2
Cupania latifolia,Cupania,b.5.0,1600,2
Cupania latifolia,Cupania,c.0.-5,1400,2
Cupania latifolia,Cupania,d.-5.-10,2500,2
Cupania latifolia,Cupania,e.-10.-15,1300,2
Cupania latifolia,Cupania,f.-15.-20,1200,2
Cyathea bipinnatifida,Cyathea,a.10.5,500,6
Cyathea bipinnatifida,Cyathea,b.5.0,1400,8
Cyathea bipinnatifida,Cyathea,c.0.-5,1700,8
Cyathea bipinnatifida,Cyathea,d.-5.-10,2500,8
Cyathea bipinnatifida,Cyathea,e.-10.-15,2800,8
Cyathea bipinnatifida,Cyathea,f.-15.-20,800,7
Cyathea caracasana,Cyathea,a.10.5,1600,6
Cyathea caracasana,Cyathea,b.5.0,2100,8
Cyathea caracasana,Cyathea,c.0.-5,1800,8
Cyathea caracasana,Cyathea,d.-5.-10,400,8
Cyathea caracasana,Cyathea,e.-10.-15,1400,8
Cyathea conjugata,Cyathea,a.10.5,1300,6
Cyathea conjugata,Cyathea,b.5.0,1300,8
Cyathea conjugata,Cyathea,c.0.-5,900,8
Cyathea conjugata,Cyathea,d.-5.-10,1000,8
Cyathea conjugata,Cyathea,e.-10.-15,2000,8
Cyathea conjugata,Cyathea,f.-15.-20,600,7
Cyathea delgadii,Cyathea,a.10.5,1300,6
Cyathea delgadii,Cyathea,b.5.0,1900,8
Cyathea delgadii,Cyathea,c.0.-5,2100,8
Cyathea delgadii,Cyathea,d.-5.-10,1900,8
Cyathea delgadii,Cyathea,e.-10.-15,2600,8
Cyathea delgadii,Cyathea,f.-15.-20,1800,7
Cyathea lechleri,Cyathea,b.5.0,1400,8
Cyathea lechleri,Cyathea,c.0.-5,1100,8
Cyathea lechleri,Cyathea,d.-5.-10,2200,8
Cyathea lechleri,Cyathea,e.-10.-15,2900,8
Cyathea lechleri,Cyathea,f.-15.-20,1100,7
Cyathea pallescens,Cyathea,b.5.0,1500,8
Cyathea pallescens,Cyathea,c.0.-5,1700,8
Cyathea pallescens,Cyathea,d.-5.-10,500,8
Cyathea pallescens,Cyathea,e.-10.-15,700,8
Cyathea pallescens,Cyathea,f.-15.-20,1900,7
Cyathea pungens,Cyathea,a.10.5,1200,6
Cyathea pungens,Cyathea,b.5.0,1400,8
Cyathea pungens,Cyathea,c.0.-5,1500,8
Cyathea pungens,Cyathea,d.-5.-10,1600,8
Cyathea pungens,Cyathea,e.-10.-15,1400,8
Cyathea pungens,Cyathea,f.-15.-20,1200,7
Cyathea squamipes,Cyathea,a.10.5,600,6
Cyathea squamipes,Cyathea,b.5.0,1300,8
Cyathea squamipes,Cyathea,c.0.-5,1600,8
Cyathea squamipes,Cyathea,d.-5.-10,2200,8
Cyathea squamipes,Cyathea,e.-10.-15,2700,8
Cyathea squamipes,Cyathea,f.-15.-20,2100,7
Cybianthus poeppigii,Cybianthus,a.10.5,1500,1
Cybianthus poeppigii,Cybianthus,b.5.0,1600,1
Cybianthus poeppigii,Cybianthus,c.0.-5,1200,1
Cybianthus poeppigii,Cybianthus,e.-10.-15,600,1
Cynophalla flexuosa,Cynophalla,a.10.5,600,1
Cynophalla flexuosa,Cynophalla,b.5.0,300,1
Cynophalla flexuosa,Cynophalla,c.0.-5,900,1
Cynophalla flexuosa,Cynophalla,d.-5.-10,800,1
Cynophalla flexuosa,Cynophalla,e.-10.-15,200,1
Cynophalla flexuosa,Cynophalla,f.-15.-20,1300,1
Dicksonia karsteniana,Dicksonia,b.5.0,1300,2
Dicksonia karsteniana,Dicksonia,e.-10.-15,800,2
Dicksonia karsteniana,Dicksonia,f.-15.-20,200,2
Dicksonia sellowiana,Dicksonia,a.10.5,2200,1
Dicksonia sellowiana,Dicksonia,b.5.0,2200,2
Dicksonia sellowiana,Dicksonia,c.0.-5,2700,1
Dicksonia sellowiana,Dicksonia,d.-5.-10,1500,1
Dicksonia sellowiana,Dicksonia,e.-10.-15,2300,2
Dicksonia sellowiana,Dicksonia,f.-15.-20,1200,2
Dictyocaryum lamarckianum,Dictyocaryum,a.10.5,1000,1
Dictyocaryum lamarckianum,Dictyocaryum,b.5.0,400,1
Dictyocaryum lamarckianum,Dictyocaryum,c.0.-5,1200,1
Dictyocaryum lamarckianum,Dictyocaryum,e.-10.-15,800,1
Dictyocaryum lamarckianum,Dictyocaryum,f.-15.-20,1000,1
Dioicodendron dioicum,Dioicodendron,a.10.5,1700,1
Dioicodendron dioicum,Dioicodendron,b.5.0,800,1
Dioicodendron dioicum,Dioicodendron,c.0.-5,1600,1
Dioicodendron dioicum,Dioicodendron,d.-5.-10,2300,1
Dioicodendron dioicum,Dioicodendron,e.-10.-15,2000,1
Doliocarpus dentatus,Doliocarpus,a.10.5,900,1
Doliocarpus dentatus,Doliocarpus,b.5.0,1300,1
Doliocarpus dentatus,Doliocarpus,c.0.-5,700,1
Doliocarpus dentatus,Doliocarpus,d.-5.-10,800,1
Doliocarpus dentatus,Doliocarpus,e.-10.-15,1500,1
Doliocarpus dentatus,Doliocarpus,f.-15.-20,1300,1
Elaeagia mariae,Elaeagia,a.10.5,700,1
Elaeagia mariae,Elaeagia,b.5.0,1600,1
Elaeagia mariae,Elaeagia,c.0.-5,1600,1
Elaeagia mariae,Elaeagia,d.-5.-10,2000,1
Elaeagia mariae,Elaeagia,e.-10.-15,2300,1
Elaeagia mariae,Elaeagia,f.-15.-20,1900,1
Endlicheria metallica,Endlicheria,a.10.5,500,1
Endlicheria metallica,Endlicheria,c.0.-5,1500,1
Endlicheria metallica,Endlicheria,d.-5.-10,2000,1
Endlicheria metallica,Endlicheria,e.-10.-15,700,1
Endlicheria metallica,Endlicheria,f.-15.-20,900,1
Erythrina poeppigiana,Erythrina,a.10.5,1500,1
Erythrina poeppigiana,Erythrina,b.5.0,1600,1
Erythrina poeppigiana,Erythrina,c.0.-5,1200,1
Erythrina poeppigiana,Erythrina,d.-5.-10,1300,1
Erythrina poeppigiana,Erythrina,e.-10.-15,2100,1
Erythrina poeppigiana,Erythrina,f.-15.-20,1900,1
Erythroxylum citrifolium,Erythroxylum,a.10.5,1900,3
Erythroxylum citrifolium,Erythroxylum,b.5.0,1500,3
Erythroxylum citrifolium,Erythroxylum,c.0.-5,2100,3
Erythroxylum citrifolium,Erythroxylum,d.-5.-10,900,2
Erythroxylum citrifolium,Erythroxylum,e.-10.-15,1400,3
Erythroxylum citrifolium,Erythroxylum,f.-15.-20,1200,2
Erythroxylum gracilipes,Erythroxylum,a.10.5,700,3
Erythroxylum gracilipes,Erythroxylum,b.5.0,500,3
Erythroxylum gracilipes,Erythroxylum,c.0.-5,1300,3
Erythroxylum gracilipes,Erythroxylum,e.-10.-15,800,3
Erythroxylum macrophyllum,Erythroxylum,a.10.5,1700,3
Erythroxylum macrophyllum,Erythroxylum,b.5.0,1600,3
Erythroxylum macrophyllum,Erythroxylum,c.0.-5,2100,3
Erythroxylum macrophyllum,Erythroxylum,d.-5.-10,1300,2
Erythroxylum macrophyllum,Erythroxylum,e.-10.-15,1800,3
Erythroxylum macrophyllum,Erythroxylum,f.-15.-20,1600,2
Escallonia myrtilloides,Escallonia,a.10.5,1000,2
Escallonia myrtilloides,Escallonia,b.5.0,1700,2
Escallonia myrtilloides,Escallonia,c.0.-5,2200,2
Escallonia myrtilloides,Escallonia,d.-5.-10,2000,2
Escallonia myrtilloides,Escallonia,e.-10.-15,1900,2
Escallonia myrtilloides,Escallonia,f.-15.-20,2100,2
Escallonia paniculata,Escallonia,a.10.5,2000,2
Escallonia paniculata,Escallonia,b.5.0,1400,2
Escallonia paniculata,Escallonia,c.0.-5,1300,2
Escallonia paniculata,Escallonia,d.-5.-10,1500,2
Escallonia paniculata,Escallonia,e.-10.-15,1600,2
Escallonia paniculata,Escallonia,f.-15.-20,2000,2
Eschweilera coriacea,Eschweilera,a.10.5,900,1
Eschweilera coriacea,Eschweilera,b.5.0,1300,1
Eschweilera coriacea,Eschweilera,c.0.-5,2000,1
Eschweilera coriacea,Eschweilera,d.-5.-10,600,1
Eschweilera coriacea,Eschweilera,e.-10.-15,1400,1
Eschweilera coriacea,Eschweilera,f.-15.-20,1200,1
Eugenia biflora,Eugenia,a.10.5,1600,4
Eugenia biflora,Eugenia,b.5.0,1600,3
Eugenia biflora,Eugenia,c.0.-5,1400,4
Eugenia biflora,Eugenia,d.-5.-10,500,4
Eugenia biflora,Eugenia,e.-10.-15,1600,4
Eugenia biflora,Eugenia,f.-15.-20,1500,4
Eugenia egensis,Eugenia,a.10.5,600,4
Eugenia egensis,Eugenia,b.5.0,600,3
Eugenia egensis,Eugenia,c.0.-5,1900,4
Eugenia egensis,Eugenia,d.-5.-10,2000,4
Eugenia egensis,Eugenia,e.-10.-15,1800,4
Eugenia egensis,Eugenia,f.-15.-20,2100,4
Eugenia feijoi,Eugenia,a.10.5,600,4
Eugenia feijoi,Eugenia,c.0.-5,700,4
Eugenia feijoi,Eugenia,d.-5.-10,400,4
Eugenia feijoi,Eugenia,e.-10.-15,1800,4
Eugenia feijoi,Eugenia,f.-15.-20,1600,4
Eugenia florida,Eugenia,a.10.5,1600,4
Eugenia florida,Eugenia,b.5.0,2800,3
Eugenia florida,Eugenia,c.0.-5,2300,4
Eugenia florida,Eugenia,d.-5.-10,1900,4
Eugenia florida,Eugenia,e.-10.-15,2100,4
Eugenia florida,Eugenia,f.-15.-20,1900,4
Euterpe precatoria,Euterpe,a.10.5,1700,1
Euterpe precatoria,Euterpe,b.5.0,1200,1
Euterpe precatoria,Euterpe,c.0.-5,1800,1
Euterpe precatoria,Euterpe,d.-5.-10,1600,1
Euterpe precatoria,Euterpe,e.-10.-15,2300,1
Euterpe precatoria,Euterpe,f.-15.-20,1300,1
Faramea capillipes,Faramea,a.10.5,700,3
Faramea capillipes,Faramea,b.5.0,600,3
Faramea capillipes,Faramea,c.0.-5,800,3
Faramea capillipes,Faramea,d.-5.-10,600,3
Faramea capillipes,Faramea,e.-10.-15,1000,3
Faramea capillipes,Faramea,f.-15.-20,700,3
Faramea multiflora,Faramea,a.10.5,1800,3
Faramea multiflora,Faramea,b.5.0,2000,3
Faramea multiflora,Faramea,c.0.-5,1400,3
Faramea multiflora,Faramea,d.-5.-10,2200,3
Faramea multiflora,Faramea,e.-10.-15,2100,3
Faramea multiflora,Faramea,f.-15.-20,1900,3
Faramea occidentalis,Faramea,a.10.5,1300,3
Faramea occidentalis,Faramea,b.5.0,1500,3
Faramea occidentalis,Faramea,c.0.-5,500,3
Faramea occidentalis,Faramea,d.-5.-10,1100,3
Faramea occidentalis,Faramea,e.-10.-15,1800,3
Faramea occidentalis,Faramea,f.-15.-20,800,3
Ficus americana,Ficus,a.10.5,2200,15
Ficus americana,Ficus,b.5.0,3800,15
Ficus americana,Ficus,c.0.-5,2100,15
Ficus americana,Ficus,d.-5.-10,2300,12
Ficus americana,Ficus,e.-10.-15,2800,16
Ficus americana,Ficus,f.-15.-20,1600,13
Ficus citrifolia,Ficus,a.10.5,1900,15
Ficus citrifolia,Ficus,b.5.0,2000,15
Ficus citrifolia,Ficus,c.0.-5,2100,15
Ficus citrifolia,Ficus,d.-5.-10,2000,12
Ficus citrifolia,Ficus,e.-10.-15,2300,16
Ficus citrifolia,Ficus,f.-15.-20,1100,13
Ficus crocata,Ficus,e.-10.-15,900,16
Ficus cuatrecasana,Ficus,a.10.5,1000,15
Ficus cuatrecasana,Ficus,b.5.0,1500,15
Ficus cuatrecasana,Ficus,c.0.-5,1800,15
Ficus cuatrecasana,Ficus,e.-10.-15,1300,16
Ficus cuatrecasasiana,Ficus,a.10.5,700,15
Ficus cuatrecasasiana,Ficus,b.5.0,2100,15
Ficus cuatrecasasiana,Ficus,c.0.-5,2000,15
Ficus cuatrecasasiana,Ficus,d.-5.-10,1500,12
Ficus cuatrecasasiana,Ficus,e.-10.-15,2000,16
Ficus cuatrecasasiana,Ficus,f.-15.-20,1700,13
Ficus guianensis,Ficus,a.10.5,1200,15
Ficus guianensis,Ficus,b.5.0,1500,15
Ficus guianensis,Ficus,c.0.-5,1500,15
Ficus guianensis,Ficus,e.-10.-15,2000,16
Ficus guianensis,Ficus,f.-15.-20,1400,13
Ficus insipida,Ficus,a.10.5,1900,15
Ficus insipida,Ficus,b.5.0,2200,15
Ficus insipida,Ficus,c.0.-5,1300,15
Ficus insipida,Ficus,d.-5.-10,800,12
Ficus insipida,Ficus,e.-10.-15,2200,16
Ficus insipida,Ficus,f.-15.-20,2100,13
Ficus macbridei,Ficus,a.10.5,1600,15
Ficus macbridei,Ficus,b.5.0,1200,15
Ficus macbridei,Ficus,c.0.-5,1200,15
Ficus macbridei,Ficus,d.-5.-10,100,12
Ficus macbridei,Ficus,e.-10.-15,1100,16
Ficus macbridei,Ficus,f.-15.-20,1000,13
Ficus mathewsii,Ficus,a.10.5,300,15
Ficus mathewsii,Ficus,b.5.0,200,15
Ficus mathewsii,Ficus,c.0.-5,300,15
Ficus mathewsii,Ficus,e.-10.-15,600,16
Ficus mathewsii,Ficus,f.-15.-20,700,13
Ficus maxima,Ficus,a.10.5,3400,15
Ficus maxima,Ficus,b.5.0,1700,15
Ficus maxima,Ficus,c.0.-5,1700,15
Ficus maxima,Ficus,d.-5.-10,1900,12
Ficus maxima,Ficus,e.-10.-15,2900,16
Ficus maxima,Ficus,f.-15.-20,1600,13
