species,genus,region,range,genus_in_region
Gonzalagunia cornifolia,Gonzalagunia,b.5.0,2200,2
Gonzalagunia cornifolia,Gonzalagunia,c.0.-5,1600,2
Gonzalagunia cornifolia,Gonzalagunia,d.-5.-10,1200,1
Gonzalagunia cornifolia,Gonzalagunia,e.-10.-15,1000,1
Gonzalagunia dicocca,Gonzalagunia,a.10.5,1400,2
Gonzalagunia dicocca,Gonzalagunia,b.5.0,300,2
Gonzalagunia dicocca,Gonzalagunia,c.0.-5,500,2
Gordonia fruticosa,Gordonia,a.10.5,3000,1
Gordonia fruticosa,Gordonia,b.5.0,2100,1
Gordonia fruticosa,Gordonia,c.0.-5,2400,1
Gordonia fruticosa,Gordonia,d.-5.-10,1400,1
Gordonia fruticosa,Gordonia,e.-10.-15,2100,1
Gordonia fruticosa,Gordonia,f.-15.-20,2400,1
Goupia glabra,Goupia,a.10.5,700,1
Goupia glabra,Goupia,b.5.0,300,1
Graffenrieda cucullata,Graffenrieda,a.10.5,800,4
Graffenrieda cucullata,Graffenrieda,b.5.0,1500,3
Graffenrieda cucullata,Graffenrieda,c.0.-5,1400,4
Graffenrieda cucullata,Graffenrieda,d.-5.-10,2100,4
Graffenrieda cucullata,Graffenrieda,e.-10.-15,1500,3
Graffenrieda cucullata,Graffenrieda,f.-15.-20,1100,4
Graffenrieda emarginata,Graffenrieda,a.10.5,600,4
Graffenrieda emarginata,Graffenrieda,c.0.-5,1600,4
Graffenrieda emarginata,Graffenrieda,d.-5.-10,1700,4
Graffenrieda emarginata,Graffenrieda,e.-10.-15,2300,3
Graffenrieda emarginata,Graffenrieda,f.-15.-20,1700,4
Graffenrieda gracilis,Graffenrieda,a.10.5,900,4
Graffenrieda gracilis,Graffenrieda,b.5.0,1700,3
Graffenrieda gracilis,Graffenrieda,c.0.-5,800,4
Graffenrieda gracilis,Graffenrieda,d.-5.-10,1000,4
Graffenrieda gracilis,Graffenrieda,e.-10.-15,800,3
Graffenrieda gracilis,Graffenrieda,f.-15.-20,1000,4
Graffenrieda intermedia,Graffenrieda,a.10.5,400,4
Graffenrieda intermedia,Graffenrieda,b.5.0,900,3
Graffenrieda intermedia,Graffenrieda,c.0.-5,900,4
Graffenrieda intermedia,Graffenrieda,d.-5.-10,1300,4
Graffenrieda intermedia,Graffenrieda,f.-15.-20,200,4
Guarea glabra,Guarea,a.10.5,1800,6
Guarea glabra,Guarea,b.5.0,1900,8
Guarea glabra,Guarea,c.0.-5,1600,9
Guarea glabra,Guarea,d.-5.-10,1700,7
Guarea glabra,Guarea,e.-10.-15,1000,9
Guarea grandifolia,Guarea,a.10.5,2100,6
Guarea grandifolia,Guarea,b.5.0,1900,8
Guarea grandifolia,Guarea,c.0.-5,1200,9
Guarea grandifolia,Guarea,d.-5.-10,1100,7
Guarea grandifolia,Guarea,e.-10.-15,500,9
Guarea guidonia,Guarea,a.10.5,1400,6
Guarea guidonia,Guarea,b.5.0,1200,8
Guarea guidonia,Guarea,c.0.-5,1800,9
Guarea guidonia,Guarea,d.-5.-10,1300,7
Guarea guidonia,Guarea,e.-10.-15,1800,9
Guarea guidonia,Guarea,f.-15.-20,1400,5
Guarea kunthiana,Guarea,a.10.5,3000,6
Guarea kunthiana,Guarea,b.5.0,2600,8
Guarea kunthiana,Guarea,c.0.-5,2600,9
Guarea kunthiana,Guarea,d.-5.-10,2300,7
Guarea kunthiana,Guarea,e.-10.-15,2500,9
Guarea kunthiana,Guarea,f.-15.-20,2100,5
Guarea macrophylla,Guarea,a.10.5,1100,6
Guarea macrophylla,Guarea,b.5.0,900,8
Guarea macrophylla,Guarea,c.0.-5,1200,9
Guarea macrophylla,Guarea,d.-5.-10,2400,7
Guarea macrophylla,Guarea,e.-10.-15,2300,9
Guarea macrophylla,Guarea,f.-15.-20,2100,5
Guarea pterorhachis,Guarea,a.10.5,100,6
Guarea pterorhachis,Guarea,b.5.0,400,8
Guarea pterorhachis,Guarea,c.0.-5,1300,9
Guarea pterorhachis,Guarea,d.-5.-10,1500,7
Guarea pterorhachis,Guarea,e.-10.-15,1400,9
Guarea pterorhachis,Guarea,f.-15.-20,1200,5
Guarea purusana,Guarea,b.5.0,200,8
Guarea purusana,Guarea,c.0.-5,1600,9
Guarea purusana,Guarea,d.-5.-10,300,7
Guarea purusana,Guarea,e.-10.-15,500,9
Guarea silvatica,Guarea,b.5.0,1200,8
Guarea silvatica,Guarea,c.0.-5,1400,9
Guarea silvatica,Guarea,e.-10.-15,500,9
Guatteria blepharophylla,Guatteria,a.10.5,1700,4
Guatteria blepharophylla,Guatteria,b.5.0,1600,5
Guatteria blepharophylla,Guatteria,c.0.-5,1500,9
Guatteria blepharophylla,Guatteria,d.-5.-10,700,6
Guatteria blepharophylla,Guatteria,e.-10.-15,1800,9
Guatteria blepharophylla,Guatteria,f.-15.-20,1900,7
Guatteria hirsuta,Guatteria,a.10.5,1900,4
Guatteria hirsuta,Guatteria,b.5.0,1600,5
Guatteria hirsuta,Guatteria,c.0.-5,1900,9
Guatteria hirsuta,Guatteria,d.-5.-10,1600,6
Guatteria hirsuta,Guatteria,e.-10.-15,1900,9
Guatteria hirsuta,Guatteria,f.-15.-20,1900,7
Guatteria megalophylla,Guatteria,a.10.5,900,4
Guatteria megalophylla,Guatteria,b.5.0,1300,5
Guatteria megalophylla,Guatteria,c.0.-5,2000,9
Guatteria megalophylla,Guatteria,d.-5.-10,800,6
Guatteria megalophylla,Guatteria,e.-10.-15,600,9
Guatteria punctata,Guatteria,a.10.5,1900,4
Guatteria punctata,Guatteria,b.5.0,1300,5
Guatteria punctata,Guatteria,c.0.-5,2000,9
Guatteria punctata,Guatteria,d.-5.-10,1800,6
Guatteria punctata,Guatteria,e.-10.-15,2200,9
Guatteria punctata,Guatteria,f.-15.-20,1900,7
Guatteria schomburgkiana,Guatteria,b.5.0,700,5
Guatteria schomburgkiana,Guatteria,c.0.-5,500,9
Guatteria schomburgkiana,Guatteria,e.-10.-15,100,9
Guazuma ulmifolia,Guazuma,a.10.5,3400,1
Guazuma ulmifolia,Guazuma,b.5.0,1200,1
Guazuma ulmifolia,Guazuma,c.0.-5,1200,1
Guazuma ulmifolia,Guazuma,d.-5.-10,1400,1
Guazuma ulmifolia,Guazuma,e.-10.-15,2600,1
Guazuma ulmifolia,Guazuma,f.-15.-20,2700,1
Guettarda aromatica,Guettarda,c.0.-5,600,3
Guettarda aromatica,Guettarda,d.-5.-10,500,4
Guettarda aromatica,Guettarda,e.-10.-15,1800,4
Guettarda crispiflora,Guettarda,a.10.5,1500,2
Guettarda crispiflora,Guettarda,b.5.0,2600,2
Guettarda crispiflora,Guettarda,c.0.-5,1800,3
Guettarda crispiflora,Guettarda,d.-5.-10,1100,4
Guettarda crispiflora,Guettarda,e.-10.-15,2800,4
Guettarda crispiflora,Guettarda,f.-15.-20,1400,3
Guettarda dependens,Guettarda,a.10.5,700,2
Guettarda dependens,Guettarda,b.5.0,600,2
Guettarda dependens,Guettarda,c.0.-5,1100,3
Guettarda dependens,Guettarda,d.-5.-10,600,4
Guettarda dependens,Guettarda,e.-10.-15,2700,4
Guettarda dependens,Guettarda,f.-15.-20,1500,3
Guettarda tournefortiopsis,Guettarda,d.-5.-10,300,4
Guettarda tournefortiopsis,Guettarda,e.-10.-15,1800,4
Guettarda tournefortiopsis,Guettarda,f.-15.-20,600,3
Gustavia hexapetala,Gustavia,a.10.5,900,1
Gustavia hexapetala,Gustavia,b.5.0,700,1
Gustavia hexapetala,Gustavia,c.0.-5,700,1
Gustavia hexapetala,Gustavia,d.-5.-10,100,1
Gustavia hexapetala,Gustavia,e.-10.-15,100,1
Handroanthus chrysanthus,Handroanthus,a.10.5,1900,3
Handroanthus chrysanthus,Handroanthus,b.5.0,1100,2
Handroanthus chrysanthus,Handroanthus,c.0.-5,2000,1
Handroanthus chrysanthus,Handroanthus,d.-5.-10,1800,4
Handroanthus chrysanthus,Handroanthus,e.-10.-15,800,4
Handroanthus impetiginosus,Handroanthus,d.-5.-10,200,4
Handroanthus impetiginosus,Handroanthus,e.-10.-15,1000,4
Handroanthus impetiginosus,Handroanthus,f.-15.-20,1600,3
Handroanthus ochraceus,Handroanthus,a.10.5,1200,3
Handroanthus ochraceus,Handroanthus,b.5.0,1300,2
Handroanthus ochraceus,Handroanthus,d.-5.-10,1300,4
Handroanthus ochraceus,Handroanthus,e.-10.-15,1300,4
Handroanthus ochraceus,Handroanthus,f.-15.-20,1100,3
Handroanthus serratifolius,Handroanthus,a.10.5,200,3
Handroanthus serratifolius,Handroanthus,d.-5.-10,700,4
Handroanthus serratifolius,Handroanthus,e.-10.-15,1100,4
Handroanthus serratifolius,Handroanthus,f.-15.-20,1100,3
Hasseltia floribunda,Hasseltia,a.10.5,2000,1
Hasseltia floribunda,Hasseltia,b.5.0,2300,1
Hasseltia floribunda,Hasseltia,c.0.-5,2100,1
Hasseltia floribunda,Hasseltia,d.-5.-10,1800,1
Hasseltia floribunda,Hasseltia,e.-10.-15,1600,1
Hasseltia floribunda,Hasseltia,f.-15.-20,1700,1
Hebepetalum humiriifolium,Hebepetalum,b.5.0,300,1
Hebepetalum humiriifolium,Hebepetalum,c.0.-5,400,1
Hebepetalum humiriifolium,Hebepetalum,d.-5.-10,500,1
Hebepetalum humiriifolium,Hebepetalum,e.-10.-15,800,1
Hedyosmum angustifolium,Hedyosmum,c.0.-5,1200,8
Hedyosmum angustifolium,Hedyosmum,d.-5.-10,2500,9
Hedyosmum angustifolium,Hedyosmum,e.-10.-15,2700,9
Hedyosmum angustifolium,Hedyosmum,f.-15.-20,2000,5
Hedyosmum cuatrecazanum,Hedyosmum,a.10.5,1700,5
Hedyosmum cuatrecazanum,Hedyosmum,b.5.0,1400,7
Hedyosmum cuatrecazanum,Hedyosmum,c.0.-5,1600,8
Hedyosmum cuatrecazanum,Hedyosmum,d.-5.-10,1000,9
Hedyosmum cuatrecazanum,Hedyosmum,e.-10.-15,2800,9
Hedyosmum cuatrecazanum,Hedyosmum,f.-15.-20,700,5
Hedyosmum cumbalense,Hedyosmum,a.10.5,1800,5
Hedyosmum cumbalense,Hedyosmum,b.5.0,1000,7
Hedyosmum cumbalense,Hedyosmum,c.0.-5,1000,8
Hedyosmum cumbalense,Hedyosmum,d.-5.-10,1200,9
Hedyosmum cumbalense,Hedyosmum,e.-10.-15,2100,9
Hedyosmum goudotianum,Hedyosmum,a.10.5,2200,5
Hedyosmum goudotianum,Hedyosmum,b.5.0,1600,7
Hedyosmum goudotianum,Hedyosmum,c.0.-5,1600,8
Hedyosmum goudotianum,Hedyosmum,d.-5.-10,1000,9
Hedyosmum goudotianum,Hedyosmum,e.-10.-15,800,9
Hedyosmum racemosum,Hedyosmum,a.10.5,2700,5
Hedyosmum racemosum,Hedyosmum,b.5.0,2800,7
Hedyosmum racemosum,Hedyosmum,c.0.-5,2400,8
Hedyosmum racemosum,Hedyosmum,d.-5.-10,2100,9
Hedyosmum racemosum,Hedyosmum,e.-10.-15,2700,9
Hedyosmum racemosum,Hedyosmum,f.-15.-20,3000,5
Hedyosmum sprucei,Hedyosmum,b.5.0,1700,7
Hedyosmum sprucei,Hedyosmum,c.0.-5,2700,8
Hedyosmum sprucei,Hedyosmum,d.-5.-10,1500,9
Hedyosmum sprucei,Hedyosmum,e.-10.-15,800,9
Hedyosmum translucidum,Hedyosmum,a.10.5,1500,5
Hedyosmum translucidum,Hedyosmum,b.5.0,1600,7
Hedyosmum translucidum,Hedyosmum,c.0.-5,1100,8
Hedyosmum translucidum,Hedyosmum,d.-5.-10,1100,9
Hedyosmum translucidum,Hedyosmum,e.-10.-15,300,9
Heisteria acuminata,Heisteria,a.10.5,1400,1
Heisteria acuminata,Heisteria,b.5.0,1700,2
Heisteria acuminata,Heisteria,c.0.-5,2100,2
Heisteria acuminata,Heisteria,d.-5.-10,1900,2
Heisteria acuminata,Heisteria,e.-10.-15,1500,2
Heisteria acuminata,Heisteria,f.-15.-20,900,2
Helicostylis scabra,Helicostylis,b.5.0,200,4
Helicostylis scabra,Helicostylis,c.0.-5,900,3
Helicostylis scabra,Helicostylis,e.-10.-15,500,4
Helicostylis tomentosa,Helicostylis,a.10.5,1100,2
Helicostylis tomentosa,Helicostylis,b.5.0,1300,4
Helicostylis tomentosa,Helicostylis,c.0.-5,1600,3
Helicostylis tomentosa,Helicostylis,d.-5.-10,600,3
Helicostylis tomentosa,Helicostylis,e.-10.-15,1900,4
Helicostylis tomentosa,Helicostylis,f.-15.-20,1800,2
Helicostylis tovarensis,Helicostylis,a.10.5,1700,2
Helicostylis tovarensis,Helicostylis,b.5.0,1300,4
Helicostylis tovarensis,Helicostylis,c.0.-5,1700,3
Helicostylis tovarensis,Helicostylis,d.-5.-10,800,3
Helicostylis tovarensis,Helicostylis,e.-10.-15,1000,4
Helicostylis tovarensis,Helicostylis,f.-15.-20,1300,2
Heliocarpus americanus,Heliocarpus,a.10.5,2800,1
Heliocarpus americanus,Heliocarpus,b.5.0,2200,1
Heliocarpus americanus,Heliocarpus,c.0.-5,2100,1
Heliocarpus americanus,Heliocarpus,d.-5.-10,2100,1
Heliocarpus americanus,Heliocarpus,e.-10.-15,2500,1
Heliocarpus americanus,Heliocarpus,f.-15.-20,1900,1
Henriettea verrucosa,Henriettea,b.5.0,1100,1
Henriettea verrucosa,Henriettea,c.0.-5,800,1
Hesperomeles ferruginea,Hesperomeles,a.10.5,2100,2
Hesperomeles ferruginea,Hesperomeles,b.5.0,1300,2
Hesperomeles ferruginea,Hesperomeles,c.0.-5,1900,2
Hesperomeles ferruginea,Hesperomeles,d.-5.-10,2500,2
Hesperomeles ferruginea,Hesperomeles,e.-10.-15,1700,2
Hesperomeles ferruginea,Hesperomeles,f.-15.-20,1900,2
Hesperomeles obtusifolia,Hesperomeles,a.10.5,1700,2
Hesperomeles obtusifolia,Hesperomeles,b.5.0,2000,2
Hesperomeles obtusifolia,Hesperomeles,c.0.-5,2300,2
Hesperomeles obtusifolia,Hesperomeles,d.-5.-10,1900,2
Hesperomeles obtusifolia,Hesperomeles,e.-10.-15,2100,2
Hesperomeles obtusifolia,Hesperomeles,f.-15.-20,1500,2
Hieronyma alchorneoides,Hieronyma,a.10.5,1500,6
Hieronyma alchorneoides,Hieronyma,b.5.0,1700,6
Hieronyma alchorneoides,Hieronyma,c.0.-5,2000,7
Hieronyma alchorneoides,Hieronyma,d.-5.-10,2100,5
Hieronyma alchorneoides,Hieronyma,e.-10.-15,2400,7
Hieronyma alchorneoides,Hieronyma,f.-15.-20,2000,4
Hieronyma duquei,Hieronyma,a.10.5,800,6
Hieronyma duquei,Hieronyma,b.5.0,2200,6
Hieronyma duquei,Hieronyma,c.0.-5,1700,7
Hieronyma duquei,Hieronyma,d.-5.-10,800,5
Hieronyma duquei,Hieronyma,e.-10.-15,1300,7
Hieronyma duquei,Hieronyma,f.-15.-20,300,4
Hieronyma fendleri,Hieronyma,a.10.5,1900,6
Hieronyma fendleri,Hieronyma,b.5.0,1500,6
Hieronyma fendleri,Hieronyma,c.0.-5,1900,7
Hieronyma fendleri,Hieronyma,d.-5.-10,500,5
Hieronyma fendleri,Hieronyma,e.-10.-15,2200,7
Hieronyma fendleri,Hieronyma,f.-15.-20,1800,4
Hieronyma macrocarpa,Hieronyma,a.10.5,400,6
Hieronyma macrocarpa,Hieronyma,b.5.0,2200,6
Hieronyma macrocarpa,Hieronyma,c.0.-5,1800,7
Hieronyma macrocarpa,Hieronyma,e.-10.-15,2000,7
Hieronyma oblonga,Hieronyma,a.10.5,2100,6
Hieronyma oblonga,Hieronyma,b.5.0,1900,6
Hieronyma oblonga,Hieronyma,c.0.-5,2100,7
Hieronyma oblonga,Hieronyma,d.-5.-10,2000,5
Hieronyma oblonga,Hieronyma,e.-10.-15,2800,7
Hieronyma oblonga,Hieronyma,f.-15.-20,2100,4
Hieronyma scabrida,Hieronyma,a.10.5,1000,6
Hieronyma scabrida,Hieronyma,b.5.0,1000,6
Hieronyma scabrida,Hieronyma,c.0.-5,1300,7
Hieronyma scabrida,Hieronyma,e.-10.-15,500,7
Hillia parasitica,Hillia,a.10.5,1100,1
Hillia parasitica,Hillia,b.5.0,1600,1
Hillia parasitica,Hillia,c.0.-5,1600,1
Hillia parasitica,Hillia,d.-5.-10,500,1
Hillia parasitica,Hillia,e.-10.-15,2000,1
Hillia parasitica,Hillia,f.-15.-20,2400,1
Himatanthus articulatus,Himatanthus,a.10.5,1100,1
Himatanthus articulatus,Himatanthus,b.5.0,700,1
Himatanthus articulatus,Himatanthus,c.0.-5,1200,1
Himatanthus articulatus,Himatanthus,d.-5.-10,500,1
Himatanthus articulatus,Himatanthus,e.-10.-15,800,1
Himatanthus articulatus,Himatanthus,f.-15.-20,600,1
Hippotis albiflora,Hippotis,a.10.5,1600,2
Hippotis albiflora,Hippotis,b.5.0,800,1
Hippotis albiflora,Hippotis,c.0.-5,200,2
Hippotis brevipes,Hippotis,a.10.5,1300,2
Hippotis brevipes,Hippotis,c.0.-5,2100,2
Hippotis brevipes,Hippotis,d.-5.-10,1500,1
Hirtella bicornis,Hirtella,a.10.5,400,3
Hirtella bicornis,Hirtella,b.5.0,700,3
Hirtella bicornis,Hirtella,c.0.-5,600,4
Hirtella bicornis,Hirtella,d.-5.-10,300,4
Hirtella bicornis,Hirtella,e.-10.-15,900,4
Hirtella pilosissima,Hirtella,c.0.-5,200,4
Hirtella pilosissima,Hirtella,d.-5.-10,100,4
Hirtella pilosissima,Hirtella,e.-10.-15,900,4
Hirtella pilosissima,Hirtella,f.-15.-20,300,3
Hirtella racemosa,Hirtella,a.10.5,700,3
Hirtella racemosa,Hirtella,b.5.0,700,3
Hirtella racemosa,Hirtella,c.0.-5,1300,4
Hirtella racemosa,Hirtella,d.-5.-10,400,4
Hirtella racemosa,Hirtella,e.-10.-15,800,4
Hirtella racemosa,Hirtella,f.-15.-20,1300,3
Hirtella triandra,Hirtella,a.10.5,1300,3
Hirtella triandra,Hirtella,b.5.0,100,3
Hirtella triandra,Hirtella,c.0.-5,1100,4
Hirtella triandra,Hirtella,d.-5.-10,400,4
Hirtella triandra,Hirtella,e.-10.-15,1600,4
Hirtella triandra,Hirtella,f.-15.-20,2500,3
Hoffmannia longipetiolata,Hoffmannia,a.10.5,1900,1
Hoffmannia longipetiolata,Hoffmannia,b.5.0,1600,1
Hoffmannia longipetiolata,Hoffmannia,c.0.-5,1500,1
Hura crepitans,Hura,a.10.5,1400,1
Hura crepitans,Hura,c.0.-5,400,1
Hura crepitans,Hura,d.-5.-10,1800,1
Hura crepitans,Hura,e.-10.-15,1000,1
Hura crepitans,Hura,f.-15.-20,500,1
Hymenaea courbaril,Hymenaea,a.10.5,1400,2
Hymenaea courbaril,Hymenaea,b.5.0,1700,2
Hymenaea courbaril,Hymenaea,c.0.-5,600,2
Hymenaea courbaril,Hymenaea,e.-10.-15,1100,2
Hymenaea courbaril,Hymenaea,f.-15.-20,700,1
Hymenaea oblongifolia,Hymenaea,a.10.5,300,2
Hymenaea oblongifolia,Hymenaea,b.5.0,600,2
Hymenaea oblongifolia,Hymenaea,c.0.-5,400,2
Hymenaea oblongifolia,Hymenaea,d.-5.-10,700,1
Hymenaea oblongifolia,Hymenaea,e.-10.-15,500,2
Hymenopus heteromorphus,Hymenopus,a.10.5,1000,1
Hymenopus heteromorphus,Hymenopus,b.5.0,900,1
Hymenopus heteromorphus,Hymenopus,c.0.-5,1400,1
Hymenopus heteromorphus,Hymenopus,e.-10.-15,1300,1
Hyospathe elegans,Hyospathe,a.10.5,1500,1
Hyospathe elegans,Hyospathe,b.5.0,1500,1
Hyospathe elegans,Hyospathe,c.0.-5,2100,1
Hyospathe elegans,Hyospathe,d.-5.-10,1600,1
Hyospathe elegans,Hyospathe,e.-10.-15,1900,1
Hyospathe elegans,Hyospathe,f.-15.-20,400,1
Hyptidendron arboreum,Hyptidendron,a.10.5,1400,1
Hyptidendron arboreum,Hyptidendron,c.0.-5,300,1
Hyptidendron arboreum,Hyptidendron,e.-10.-15,1600,1
Hyptidendron arboreum,Hyptidendron,f.-15.-20,300,1
Ilex guayusa,Ilex,a.10.5,400,4
Ilex guayusa,Ilex,b.5.0,500,5
Ilex guayusa,Ilex,c.0.-5,2500,7
Ilex guayusa,Ilex,d.-5.-10,100,5
Ilex guayusa,Ilex,e.-10.-15,1400,7
Ilex laurina,Ilex,a.10.5,2000,4
Ilex laurina,Ilex,b.5.0,700,5
Ilex laurina,Ilex,c.0.-5,900,7
Ilex laurina,Ilex,d.-5.-10,2000,5
Ilex laurina,Ilex,e.-10.-15,1300,7
Ilex myricoides,Ilex,a.10.5,1300,4
Ilex myricoides,Ilex,b.5.0,400,5
Ilex myricoides,Ilex,c.0.-5,1200,7
Ilex myricoides,Ilex,e.-10.-15,700,7
Ilex myricoides,Ilex,f.-15.-20,100,5
Ilex nervosa,Ilex,a.10.5,1900,4
Ilex nervosa,Ilex,b.5.0,1100,5
Ilex nervosa,Ilex,c.0.-5,1300,7
Ilex nervosa,Ilex,d.-5.-10,1600,5
Ilex nervosa,Ilex,e.-10.-15,1700,7
Ilex nervosa,Ilex,f.-15.-20,700,5
Inga acreana,Inga,a.10.5,1100,30
Inga acreana,Inga,b.5.0,1200,32
Inga acreana,Inga,c.0.-5,2000,35
Inga acreana,Inga,d.-5.-10,1600,24
Inga acreana,Inga,e.-10.-15,2200,33
Inga acreana,Inga,f.-15.-20,1000,22
Inga acrocephala,Inga,a.10.5,1300,30
Inga acrocephala,Inga,b.5.0,1400,32
Inga acrocephala,Inga,c.0.-5,1100,35
Inga acrocephala,Inga,d.-5.-10,1500,24
Inga acrocephala,Inga,e.-10.-15,2000,33
Inga acuminata,Inga,a.10.5,600,30
Inga acuminata,Inga,b.5.0,1100,32
Inga acuminata,Inga,c.0.-5,200,35
Inga alba,Inga,a.10.5,1000,30
Inga alba,Inga,b.5.0,800,32
Inga alba,Inga,c.0.-5,1500,35
Inga alba,Inga,d.-5.-10,700,24
Inga alba,Inga,e.-10.-15,1400,33
Inga alba,Inga,f.-15.-20,800,22
Inga capitata,Inga,a.10.5,400,30
Inga capitata,Inga,b.5.0,1000,32
Inga capitata,Inga,c.0.-5,1400,35
Inga capitata,Inga,d.-5.-10,1900,24
Inga capitata,Inga,e.-10.-15,2600,33
Inga capitata,Inga,f.-15.-20,1000,22
Inga chartacea,Inga,b.5.0,1100,32
Inga chartacea,Inga,c.0.-5,1400,35
Inga chartacea,Inga,d.-5.-10,300,24
Inga chartacea,Inga,e.-10.-15,1200,33
Inga chartacea,Inga,f.-15.-20,200,22
Inga cinnamomea,Inga,a.10.5,700,30
Inga cinnamomea,Inga,b.5.0,1400,32
Inga cinnamomea,Inga,c.0.-5,900,35
Inga cinnamomea,Inga,e.-10.-15,600,33
Inga coruscans,Inga,a.10.5,1100,30
Inga coruscans,Inga,b.5.0,2300,32
Inga coruscans,Inga,c.0.-5,1800,35
Inga coruscans,Inga,d.-5.-10,100,24
Inga coruscans,Inga,e.-10.-15,1100,33
Inga coruscans,Inga,f.-15.-20,100,22
Inga densiflora,Inga,a.10.5,1900,30
Inga densiflora,Inga,b.5.0,2900,32
Inga densiflora,Inga,c.0.-5,1700,35
Inga densiflora,Inga,d.-5.-10,1400,24
Inga densiflora,Inga,f.-15.-20,200,22
Inga edulis,Inga,a.10.5,1900,30
Inga edulis,Inga,b.5.0,2200,32
Inga edulis,Inga,c.0.-5,1500,35
Inga edulis,Inga,d.-5.-10,1500,24
Inga edulis,Inga,e.-10.-15,1700,33
Inga edulis,Inga,f.-15.-20,1000,22
Inga heterophylla,Inga,a.10.5,1400,30
Inga heterophylla,Inga,b.5.0,200,32
Inga heterophylla,Inga,c.0.-5,700,35
Inga heterophylla,Inga,d.-5.-10,1200,24
Inga heterophylla,Inga,e.-10.-15,1800,33
Inga heterophylla,Inga,f.-15.-20,1300,22
Inga lallensis,Inga,a.10.5,400,30
Inga lallensis,Inga,c.0.-5,2200,35
Inga laurina,Inga,a.10.5,800,30
Inga laurina,Inga,b.5.0,500,32
Inga laurina,Inga,c.0.-5,2000,35
Inga laurina,Inga,e.-10.-15,1400,33
Inga laurina,Inga,f.-15.-20,1100,22
Inga lopadadenia,Inga,a.10.5,500,30
Inga lopadadenia,Inga,d.-5.-10,900,24
Inga lopadadenia,Inga,e.-10.-15,200,33
Inga macrophylla,Inga,a.10.5,900,30
Inga macrophylla,Inga,b.5.0,200,32
Inga macrophylla,Inga,c.0.-5,900,35
Inga macrophylla,Inga,d.-5.-10,300,24
Inga macrophylla,Inga,e.-10.-15,1800,33
Inga macrophylla,Inga,f.-15.-20,1100,22
Inga marginata,Inga,a.10.5,1900,30
Inga marginata,Inga,b.5.0,1700,32
Inga marginata,Inga,c.0.-5,2300,35
Inga marginata,Inga,d.-5.-10,2200,24
Inga marginata,Inga,e.-10.-15,2500,33
Inga marginata,Inga,f.-15.-20,1900,22
Inga multijuga,Inga,a.10.5,800,30
Inga multijuga,Inga,b.5.0,1700,32
Inga multijuga,Inga,c.0.-5,1800,35
Inga multinervis,Inga,c.0.-5,1200,35
Inga multinervis,Inga,e.-10.-15,1200,33
Inga nobilis,Inga,a.10.5,2400,30
Inga nobilis,Inga,b.5.0,1400,32
Inga nobilis,Inga,c.0.-5,2000,35
Inga nobilis,Inga,d.-5.-10,2000,24
Inga nobilis,Inga,e.-10.-15,2100,33
Inga nobilis,Inga,f.-15.-20,2200,22
Inga oerstediana,Inga,a.10.5,2000,30
Inga oerstediana,Inga,b.5.0,1700,32
Inga oerstediana,Inga,c.0.-5,1700,35
Inga oerstediana,Inga,d.-5.-10,1600,24
Inga oerstediana,Inga,e.-10.-15,1900,33
Inga oerstediana,Inga,f.-15.-20,1400,22
Inga pezizifera,Inga,a.10.5,1700,30
Inga pezizifera,Inga,b.5.0,1100,32
Inga pezizifera,Inga,e.-10.-15,1400,33
Inga punctata,Inga,a.10.5,2000,30
Inga punctata,Inga,b.5.0,1700,32
Inga punctata,Inga,c.0.-5,1800,35
Inga punctata,Inga,d.-5.-10,1900,24
Inga punctata,Inga,e.-10.-15,2300,33
Inga punctata,Inga,f.-15.-20,1300,22
Inga ruiziana,Inga,a.10.5,1000,30
Inga ruiziana,Inga,b.5.0,1300,32
Inga ruiziana,Inga,c.0.-5,2000,35
Inga ruiziana,Inga,d.-5.-10,2000,24
Inga ruiziana,Inga,e.-10.-15,1600,33
Inga ruiziana,Inga,f.-15.-20,1100,22
Inga sapindoides,Inga,a.10.5,1400,30
Inga sapindoides,Inga,b.5.0,1700,32
Inga sapindoides,Inga,c.0.-5,1500,35
Inga sapindoides,Inga,d.-5.-10,600,24
Inga sapindoides,Inga,e.-10.-15,1900,33
Inga sapindoides,Inga,f.-15.-20,1000,22
Inga sertulifera,Inga,a.10.5,1200,30
Inga sertulifera,Inga,b.5.0,1200,32
Inga sertulifera,Inga,c.0.-5,1300,35
Inga sertulifera,Inga,e.-10.-15,1000,33
Inga spectabilis,Inga,a.10.5,1600,30
Inga spectabilis,Inga,b.5.0,1200,32
Inga spectabilis,Inga,c.0.-5,2000,35
Inga spectabilis,Inga,e.-10.-15,1800,33
Inga stenoptera,Inga,b.5.0,1300,32
Inga stenoptera,Inga,c.0.-5,1200,35
Inga stenoptera,Inga,d.-5.-10,2700,24
Inga stenoptera,Inga,e.-10.-15,1100,33
Inga striata,Inga,b.5.0,500,32
Inga striata,Inga,c.0.-5,1600,35
Inga striata,Inga,d.-5.-10,1700,24
Inga striata,Inga,e.-10.-15,2100,33
Inga striata,Inga,f.-15.-20,2300,22
Inga thibaudiana,Inga,a.10.5,1300,30
Inga thibaudiana,Inga,b.5.0,1000,32
Inga thibaudiana,Inga,c.0.-5,800,35
Inga thibaudiana,Inga,d.-5.-10,1000,24
