species,genus,region,range,genus_in_region
Iryanthera paraensis,Iryanthera,d.-5.-10,1000,5
Iryanthera paraensis,Iryanthera,e.-10.-15,1600,3
Iryanthera ulei,Iryanthera,a.10.5,1100,3
Iryanthera ulei,Iryanthera,b.5.0,200,4
Iryanthera ulei,Iryanthera,c.0.-5,600,5
Iryanthera ulei,Iryanthera,d.-5.-10,200,5
Iryanthera ulei,Iryanthera,e.-10.-15,1200,3
Isertia laevis,Isertia,a.10.5,1700,1
Isertia laevis,Isertia,b.5.0,1200,1
Isertia laevis,Isertia,c.0.-5,2000,1
Isertia laevis,Isertia,d.-5.-10,1400,1
Isertia laevis,Isertia,e.-10.-15,1800,1
Isertia laevis,Isertia,f.-15.-20,900,1
Isidodendron tripterocarpum,Isidodendron,a.10.5,100,1
Jacaranda caucana,Jacaranda,a.10.5,1900,5
Jacaranda caucana,Jacaranda,b.5.0,1600,5
Jacaranda copaia,Jacaranda,a.10.5,1300,5
Jacaranda copaia,Jacaranda,b.5.0,1100,5
Jacaranda copaia,Jacaranda,c.0.-5,1100,3
Jacaranda copaia,Jacaranda,d.-5.-10,2300,3
Jacaranda copaia,Jacaranda,e.-10.-15,1100,4
Jacaranda copaia,Jacaranda,f.-15.-20,500,3
Jacaranda glabra,Jacaranda,b.5.0,500,5
Jacaranda glabra,Jacaranda,c.0.-5,700,3
Jacaranda glabra,Jacaranda,d.-5.-10,800,3
Jacaranda glabra,Jacaranda,e.-10.-15,2400,4
Jacaranda glabra,Jacaranda,f.-15.-20,1400,3
Jacaranda hesperia,Jacaranda,a.10.5,1100,5
Jacaranda hesperia,Jacaranda,b.5.0,500,5
Jacaranda mimosifolia,Jacaranda,a.10.5,100,5
Jacaranda mimosifolia,Jacaranda,c.0.-5,1400,3
Jacaranda mimosifolia,Jacaranda,e.-10.-15,1200,4
Jacaranda mimosifolia,Jacaranda,f.-15.-20,1800,3
Jacaranda mimosifolia,Jacaranda,g.-20.-25,1500,1
Jacaranda obtusifolia,Jacaranda,a.10.5,500,5
Jacaranda obtusifolia,Jacaranda,b.5.0,600,5
Jacaranda obtusifolia,Jacaranda,e.-10.-15,100,4
Jacaratia chocoensis,Jacaratia,e.-10.-15,600,2
Jacaratia digitata,Jacaratia,b.5.0,1200,1
Jacaratia digitata,Jacaratia,c.0.-5,1500,1
Jacaratia digitata,Jacaratia,d.-5.-10,700,1
Jacaratia digitata,Jacaratia,e.-10.-15,1200,2
Jacaratia digitata,Jacaratia,f.-15.-20,2100,1
Joosia umbellifera,Joosia,a.10.5,900,1
Joosia umbellifera,Joosia,b.5.0,1800,1
Joosia umbellifera,Joosia,c.0.-5,1000,2
Joosia umbellifera,Joosia,d.-5.-10,100,1
Juglans neotropica,Juglans,a.10.5,2500,1
Juglans neotropica,Juglans,b.5.0,2100,1
Juglans neotropica,Juglans,c.0.-5,1800,1
Juglans neotropica,Juglans,d.-5.-10,1100,1
Juglans neotropica,Juglans,e.-10.-15,2300,1
Juglans neotropica,Juglans,f.-15.-20,700,2
Klarobelia anomala,Klarobelia,a.10.5,100,1
Lacistema aggregatum,Lacistema,a.10.5,1400,1
Lacistema aggregatum,Lacistema,b.5.0,1800,2
Lacistema aggregatum,Lacistema,c.0.-5,1200,2
Lacistema aggregatum,Lacistema,d.-5.-10,1300,2
Lacistema aggregatum,Lacistema,e.-10.-15,1700,2
Lacistema aggregatum,Lacistema,f.-15.-20,1600,2
Lacistema nena,Lacistema,b.5.0,500,2
Lacistema nena,Lacistema,c.0.-5,900,2
Lacistema nena,Lacistema,d.-5.-10,600,2
Lacistema nena,Lacistema,e.-10.-15,800,2
Lacistema nena,Lacistema,f.-15.-20,800,2
Lacmellea edulis,Lacmellea,a.10.5,1300,1
Lacmellea edulis,Lacmellea,b.5.0,1200,1
Lacmellea edulis,Lacmellea,c.0.-5,1600,1
Lacmellea edulis,Lacmellea,e.-10.-15,600,1
Lacunaria crenata,Lacunaria,a.10.5,200,1
Ladenbergia macrocarpa,Ladenbergia,a.10.5,2400,4
Ladenbergia macrocarpa,Ladenbergia,b.5.0,1800,4
Ladenbergia macrocarpa,Ladenbergia,c.0.-5,1200,5
Ladenbergia macrocarpa,Ladenbergia,d.-5.-10,400,4
Ladenbergia macrocarpa,Ladenbergia,e.-10.-15,900,3
Ladenbergia magdalenae,Ladenbergia,a.10.5,800,4
Ladenbergia muzonensis,Ladenbergia,a.10.5,1500,4
Ladenbergia muzonensis,Ladenbergia,b.5.0,1500,4
Ladenbergia muzonensis,Ladenbergia,c.0.-5,900,5
Ladenbergia muzonensis,Ladenbergia,d.-5.-10,1000,4
Ladenbergia oblongifolia,Ladenbergia,a.10.5,2100,4
Ladenbergia oblongifolia,Ladenbergia,b.5.0,2300,4
Ladenbergia oblongifolia,Ladenbergia,c.0.-5,2100,5
Ladenbergia oblongifolia,Ladenbergia,d.-5.-10,1900,4
Ladenbergia oblongifolia,Ladenbergia,e.-10.-15,1600,3
Ladenbergia oblongifolia,Ladenbergia,f.-15.-20,2000,1
Lafoensia acuminata,Lafoensia,a.10.5,900,1
Lafoensia acuminata,Lafoensia,b.5.0,100,1
Lafoensia acuminata,Lafoensia,c.0.-5,1200,1
Lafoensia acuminata,Lafoensia,d.-5.-10,2000,1
Lafoensia acuminata,Lafoensia,e.-10.-15,1000,1
Lecointea amazonica,Lecointea,a.10.5,700,1
Lecointea amazonica,Lecointea,e.-10.-15,600,1
Lecythis ampla,Lecythis,a.10.5,800,4
Lecythis mesophylla,Lecythis,a.10.5,600,4
Lecythis minor,Lecythis,a.10.5,100,4
Lecythis tuyrana,Lecythis,a.10.5,500,4
Leonia glycycarpa,Leonia,a.10.5,300,2
Leonia glycycarpa,Leonia,b.5.0,800,3
Leonia glycycarpa,Leonia,c.0.-5,1200,3
Leonia glycycarpa,Leonia,d.-5.-10,1500,2
Leonia glycycarpa,Leonia,e.-10.-15,1400,2
Leonia glycycarpa,Leonia,f.-15.-20,700,2
Leonia triandra,Leonia,a.10.5,700,2
Leonia triandra,Leonia,b.5.0,600,3
Leucaena trichodes,Leucaena,c.0.-5,1300,1
Leucaena trichodes,Leucaena,d.-5.-10,1500,1
Leucaena trichodes,Leucaena,e.-10.-15,1700,1
Licania hypoleuca,Licania,a.10.5,700,2
Licania hypoleuca,Licania,b.5.0,200,4
Licania hypoleuca,Licania,c.0.-5,700,3
Licania hypoleuca,Licania,d.-5.-10,200,5
Licania hypoleuca,Licania,e.-10.-15,900,4
Licania micrantha,Licania,a.10.5,800,2
Licania micrantha,Licania,b.5.0,600,4
Licania micrantha,Licania,c.0.-5,100,3
Licania micrantha,Licania,d.-5.-10,900,5
Licania micrantha,Licania,e.-10.-15,600,4
Licania micrantha,Licania,f.-15.-20,300,1
Licaria applanata,Licaria,b.5.0,1100,3
Licaria applanata,Licaria,c.0.-5,1900,4
Licaria canella,Licaria,b.5.0,500,3
Licaria canella,Licaria,c.0.-5,2000,4
Licaria canella,Licaria,d.-5.-10,2000,3
Licaria canella,Licaria,e.-10.-15,1300,4
Licaria cannella,Licaria,b.5.0,500,3
Licaria cannella,Licaria,c.0.-5,2000,4
Licaria cannella,Licaria,d.-5.-10,2000,3
Licaria cannella,Licaria,e.-10.-15,1300,4
Licaria triandra,Licaria,a.10.5,700,1
Licaria triandra,Licaria,c.0.-5,1500,4
Licaria triandra,Licaria,d.-5.-10,900,3
Licaria triandra,Licaria,e.-10.-15,1100,4
Licaria triandra,Licaria,f.-15.-20,700,1
Lindackeria laurina,Lindackeria,a.10.5,1000,2
Lindackeria paludosa,Lindackeria,a.10.5,300,2
Lindackeria paludosa,Lindackeria,b.5.0,800,1
Lindackeria paludosa,Lindackeria,c.0.-5,600,1
Lindackeria paludosa,Lindackeria,d.-5.-10,400,1
Lindackeria paludosa,Lindackeria,e.-10.-15,500,1
Lippia americana,Lippia,a.10.5,500,2
Lippia hirsuta,Lippia,a.10.5,1900,2
Lippia hirsuta,Lippia,b.5.0,700,1
Lonchocarpus sericeus,Lonchocarpus,b.5.0,400,1
Lozanella enantiophylla,Lozanella,a.10.5,1300,1
Lozanella enantiophylla,Lozanella,b.5.0,1100,1
Lozanella enantiophylla,Lozanella,c.0.-5,2000,1
Lozanella enantiophylla,Lozanella,d.-5.-10,1200,1
Lozanella enantiophylla,Lozanella,e.-10.-15,1400,1
Lozanella enantiophylla,Lozanella,f.-15.-20,800,1
Lozania mutisiana,Lozania,a.10.5,1600,1
Lozania mutisiana,Lozania,b.5.0,2000,1
Lozania mutisiana,Lozania,c.0.-5,1400,2
Lozania mutisiana,Lozania,d.-5.-10,1200,2
Lozania mutisiana,Lozania,e.-10.-15,500,1
Luehea seemannii,Luehea,a.10.5,1200,1
Luehea seemannii,Luehea,b.5.0,1000,1
Lunania parviflora,Lunania,a.10.5,1000,1
Lunania parviflora,Lunania,c.0.-5,900,1
Lunania parviflora,Lunania,d.-5.-10,2300,1
Lunania parviflora,Lunania,e.-10.-15,800,1
Lunania parviflora,Lunania,f.-15.-20,1700,1
Lycianthes inaequilatera,Lycianthes,a.10.5,1300,2
Lycianthes inaequilatera,Lycianthes,b.5.0,1300,2
Lycianthes inaequilatera,Lycianthes,c.0.-5,1600,2
Lycianthes inaequilatera,Lycianthes,d.-5.-10,1300,2
Lycianthes inaequilatera,Lycianthes,e.-10.-15,2000,2
Lycianthes inaequilatera,Lycianthes,f.-15.-20,1500,2
Lycianthes pauciflora,Lycianthes,a.10.5,1600,2
Lycianthes pauciflora,Lycianthes,b.5.0,1500,2
Lycianthes pauciflora,Lycianthes,c.0.-5,2000,2
Lycianthes pauciflora,Lycianthes,d.-5.-10,2200,2
Lycianthes pauciflora,Lycianthes,e.-10.-15,2200,2
Lycianthes pauciflora,Lycianthes,f.-15.-20,1700,2
Mabea occidentalis,Mabea,a.10.5,1400,2
Mabea occidentalis,Mabea,b.5.0,1500,2
Mabea occidentalis,Mabea,c.0.-5,400,1
Mabea trianae,Mabea,a.10.5,600,2
Mabea trianae,Mabea,b.5.0,300,2
Machaerium biovulatum,Machaerium,a.10.5,1200,6
Machaerium biovulatum,Machaerium,e.-10.-15,300,4
Machaerium capote,Machaerium,a.10.5,1100,6
Machaerium capote,Machaerium,b.5.0,700,2
Machaerium floribundum,Machaerium,a.10.5,900,6
Machaerium floribundum,Machaerium,b.5.0,400,2
Machaerium floribundum,Machaerium,c.0.-5,200,3
Machaerium floribundum,Machaerium,d.-5.-10,200,1
Machaerium floribundum,Machaerium,e.-10.-15,1400,4
Machaerium hirtum,Machaerium,a.10.5,200,6
Machaerium hirtum,Machaerium,e.-10.-15,1600,4
Machaerium hirtum,Machaerium,f.-15.-20,1800,3
Machaerium lanceolatum,Machaerium,a.10.5,300,6
Machaerium moritzianum,Machaerium,a.10.5,400,6
Macleania rupestris,Macleania,a.10.5,2400,1
Macleania rupestris,Macleania,b.5.0,1700,1
Macleania rupestris,Macleania,c.0.-5,1900,1
Macleania rupestris,Macleania,d.-5.-10,1100,1
Macleania rupestris,Macleania,e.-10.-15,1700,1
Maclura tinctoria,Maclura,a.10.5,1300,1
Maclura tinctoria,Maclura,b.5.0,1200,1
Maclura tinctoria,Maclura,c.0.-5,1300,1
Maclura tinctoria,Maclura,d.-5.-10,1500,1
Maclura tinctoria,Maclura,e.-10.-15,3600,1
Maclura tinctoria,Maclura,f.-15.-20,1300,1
Maclura tinctoria,Maclura,g.-20.-25,1600,1
Macrocarpaea glabra,Macrocarpaea,a.10.5,1900,2
Macrocarpaea glabra,Macrocarpaea,b.5.0,1400,2
Macrocarpaea macrophylla,Macrocarpaea,a.10.5,2000,2
Macrocarpaea macrophylla,Macrocarpaea,b.5.0,1600,2
Macrocnemum grandiflorum,Macrocnemum,a.10.5,100,2
Macrocnemum roseum,Macrocnemum,a.10.5,1800,2
Macrocnemum roseum,Macrocnemum,b.5.0,300,1
Macrocnemum roseum,Macrocnemum,c.0.-5,1500,1
Macrocnemum roseum,Macrocnemum,d.-5.-10,2400,1
Macrocnemum roseum,Macrocnemum,e.-10.-15,1700,1
Macrocnemum roseum,Macrocnemum,f.-15.-20,1100,1
Macrohasseltia macroterantha,Macrohasseltia,a.10.5,400,1
Macrolobium colombianum,Macrolobium,a.10.5,500,3
Macrolobium colombianum,Macrolobium,b.5.0,1600,2
Macrolobium colombianum,Macrolobium,c.0.-5,700,3
Macrolobium gracile,Macrolobium,a.10.5,100,3
Macrolobium gracile,Macrolobium,b.5.0,600,2
Macrolobium gracile,Macrolobium,c.0.-5,1500,3
Macrolobium gracile,Macrolobium,d.-5.-10,500,2
Macrolobium gracile,Macrolobium,e.-10.-15,700,2
Macrolobium pittieri,Macrolobium,a.10.5,200,3
Magnolia espinalii,Magnolia,a.10.5,300,4
Magnolia silvioi,Magnolia,a.10.5,900,4
Magnolia urraoensis,Magnolia,a.10.5,1100,4
Magnolia yarumalensis,Magnolia,a.10.5,400,4
Malouetia guatemalensis,Malouetia,a.10.5,400,1
Malpighia glabra,Malpighia,a.10.5,1300,1
Malpighia glabra,Malpighia,b.5.0,900,1
Malpighia glabra,Malpighia,d.-5.-10,200,1
Manilkara bidentata,Manilkara,b.5.0,100,1
Manilkara bidentata,Manilkara,c.0.-5,700,1
Manilkara bidentata,Manilkara,d.-5.-10,1800,1
Manilkara bidentata,Manilkara,e.-10.-15,100,1
Maprounea guianensis,Maprounea,a.10.5,1100,1
Maprounea guianensis,Maprounea,b.5.0,700,1
Maprounea guianensis,Maprounea,d.-5.-10,700,1
Maprounea guianensis,Maprounea,e.-10.-15,1200,1
Maprounea guianensis,Maprounea,f.-15.-20,1000,1
Maquira guianensis,Maquira,a.10.5,900,1
Maquira guianensis,Maquira,b.5.0,300,2
Maquira guianensis,Maquira,c.0.-5,900,2
Maquira guianensis,Maquira,e.-10.-15,800,2
Marcgraviastrum macrocarpum,Marcgraviastrum,a.10.5,800,1
Marcgraviastrum macrocarpum,Marcgraviastrum,b.5.0,200,1
Marcgraviastrum macrocarpum,Marcgraviastrum,e.-10.-15,1500,1
Margaritaria nobilis,Margaritaria,a.10.5,1300,1
Margaritaria nobilis,Margaritaria,b.5.0,700,1
Margaritaria nobilis,Margaritaria,c.0.-5,2000,1
Margaritaria nobilis,Margaritaria,d.-5.-10,1000,1
Margaritaria nobilis,Margaritaria,e.-10.-15,1400,1
Margaritaria nobilis,Margaritaria,f.-15.-20,1300,1
Marila geminata,Marila,a.10.5,200,3
Marila laxiflora,Marila,a.10.5,400,3
Marila laxiflora,Marila,b.5.0,1200,2
Marila laxiflora,Marila,d.-5.-10,2300,1
Marila laxiflora,Marila,e.-10.-15,1100,1
Marila laxiflora,Marila,f.-15.-20,1000,1
Marila podantha,Marila,a.10.5,1000,3
Marila podantha,Marila,b.5.0,600,2
Marila podantha,Marila,c.0.-5,200,1
Matayba adenanthera,Matayba,a.10.5,1200,6
Matayba arborescens,Matayba,a.10.5,900,6
Matayba arborescens,Matayba,b.5.0,700,5
Matayba arborescens,Matayba,c.0.-5,400,1
Matayba arborescens,Matayba,d.-5.-10,200,3
Matayba arborescens,Matayba,e.-10.-15,1000,6
Matayba arborescens,Matayba,f.-15.-20,300,3
Matayba camptoneura,Matayba,a.10.5,1000,6
Matayba elegans,Matayba,a.10.5,2300,6
Matayba guianensis,Matayba,a.10.5,1100,6
Matayba guianensis,Matayba,b.5.0,700,5
Matayba guianensis,Matayba,e.-10.-15,1600,6
Matayba guianensis,Matayba,f.-15.-20,900,3
Matayba peruviana,Matayba,b.5.0,800,5
Matayba peruviana,Matayba,d.-5.-10,1700,3
Matayba peruviana,Matayba,e.-10.-15,1000,6
Matayba purgans,Matayba,a.10.5,500,6
Matayba purgans,Matayba,b.5.0,500,5
Matayba purgans,Matayba,d.-5.-10,200,3
Matayba purgans,Matayba,e.-10.-15,300,6
Matayba scrobiculata,Matayba,b.5.0,200,5
Matayba scrobiculata,Matayba,e.-10.-15,300,6
Matisia castano,Matisia,b.5.0,600,7
Matisia castano,Matisia,c.0.-5,400,5
Matisia cornu-copiae,Matisia,b.5.0,700,7
Matisia floccosa,Matisia,a.10.5,400,1
Matisia floccosa,Matisia,b.5.0,900,7
Matisia idroboi,Matisia,b.5.0,1200,7
Matisia idroboi,Matisia,c.0.-5,1300,5
Mauria ferruginea,Mauria,a.10.5,1000,2
Mauria ferruginea,Mauria,d.-5.-10,1600,3
Mauria ferruginea,Mauria,e.-10.-15,2500,3
Mauria heterophylla,Mauria,a.10.5,1500,2
Mauria heterophylla,Mauria,b.5.0,2200,2
Mauria heterophylla,Mauria,c.0.-5,2300,2
Mauria heterophylla,Mauria,d.-5.-10,3000,3
Mauria heterophylla,Mauria,e.-10.-15,2500,3
Mauria heterophylla,Mauria,f.-15.-20,1500,1
Mayna grandifolia,Mayna,a.10.5,400,2
Mayna grandifolia,Mayna,d.-5.-10,1400,2
Mayna odorata,Mayna,a.10.5,1300,2
Mayna odorata,Mayna,b.5.0,900,1
Mayna odorata,Mayna,c.0.-5,1100,1
Mayna odorata,Mayna,d.-5.-10,1700,2
Mayna odorata,Mayna,e.-10.-15,1400,1
Mayna odorata,Mayna,f.-15.-20,900,1
Maytenus longipes,Maytenus,a.10.5,100,2
Maytenus verticillata,Maytenus,a.10.5,600,2
Maytenus verticillata,Maytenus,b.5.0,1000,1
Maytenus verticillata,Maytenus,c.0.-5,1400,1
Maytenus verticillata,Maytenus,d.-5.-10,1200,1
Maytenus verticillata,Maytenus,e.-10.-15,2300,1
Maytenus verticillata,Maytenus,f.-15.-20,1600,1
Melicoccus bijugatus,Melicoccus,a.10.5,1500,2
Melicoccus bijugatus,Melicoccus,b.5.0,500,1
Melicoccus oliviformis,Melicoccus,a.10.5,300,2
Meliosma echeverryana,Meliosma,a.10.5,1300,3
Meliosma frondosa,Meliosma,a.10.5,1100,3
Meliosma frondosa,Meliosma,b.5.0,1600,4
Meliosma frondosa,Meliosma,c.0.-5,2500,5
Meliosma frondosa,Meliosma,d.-5.-10,2000,5
Meliosma frondosa,Meliosma,e.-10.-15,2700,9
Meliosma frondosa,Meliosma,f.-15.-20,800,6
Meliosma glossophylla,Meliosma,d.-5.-10,1100,5
Meliosma glossophylla,Meliosma,e.-10.-15,1700,9
Meliosma occidentalis,Meliosma,a.10.5,600,3
Meliosma occidentalis,Meliosma,b.5.0,1500,4
Annona edulis,Annona,a.10.5,900,9
Annona edulis,Annona,b.5.0,800,8
Annona edulis,Annona,c.0.-5,1500,12
Annona jahnii,Annona,a.10.5,500,9
Annona montana,Annona,a.10.5,800,9
Annona montana,Annona,c.0.-5,900,12
Annona montana,Annona,d.-5.-10,200,11
Annona montana,Annona,e.-10.-15,800,12
Annona montana,Annona,f.-15.-20,300,6
Annona mucosa,Annona,a.10.5,1400,9
Annona mucosa,Annona,b.5.0,1200,8
Annona mucosa,Annona,c.0.-5,1800,12
Annona mucosa,Annona,d.-5.-10,1300,11
Annona mucosa,Annona,e.-10.-15,2500,12
Annona mucosa,Annona,f.-15.-20,1700,6
Annona muricata,Annona,a.10.5,3400,9
Annona muricata,Annona,b.5.0,1300,8
Annona muricata,Annona,c.0.-5,1200,12
Annona muricata,Annona,d.-5.-10,1000,11
Annona muricata,Annona,e.-10.-15,1100,12
Annona muricata,Annona,f.-15.-20,2000,6
Annona papilionella,Annona,a.10.5,1300,9
Annona papilionella,Annona,b.5.0,1600,8
Annona papilionella,Annona,c.0.-5,1600,12
Annona papilionella,Annona,d.-5.-10,700,11
Annona papilionella,Annona,e.-10.-15,1100,12
Annona papilionella,Annona,f.-15.-20,1300,6
Annona quinduensis,Annona,a.10.5,1900,9
Annona quinduensis,Annona,b.5.0,1700,8
Annona quinduensis,Annona,c.0.-5,500,12
Annona rensoniana,Annona,a.10.5,1600,9
Annona rensoniana,Annona,b.5.0,500,8
Aparisthmium cordatum,Aparisthmium,a.10.5,1000,1
Aparisthmium cordatum,Aparisthmium,b.5.0,1400,1
Aparisthmium cordatum,Aparisthmium,c.0.-5,2000,1
Aparisthmium cordatum,Aparisthmium,d.-5.-10,1000,1
Aparisthmium cordatum,Aparisthmium,e.-10.-15,1600,1
Aparisthmium cordatum,Aparisthmium,f.-15.-20,1200,1
Apeiba glabra,Apeiba,a.10.5,1000,3
Apeiba glabra,Apeiba,b.5.0,900,3
Apeiba glabra,Apeiba,c.0.-5,1100,3
Apeiba glabra,Apeiba,d.-5.-10,200,3
Apeiba glabra,Apeiba,e.-10.-15,800,3
Apeiba membranacea,Apeiba,a.10.5,900,3
Apeiba membranacea,Apeiba,b.5.0,800,3
Apeiba membranacea,Apeiba,c.0.-5,1100,3
Apeiba membranacea,Apeiba,d.-5.-10,600,3
Apeiba membranacea,Apeiba,e.-10.-15,900,3
Apeiba membranacea,Apeiba,f.-15.-20,500,2
Apeiba tibourbou,Apeiba,a.10.5,600,3
Apeiba tibourbou,Apeiba,b.5.0,200,3
Apeiba tibourbou,Apeiba,c.0.-5,500,3
Apeiba tibourbou,Apeiba,d.-5.-10,200,3
Apeiba tibourbou,Apeiba,e.-10.-15,800,3
Apeiba tibourbou,Apeiba,f.-15.-20,600,2
Aphelandra glabrata,Aphelandra,a.10.5,1200,5
Aphelandra glabrata,Aphelandra,b.5.0,800,4
Aphelandra glabrata,Aphelandra,d.-5.-10,300,1
Aphelandra glabrata,Aphelandra,e.-10.-15,600,1
Aphelandra glabrata,Aphelandra,f.-15.-20,600,1
Aphelandra lasiophylla,Aphelandra,a.10.5,100,5
Aphelandra pulcherrima,Aphelandra,a.10.5,1200,5
Aphelandra pulcherrima,Aphelandra,b.5.0,800,4
Aphelandra runcinata,Aphelandra,a.10.5,1200,5
Aphelandra runcinata,Aphelandra,b.5.0,1300,4
Aphelandra scolnikiae,Aphelandra,a.10.5,200,5
Aptandra tubicina,Aptandra,a.10.5,700,1
Aptandra tubicina,Aptandra,c.0.-5,100,1
Aptandra tubicina,Aptandra,d.-5.-10,100,1
Arachnothryx colombiana,Arachnothryx,a.10.5,1400,1
Arachnothryx colombiana,Arachnothryx,b.5.0,300,1
Ardisia foetida,Ardisia,a.10.5,2900,2
Ardisia foetida,Ardisia,b.5.0,2400,2
Ardisia guianensis,Ardisia,a.10.5,2300,2
Ardisia guianensis,Ardisia,b.5.0,1900,2
Ardisia guianensis,Ardisia,c.0.-5,1100,1
Ardisia guianensis,Ardisia,d.-5.-10,900,1
Ardisia guianensis,Ardisia,e.-10.-15,800,1
Ardisia guianensis,Ardisia,f.-15.-20,500,1
Aspidosperma cuspa,Aspidosperma,a.10.5,600,7
Aspidosperma cuspa,Aspidosperma,b.5.0,600,6
Aspidosperma desmanthum,Aspidosperma,a.10.5,1200,7
Aspidosperma desmanthum,Aspidosperma,b.5.0,1200,6
Aspidosperma desmanthum,Aspidosperma,c.0.-5,1500,4
Aspidosperma desmanthum,Aspidosperma,d.-5.-10,300,8
Aspidosperma desmanthum,Aspidosperma,e.-10.-15,600,7
Aspidosperma excelsum,Aspidosperma,a.10.5,200,7
Aspidosperma excelsum,Aspidosperma,b.5.0,700,6
Aspidosperma excelsum,Aspidosperma,c.0.-5,400,4
Aspidosperma excelsum,Aspidosperma,d.-5.-10,700,8
Aspidosperma excelsum,Aspidosperma,e.-10.-15,1000,7
Aspidosperma excelsum,Aspidosperma,f.-15.-20,500,4
Aspidosperma megalocarpon,Aspidosperma,a.10.5,800,7
Aspidosperma megalocarpon,Aspidosperma,b.5.0,1100,6
Aspidosperma parvifolium,Aspidosperma,a.10.5,900,7
Aspidosperma parvifolium,Aspidosperma,d.-5.-10,1100,8
Aspidosperma parvifolium,Aspidosperma,e.-10.-15,1000,7
Aspidosperma polyneuron,Aspidosperma,a.10.5,100,7
Aspidosperma polyneuron,Aspidosperma,d.-5.-10,2200,8
Aspidosperma spruceanum,Aspidosperma,a.10.5,1200,7
Aspidosperma spruceanum,Aspidosperma,b.5.0,1400,6
Aspidosperma spruceanum,Aspidosperma,c.0.-5,300,4
Aspidosperma spruceanum,Aspidosperma,d.-5.-10,400,8
Aspidosperma spruceanum,Aspidosperma,e.-10.-15,700,7
Aspidosperma spruceanum,Aspidosperma,f.-15.-20,700,4
Astrocaryum malybo,Astrocaryum,a.10.5,600,1
Astronium graveolens,Astronium,a.10.5,1200,2
Astronium graveolens,Astronium,b.5.0,500,1
Astronium graveolens,Astronium,c.0.-5,400,1
Astronium graveolens,Astronium,d.-5.-10,900,1
Astronium graveolens,Astronium,e.-10.-15,1100,2
Astronium graveolens,Astronium,f.-15.-20,700,1
Astronium lecointei,Astronium,a.10.5,500,2
Astronium lecointei,Astronium,e.-10.-15,1100,2
Meliosma schlimii,Meliosma,e.-10.-15,1300,9
Meliosma vasquezii,Meliosma,c.0.-5,500,5
Meliosma vasquezii,Meliosma,e.-10.-15,1100,9
Meliosma vasquezii,Meliosma,f.-15.-20,1700,6
Meliosma violacea,Meliosma,b.5.0,1800,4
Meriania albertiae,Meriania,a.10.5,400,7
Meriania brachycera,Meriania,a.10.5,700,7
Meriania brachycera,Meriania,b.5.0,1300,6
Meriania grandidens,Meriania,a.10.5,1200,7
Meriania longifolia,Meriania,a.10.5,2000,7
Meriania longifolia,Meriania,b.5.0,1300,6
Meriania nobilis,Meriania,a.10.5,1200,7
Meriania nobilis,Meriania,b.5.0,100,6
Meriania quintuplinervis,Meriania,a.10.5,1100,7
Meriania tomentosa,Meriania,a.10.5,100,7
Meriania tomentosa,Meriania,b.5.0,1700,6
Meriania tomentosa,Meriania,c.0.-5,1500,4
Meriania tomentosa,Meriania,d.-5.-10,900,2
Meriania tomentosa,Meriania,e.-10.-15,1100,1
Meriania tomentosa,Meriania,f.-15.-20,500,1
Miconia acanthocoryne,Miconia,a.10.5,100,64
Miconia affinis,Miconia,a.10.5,1700,64
Miconia affinis,Miconia,b.5.0,1700,65
Miconia affinis,Miconia,c.0.-5,1500,52
Miconia affinis,Miconia,d.-5.-10,600,37
Miconia affinis,Miconia,e.-10.-15,1500,62
Miconia affinis,Miconia,f.-15.-20,2000,35
Miconia albicans,Miconia,a.10.5,1900,64
Miconia albicans,Miconia,b.5.0,1700,65
Miconia albicans,Miconia,c.0.-5,100,52
Miconia albicans,Miconia,d.-5.-10,800,37
Miconia albicans,Miconia,e.-10.-15,2000,62
Miconia albicans,Miconia,f.-15.-20,1600,35
Miconia alternans,Miconia,a.10.5,1600,64
Miconia alternans,Miconia,b.5.0,300,65
Miconia alternans,Miconia,f.-15.-20,900,35
Miconia aponeura,Miconia,a.10.5,1100,64
Miconia aponeura,Miconia,b.5.0,900,65
Miconia asperrima,Miconia,a.10.5,1100,64
Miconia asperrima,Miconia,b.5.0,800,65
Miconia asperrima,Miconia,c.0.-5,1000,52
Miconia asperrima,Miconia,d.-5.-10,300,37
Miconia astroplocama,Miconia,a.10.5,700,64
Miconia astroplocama,Miconia,c.0.-5,1800,52
Miconia astroplocama,Miconia,d.-5.-10,1800,37
Miconia astroplocama,Miconia,e.-10.-15,1100,62
Miconia biappendiculata,Miconia,a.10.5,800,64
Miconia biappendiculata,Miconia,b.5.0,700,65
Miconia biappendiculata,Miconia,e.-10.-15,400,62
Miconia brachycalyx,Miconia,a.10.5,900,64
Miconia brachycalyx,Miconia,b.5.0,1600,65
Miconia brachycalyx,Miconia,c.0.-5,400,52
Miconia bracteolata,Miconia,a.10.5,2300,64
Miconia bracteolata,Miconia,b.5.0,400,65
Miconia bracteolata,Miconia,c.0.-5,1000,52
Miconia bracteolata,Miconia,d.-5.-10,400,37
Miconia bracteolata,Miconia,e.-10.-15,200,62
Miconia brevitheca,Miconia,a.10.5,300,64
Miconia brevitheca,Miconia,b.5.0,3000,65
Miconia brevitheca,Miconia,c.0.-5,1700,52
Miconia caesia,Miconia,a.10.5,1400,64
Miconia calvescens,Miconia,b.5.0,1000,65
Miconia calvescens,Miconia,c.0.-5,2000,52
