Species,Min Elevation Bracket,Max Elevation Bracket
Micropholis egensis,N/A,N/A
Micropholis guyanensis,N/A,N/A
Micropholis melinoniana,N/A,N/A
Micropholis venulosa,N/A,N/A
Minquartia guianensis,N/A,N/A
Mollinedia killipii,N/A,N/A
Mollinedia lanceolata,1600-1699,1600-1699
Mollinedia minutiflora,N/A,N/A
Mollinedia ovata,N/A,N/A
Mollinedia repanda,N/A,N/A
Mollinedia tomentosa,N/A,N/A
Monnina aestuans,3000-3099,4000-4099
Morella parvifolia,2600-2699,3500-3599
Morella pubescens,1800-1899,3600-3699
Morisonia americana,N/A,N/A
Morisonia oblongifolia,N/A,N/A
Morus alba,N/A,N/A
Mosannona hypoglauca,N/A,N/A
Mosannona maculata,N/A,N/A
Mouriri cyphocarpa,N/A,N/A
Mouriri nigra,N/A,N/A
Moutabea gentryi,N/A,N/A
Muntingia calabura,200-299,200-299
Myrcia cucullata,3200-3299,3200-3299
Myrcia hartwegiana,N/A,N/A
Myrcia minutiflora,N/A,N/A
Myrcia mollis,N/A,N/A
Myrcia neesiana,N/A,N/A
Myrcia paivae,1100-1199,1800-1899
Myrcia paive,1100-1199,1800-1899
Myrcia popayanensis,2400-2499,2400-2499
Myrcia splendens,200-299,2700-2799
Myrcia sylvatica,1600-1699,1600-1699
Myrcianthes karsteniana,N/A,N/A
Myrcianthes myrsinoides,2700-2799,3900-3999
Myrcianthes orthostemon,3600-3699,3600-3699
Myrcianthes rhopaloides,2700-2799,3500-3599
Myriocarpa stipitata,300-399,1000-1099
Myroxylon balsamum,1400-1499,1400-1499
Myrsine andina,1600-1699,3300-3399
Myrsine coriacea,1300-1399,3200-3299
Myrsine dependens,2800-2899,3900-3999
Myrsine guianensis,1100-1199,3400-3499
Myrsine latifolia,1300-1399,3100-3199
Myrsine oligophylla,N/A,N/A
Myrsine pellucida,1300-1399,2900-2999
Myrsine pellucidopunctata,1200-1299,1900-1999
Naucleopsis capirensis,N/A,N/A
Naucleopsis glabra,N/A,N/A
Naucleopsis naga,N/A,N/A
Naucleopsis ulei,N/A,N/A
Nectandra acutifolia,1100-1199,1900-1999
Nectandra cissiflora,N/A,N/A
Nectandra cuspidata,800-899,1000-1099
Nectandra discolor,N/A,N/A
Nectandra laurel,1100-1199,1100-1199
Nectandra lineata,N/A,N/A
Nectandra lineatifolia,1300-1399,2400-2499
Nectandra longifolia,N/A,N/A
Nectandra membranacea,1100-1199,1300-1399
Nectandra obtusata,N/A,N/A
Nectandra reticulata,1600-1699,1600-1699
Neea amplifolia,N/A,N/A
Neea divaricata,N/A,N/A
Neea floribunda,N/A,N/A
Neea macrophylla,N/A,N/A
Neea ovalifolia,N/A,N/A
Neea parviflora,N/A,N/A
Neea spruceana,N/A,N/A
Neea virens,N/A,N/A
Norantea guianensis,N/A,N/A
Notopleura macrophylla,1400-1499,1900-1999
Notopleura siggersiana,1400-1499,1400-1499
Ochroma pyramidale,200-299,1500-1599
Ocotea aciphylla,1300-1399,1900-1999
Ocotea arnottiana,N/A,N/A
Ocotea benthamiana,N/A,N/A
Ocotea bofo,1600-1699,1600-1699
Ocotea cernua,200-299,1300-1399
Ocotea costulata,N/A,N/A
Ocotea floribunda,N/A,N/A
Ocotea guianensis,2700-2799,3100-3199
Ocotea infrafoveolata,N/A,N/A
Ocotea insularis,1300-1399,1300-1399
Ocotea javitensis,1300-1399,2900-2999
Ocotea jelskii,N/A,N/A
Ocotea leucoxylon,1300-1399,1600-1699
Ocotea longifolia,N/A,N/A
Ocotea macropoda,N/A,N/A
Ocotea micans,2900-2999,2900-2999
Ocotea multinervis,2700-2799,2700-2799
Ocotea oblonga,N/A,N/A
Ocotea olivacea,N/A,N/A
Ocotea pacifica,N/A,N/A
Ocotea pichinchensis,N/A,N/A
Ocotea puberula,N/A,N/A
Ocotea rufa,N/A,N/A
Ocotea sericea,2800-2899,3600-3699
Ocotea smithiana,1900-1999,2900-2999
Ocotea terciopelo,N/A,N/A
Ocotea tessmannii,N/A,N/A
Oenocarpus bacaba,N/A,N/A
Oenocarpus bataua,200-299,200-299
Oenocarpus mapora,N/A,N/A
Oenocarpus minor,200-299,200-299
Olmedia aspera,200-299,200-299
Oreopanax albanensis,N/A,N/A
Oreopanax bogotensis,2800-2899,3600-3699
Oreopanax capitatus,1300-1399,1900-1999
Oreopanax discolor,2900-2999,3700-3799
Oreopanax incisus,2700-2799,3400-3499
Oreopanax microflorous,N/A,N/A
Oreopanax palamophyllus,N/A,N/A
Oreopanax seemannianus,N/A,N/A
Ormosia antioquensis,1600-1699,1600-1699
Ormosia cuatrecasasii,N/A,N/A
Orthaea glandulifera,1300-1399,1900-1999
Ossaea micrantha,1600-1699,1600-1699
Osteophloeum platyspermum,N/A,N/A
Otoba acuminata,N/A,N/A
Otoba gordoniifolia,1300-1399,1300-1399
Otoba novogranatensis,N/A,N/A
Otoba parvifolia,N/A,N/A
Ouratea amplifolia,N/A,N/A
Ouratea pendula,N/A,N/A
Ouratea rubricyanea,N/A,N/A
Oxandra espintana,N/A,N/A
Oxandra longipetala,N/A,N/A
Oxandra panamensis,N/A,N/A
Oxandra polyantha,N/A,N/A
Oxandra venezuelana,N/A,N/A
Pachira mutisiana,N/A,N/A
Pachira sessilis,N/A,N/A
Palicourea acetosoides,1400-1499,1900-1999
Palicourea amethystina,2900-2999,3100-3199
Palicourea andaluciana,N/A,N/A
Palicourea andrei,N/A,N/A
Palicourea angustifolia,1400-1499,3000-3099
Palicourea apicata,1800-1899,3300-3399
Palicourea calophlebia,N/A,N/A
Palicourea cogolloi,1300-1399,3000-3099
Palicourea demissa,1300-1399,3100-3199
Palicourea garciae,1600-1699,3400-3499
Palicourea guianensis,200-299,1600-1699
Palicourea latifolia,N/A,N/A
Palicourea leuconeura,N/A,N/A
Palicourea luteonivea,N/A,N/A
Palicourea lyristipula,2700-2799,2800-2899
Palicourea obovata,N/A,N/A
Palicourea palenquensis,N/A,N/A
Palicourea perquadrangularis,1300-1399,1900-1999
Palicourea pyramidalis,1300-1399,1400-1499
Palicourea rigidifolia,1300-1399,1600-1699
Palicourea schlimii,N/A,N/A
Palicourea stipularis,N/A,N/A
Palicourea sulphurea,2800-2899,3600-3699
Palicourea thyrsiflora,1300-1399,1900-1999
Palicourea weberbaueri,2800-2899,3000-3099
Panopsis metcalfii,N/A,N/A
Panopsis mucronata,N/A,N/A
Panopsis polystachya,N/A,N/A
Panopsis rubescens,N/A,N/A
Panopsis suaveolens,N/A,N/A
Panopsis yolombo,N/A,N/A
Paragynoxys corei,N/A,N/A
Parathesis adenanthera,1600-1699,1600-1699
Parinari pachyphylla,N/A,N/A
Passiflora arborea,1600-1699,1800-1899
Passiflora macrophylla,N/A,N/A
Paullinia capreolata,N/A,N/A
Pausandra trianae,N/A,N/A
Peltogyne paniculata,N/A,N/A
Peltogyne purpurea,N/A,N/A
Pentacalia disciformis,N/A,N/A
Pentacalia theifolia,2800-2899,3000-3099
Pentagonia grandiflora,1300-1399,1300-1399
Pentagonia macrophylla,1600-1699,1600-1699
Peperomia elongata,200-299,200-299
Pera arborea,200-299,1300-1399
Pera colombiana,N/A,N/A
Pera glabrata,N/A,N/A
Perebea angustifolia,N/A,N/A
Perebea guianensis,1300-1399,1600-1699
Perebea xanthochyma,1100-1199,1100-1199
Perissocarpa steyermarkii,N/A,N/A
Perrottetia gentryi,N/A,N/A
Perrottetia sessiliflora,1300-1399,1600-1699
Persea americana,300-399,1900-1999
Persea areolatocostae,1300-1399,1400-1499
Persea caerulea,800-899,1900-1999
Persea chrysophylla,2700-2799,2800-2899
Persea cuneata,1600-1699,2800-2899
Persea ferruginea,3100-3199,3600-3699
Persea mutisii,2700-2799,3300-3399
Persea nudigemma,N/A,N/A
Persea povedae,N/A,N/A
Persea pseudofasciculata,N/A,N/A
Persea raimondii,N/A,N/A
Persea rigens,N/A,N/A
Persea subcordata,2300-2399,2700-2799
Petrea pubescens,4000-4099,4000-4099
Phenakospermum guyannense,N/A,N/A
Pholidostachys dactyloides,N/A,N/A
Phyllanthus acuminatus,N/A,N/A
Phyllanthus attenuatus,N/A,N/A
Phyllanthus brasiliensis,N/A,N/A
Phytolacca dioica,N/A,N/A
Picramnia latifolia,N/A,N/A
Picramnia sellowii,N/A,N/A
Picrolemma huberi,N/A,N/A
Pinus patula,1000-1099,3800-3899
Piper adenandrum,N/A,N/A
Axinaea colombiana,3600-3699,3600-3699
Axinaea lehmannii,N/A,N/A
Axinaea macrophylla,2700-2799,3200-3299
Axinaea pennellii,3400-3499,3400-3499
Axinaea scutigera,2800-2899,2900-2999
Baccharis brachylaenoides,1300-1399,3100-3199
Baccharis latifolia,2600-2699,3700-3799
Baccharis oblongifolia,2700-2799,2700-2799
Bactris barronis,N/A,N/A
Bactris gasipaes,1100-1199,1100-1199
Bactris maraja,N/A,N/A
Bactris pilosa,200-299,200-299
Bactris setulosa,N/A,N/A
Banara glauca,1400-1499,1400-1499
Banara guianensis,1300-1399,1600-1699
Banara ibaguensis,N/A,N/A
Barnadesia parviflora,N/A,N/A
Batocarpus costaricensis,N/A,N/A
Bauhinia picta,200-299,1600-1699
Bauhinia tarapotensis,N/A,N/A
Beilschmiedia alloiophylla,N/A,N/A
Beilschmiedia costaricensis,N/A,N/A
Beilschmiedia latifolia,N/A,N/A
Beilschmiedia pendula,N/A,N/A
Beilschmiedia sulcata,N/A,N/A
Beilschmiedia tovarensis,N/A,N/A
Bejaria aestuans,1300-1399,3700-3799
Bejaria resinosa,2700-2799,3900-3999
Bellucia grossularioides,200-299,300-399
Bellucia pentamera,200-299,1600-1699
Bertiera angustifolia,N/A,N/A
Besleria formosa,1300-1399,2700-2799
Billia rosea,1300-1399,2800-2899
Blakea cuatrecasii,1300-1399,1300-1399
Blakea holtonii,N/A,N/A
Blakea multiflora,N/A,N/A
Piper aduncum,200-299,2800-2899
Piper amalago,N/A,N/A
Piper andreanum,N/A,N/A
Piper arboreum,200-299,2700-2799
Piper archeri,N/A,N/A
Piper artanthe,2700-2799,3600-3699
Piper augustum,N/A,N/A
Piper barbatum,N/A,N/A
Piper boquianum,N/A,N/A
Piper carpunya,1900-1999,1900-1999
Piper cernuum,N/A,N/A
Piper crassinervium,1300-1399,1900-1999
Piper daniel-gonzalezii,N/A,N/A
Piper divulgatum,N/A,N/A
Piper glanduligerum,N/A,N/A
Piper gorgonillense,N/A,N/A
Piper grande,N/A,N/A
Piper imperiale,N/A,N/A
Piper lacunosum,N/A,N/A
Piper longispicum,1300-1399,1900-1999
Piper marequitense,N/A,N/A
Piper munchanum,1500-1599,1500-1599
Piper nubigenum,N/A,N/A
Piper obliquum,1300-1399,1300-1399
Piper phytolaccifolium,1300-1399,1600-1699
Piper reticulatum,200-299,200-299
Piper scobinifolium,N/A,N/A
Piper tuberculatum,200-299,1300-1399
Piptadenia uliginosa,N/A,N/A
Piptocoma discolor,700-799,3600-3699
Pisonia aculeata,N/A,N/A
Pithecellobium dulce,200-299,1600-1699
Platymiscium darienense,N/A,N/A
Platymiscium hebestachyum,N/A,N/A
Platymiscium pinnatum,200-299,700-799
Platymiscium stipulare,N/A,N/A
Platypodium elegans,N/A,N/A
Pleuranthodendron lindenii,N/A,N/A
Pleurothyrium cuneifolium,N/A,N/A
Pleurothyrium glabritepalum,N/A,N/A
Pleurothyrium trianae,N/A,N/A
Plumeria rubra,N/A,N/A
Podocarpus guatemalensis,N/A,N/A
Podocarpus magnifolius,N/A,N/A
Podocarpus oleifolius,1900-1999,3400-3499
Poeppigia procera,N/A,N/A
Pogonopus speciosus,N/A,N/A
Pogonopus tubulosus,N/A,N/A
Polybotrya polybotryoides,N/A,N/A
Posoqueria chocoana,N/A,N/A
Posoqueria coriacea,2800-2899,2800-2899
Posoqueria latifolia,200-299,300-399
Potalia amara,N/A,N/A
Poulsenia armata,N/A,N/A
Pourouma bicolor,200-299,1800-1899
Pourouma cecropiifolia,1100-1199,1100-1199
Pourouma guianensis,N/A,N/A
Pourouma hirsutipetiolata,N/A,N/A
Pourouma melinonii,N/A,N/A
Pourouma minor,1300-1399,1300-1399
Pourouma mollis,N/A,N/A
Pouteria baehniana,N/A,N/A
Pouteria bangii,N/A,N/A
Pouteria bilocularis,N/A,N/A
Pouteria buenaventurensis,N/A,N/A
Pouteria caimito,N/A,N/A
Pouteria cuspidata,N/A,N/A
Pouteria durlandii,200-299,200-299
Pouteria glomerata,N/A,N/A
Pouteria guianensis,N/A,N/A
Pouteria juruana,N/A,N/A
Pouteria lucuma,N/A,N/A
Pouteria macrocarpa,N/A,N/A
Pouteria multiflora,N/A,N/A
Pouteria reticulata,N/A,N/A
Pouteria sapota,N/A,N/A
Pouteria stipitata,N/A,N/A
Pouteria subrotata,N/A,N/A
Pouteria torta,N/A,N/A
Pouteria trilocularis,N/A,N/A
Pradosia colombiana,N/A,N/A
Praecereus euchlorus,N/A,N/A
Prestoea acuminata,1600-1699,1900-1999
Prestoea decurrens,N/A,N/A
Prestoea ensiformis,1300-1399,1300-1399
Prionostemma asperum,N/A,N/A
Protium altsonii,N/A,N/A
Protium amazonicum,N/A,N/A
Protium amplum,N/A,N/A
Protium apiculatum,1300-1399,1300-1399
Protium aracouchini,200-299,200-299
Protium colombianum,N/A,N/A
Protium cundinamarcense,N/A,N/A
Protium cuneatum,N/A,N/A
Protium divaricatum,N/A,N/A
Protium ecuadorense,N/A,N/A
Protium glabrescens,N/A,N/A
Protium guianense,N/A,N/A
Protium hebetatum,N/A,N/A
Protium laxiflorum,N/A,N/A
Protium macrophyllum,N/A,N/A
Protium opacum,N/A,N/A
Protium panamense,N/A,N/A
Protium sagotianum,N/A,N/A
Protium spruceanum,N/A,N/A
Protium subserratum,N/A,N/A
Protium tenuifolium,N/A,N/A
Protium tovarense,1600-1699,1600-1699
Protium unifoliolatum,N/A,N/A
Prumnopitys harmsiana,N/A,N/A
Prumnopitys montana,2700-2799,2900-2999
Prunus debilis,N/A,N/A
Prunus falcata,N/A,N/A
Prunus huantensis,N/A,N/A
Prunus integrifolia,2900-2999,3000-3099
Prunus muris,N/A,N/A
Prunus myrtifolia,N/A,N/A
Prunus ocellata,N/A,N/A
Prunus opaca,2800-2899,2800-2899
Prunus subcorymbosa,1300-1399,1900-1999
Prunus urotaenia,N/A,N/A
Psammisia graebneriana,2700-2799,3200-3299
Psammisia macrophylla,1300-1399,1900-1999
Pseudobombax septenatum,100-199,700-799
Pseudolmedia laevigata,N/A,N/A
Pseudolmedia laevis,N/A,N/A
Pseudolmedia macrophylla,N/A,N/A
Pseudolmedia rigida,N/A,N/A
Pseudomalmea boyacana,N/A,N/A
Pseudoxandra pacifica,N/A,N/A
Pseudoxandra sclerocarpa,N/A,N/A
Psidium cattleyanum,3600-3699,3600-3699
Psidium guineense,1600-1699,2800-2899
Psychotria biaristata,2800-2899,2800-2899
Psychotria brachiata,N/A,N/A
Psychotria capitata,N/A,N/A
Psychotria cauligera,N/A,N/A
Psychotria ernestii,N/A,N/A
Psychotria fortuita,1900-1999,1900-1999
Psychotria grandis,N/A,N/A
Psychotria horizontalis,200-299,200-299
Psychotria micrantha,N/A,N/A
Psychotria monsalveae,N/A,N/A
Psychotria officinalis,N/A,N/A
Psychotria panamensis,N/A,N/A
Psychotria remota,N/A,N/A
Psychotria saltatrix,N/A,N/A
Pterandra colombiana,N/A,N/A
Pterocarpus acapulcensis,200-299,200-299
Pterocarpus officinalis,N/A,N/A
Pterocarpus rohrii,200-299,200-299
Pterygota colombiana,N/A,N/A
Purdiaea nutans,N/A,N/A
Quadrella odoratissima,200-299,200-299
Qualea lineata,N/A,N/A
Qualea paraensis,N/A,N/A
Quararibea cogolloi,N/A,N/A
Quararibea pterocalyx,N/A,N/A
Quercus humboldtii,1300-1399,3600-3699
Quiina amazonica,N/A,N/A
Quiina cruegeriana,N/A,N/A
Quiina florida,N/A,N/A
Quiina macrophylla,N/A,N/A
Quiina obovata,N/A,N/A
Quiina pteridophylla,N/A,N/A
Randia armata,200-299,300-399
Randia hondensis,N/A,N/A
Rauvolfia leptophylla,1300-1399,1300-1399
Retiniphyllum concolor,N/A,N/A
Retrophyllum rospigliosii,N/A,N/A
Rhodostemonodaphne grandis,N/A,N/A
Rhodostemonodaphne kunthiana,1600-1699,1600-1699
Rhodostemonodaphne laxa,2700-2799,2900-2999
Rhodostemonodaphne velutina,N/A,N/A
Richeria dressleri,N/A,N/A
Richeria grandis,1100-1199,1900-1999
Rinorea dasyadena,N/A,N/A
Rinorea haughtii,N/A,N/A
Rinorea hirsuta,N/A,N/A
Rinorea lindeniana,200-299,200-299
Rinorea paniculata,N/A,N/A
Rinorea pubiflora,200-299,200-299
Rinorea sylvatica,N/A,N/A
Rinorea viridifolia,N/A,N/A
Rinoreocarpus ulei,N/A,N/A
Ronabea latifolia,200-299,300-399
Roucheria columbiana,N/A,N/A
Roucheria laxiflora,N/A,N/A
Roupala monosperma,N/A,N/A
Roupala montana,1300-1399,1600-1699
Ruagea glabra,1300-1399,2900-2999
Ruagea hirsuta,1600-1699,3400-3499
Ruagea pubescens,N/A,N/A
Ruagea tomentosa,N/A,N/A
Rudgea cornifolia,200-299,200-299
Rudgea sanarensis,N/A,N/A
Rudgea sclerocalyx,N/A,N/A
Ruprechtia tenuiflora,N/A,N/A
Rustia occidentalis,N/A,N/A
Ryania spruceana,N/A,N/A
Salacia cordata,N/A,N/A
Salacia solimoesensis,N/A,N/A
Sambucus nigra,N/A,N/A
Sambucus peruviana,N/A,N/A
Sapindus saponaria,1300-1399,1500-1599
Sapium glandulosum,200-299,200-299
Sapium laurifolium,N/A,N/A
Sapium marmieri,N/A,N/A
Sapium stylare,800-899,2900-2999
Saracha punctata,3700-3799,3700-3799
Sarcaulus brasiliensis,N/A,N/A
Saurauia brachybotrys,1300-1399,2800-2899
Saurauia bullosa,N/A,N/A
Saurauia cuatrecasana,1300-1399,1300-1399
Saurauia laevigata,N/A,N/A
Saurauia prainiana,N/A,N/A
Saurauia pseudostrigillosa,N/A,N/A
Saurauia scabra,N/A,N/A
Saurauia stapfiana,2700-2799,3100-3199
Saurauia tomentosa,N/A,N/A
Saurauia ursina,1600-1699,3400-3499
Schefflera bejucosa,1600-1699,3800-3899
Schefflera bogotensis,2800-2899,3600-3699
Schefflera jahnii,N/A,N/A
Schefflera minutiflora,N/A,N/A
Schefflera silvatica,N/A,N/A
Schizocalyx bracteosa,N/A,N/A
Schizolobium parahyba,1100-1199,1500-1599
Schnella glabra,200-299,200-299
Seguieria americana,N/A,N/A
Senefeldera testiculata,N/A,N/A
Senegalia polyphylla,200-299,200-299
Senegalia riparia,200-299,200-299
Senna bacillaris,200-299,1300-1399
Senna ruiziana,N/A,N/A
Senna silvestris,N/A,N/A
Senna spectabilis,1300-1399,1500-1599
Sideroxylon obtusifolium,N/A,N/A
Simaba guianensis,N/A,N/A
Simarouba amara,N/A,N/A
Simira cordifolia,N/A,N/A
Simira rubescens,N/A,N/A
Siparuna aspera,1500-1599,1900-1999
Siparuna cervicornis,N/A,N/A
Siparuna conica,1300-1399,1600-1699
Siparuna cristata,N/A,N/A
Siparuna decipiens,N/A,N/A
Siparuna echinata,2700-2799,3100-3199
Siparuna gigantotepala,N/A,N/A
Siparuna guianensis,100-199,300-399
Siparuna laurifolia,1300-1399,1300-1399
Siparuna lepidota,1900-1999,1900-1999
Siparuna mutisii,2800-2899,2800-2899
Siparuna thecaphora,200-299,1600-1699
Siparuna tomentosa,N/A,N/A
Siphoneugena dussii,N/A,N/A
Sisyrinchium micranthum,3600-3699,3700-3799
Sloanea brevispina,1600-1699,1600-1699
Sloanea durissima,N/A,N/A
Sloanea eichleri,N/A,N/A
Sloanea fragrans,N/A,N/A
Sloanea gracilis,N/A,N/A
Sloanea guianensis,N/A,N/A
Sloanea latifolia,N/A,N/A
Sloanea laxiflora,N/A,N/A
Sloanea medusula,N/A,N/A
Sloanea meianthera,N/A,N/A
Sloanea multiflora,N/A,N/A
Sloanea parvifructa,N/A,N/A
Sloanea pubescens,N/A,N/A
Sloanea robusta,N/A,N/A
Sloanea rufa,N/A,N/A
Sloanea terniflora,N/A,N/A
Sloanea tuerckheimii,N/A,N/A
Socratea exorrhiza,200-299,3800-3899
Socratea rostrata,N/A,N/A
Solanum allophyllum,N/A,N/A
Solanum anceps,N/A,N/A
Solanum aphyodendron,1300-1399,1900-1999
Solanum arboreum,200-299,1300-1399
Solanum asperolanatum,3000-3099,3000-3099
Solanum hypaleurotrichum,2800-2899,2800-2899
Solanum lepidotum,1300-1399,1600-1699
Solanum microleprodes,N/A,N/A
Solanum nutans,N/A,N/A
Solanum oblongifolium,2700-2799,3200-3299
Solanum sessile,N/A,N/A
Solanum umbellatum,1600-1699,1600-1699
Sorocea affinis,N/A,N/A
Sorocea pubivena,N/A,N/A
Sorocea sprucei,200-299,200-299
Sorocea steinbachii,N/A,N/A
Sorocea trophoides,N/A,N/A
Sphaeropteris quindiuensis,N/A,N/A
Spirotheca rosea,N/A,N/A
Spondias mombin,100-199,500-599
Spondias radlkoferi,N/A,N/A
Staphylea occidentalis,200-299,2900-2999
Stenosepala hirsuta,200-299,200-299
Stenostomum acreanum,N/A,N/A
Stephanopodium angulatum,N/A,N/A
Stephanopodium aptotum,N/A,N/A
Sterculia apetala,200-299,200-299
Sterculia colombiana,N/A,N/A
Blakea quadrangularis,1900-1999,2900-2999
Bocconia frutescens,1900-1999,2900-2999
Bocconia integrifolia,2800-2899,2800-2899
Boehmeria caudata,1300-1399,3600-3699
Boehmeria ulmifolia,N/A,N/A
Bomarea multiflora,2700-2799,3800-3899
Bonamia trichantha,N/A,N/A
Brachycylix vageleri,N/A,N/A
Brosimum alicastrum,200-299,1000-1099
Brosimum guianense,200-299,1600-1699
Brosimum lactescens,N/A,N/A
Brosimum rubescens,N/A,N/A
Brosimum utile,200-299,1400-1499
Brownea multijuga,N/A,N/A
Brownea rosa-de-monte,N/A,N/A
Brownea santanderensis,N/A,N/A
Brunellia acostae,1300-1399,1300-1399
Brunellia boqueronensis,2800-2899,3000-3099
Brunellia comocladifolia,1300-1399,2900-2999
Brunellia dulcis,N/A,N/A
Brunellia sibundoya,3600-3699,3600-3699
Brunellia subsessilis,1300-1399,1300-1399
Brunellia trianae,2700-2799,2900-2999
Bucquetia glutinosa,2700-2799,3800-3899
Sterculia pruriens,N/A,N/A
Sterculia speciosa,N/A,N/A
Sterigmapetalum colombianum,N/A,N/A
Sterigmapetalum tachirense,N/A,N/A
Stilpnophyllum oellgaardii,N/A,N/A
Strychnos guianensis,N/A,N/A
Strychnos toxifera,N/A,N/A
Stryphnodendron microstachyum,N/A,N/A
Styloceras laurifolium,N/A,N/A
Stylogyne ardisioides,N/A,N/A
Stylogyne longifolia,N/A,N/A
Stylogyne turbacensis,200-299,200-299
Styphnolobium sporadicum,N/A,N/A
Styrax davillifolius,3100-3199,3700-3799
Styrax pavonii,3100-3199,3100-3199
Styrax pentlandianus,N/A,N/A
Styrax peruvianus,N/A,N/A
Styrax tomentosus,2900-2999,2900-2999
Swartzia amplifolia,N/A,N/A
Swartzia colombiana,N/A,N/A
Swartzia macrophylla,N/A,N/A
Swartzia myrtifolia,N/A,N/A
Swartzia oraria,N/A,N/A
Swartzia robiniifolia,N/A,N/A
Swartzia schultesii,N/A,N/A
Swartzia simplex,200-299,300-399
Swietenia macrophylla,500-599,500-599
Symbolanthus pterocalyx,2700-2799,3100-3199
Symphonia globulifera,N/A,N/A
Symplocos arechea,N/A,N/A
Symplocos bogotensis,N/A,N/A
Symplocos flosfragrans,2800-2899,3500-3599
Symplocos fuliginosa,N/A,N/A
Symplocos phaeoneura,N/A,N/A
Symplocos quindiuensis,N/A,N/A
Symplocos quitensis,3500-3599,3500-3599
Symplocos theiformis,2900-2999,3600-3699
Tabebuia ochracea,N/A,N/A
Tabebuia rosea,100-199,1500-1599
Tabebuia serratifolia,N/A,N/A
Tabernaemontana columbiensis,N/A,N/A
Tabernaemontana cymosa,200-299,200-299
Tabernaemontana grandiflora,100-199,300-399
Tabernaemontana markgrafiana,200-299,200-299
Tabernaemontana sananho,N/A,N/A
Tachia parviflora,1600-1699,1600-1699
Talisia bullata,N/A,N/A
Talisia cerasina,N/A,N/A
Talisia hexaphylla,N/A,N/A
Talisia macrophylla,N/A,N/A
Talisia morii,N/A,N/A
Talisia nervosa,N/A,N/A
Tapirira guianensis,100-199,1800-1899
Tapirira obtusa,N/A,N/A
Tapura colombiana,N/A,N/A
Tapura guianensis,1300-1399,1400-1499
Terminalia amazonia,200-299,200-299
Terminalia oblonga,N/A,N/A
Terminalia tetraphylla,N/A,N/A
Ternstroemia acrodantha,N/A,N/A
Ternstroemia macrocarpa,2700-2799,2900-2999
Ternstroemia meridionalis,2700-2799,3500-3599
Tessaria integrifolia,N/A,N/A
Tetragastris altissima,N/A,N/A
Tetragastris panamensis,200-299,200-299
Tetrathylacium johansenii,N/A,N/A
Tetrathylacium macrophyllum,200-299,200-299
Tetrorchidium andinum,1600-1699,1600-1699
Tetrorchidium euryphyllum,1100-1199,1600-1699
Tetrorchidium macrophyllum,N/A,N/A
Tetrorchidium rubrivenium,1800-1899,1900-1999
Theobroma bicolor,N/A,N/A
Theobroma cacao,200-299,1300-1399
Theobroma glaucum,200-299,200-299
Tocoyena pittieri,N/A,N/A
Tournefortia cuspidata,200-299,200-299
Tournefortia fuliginosa,N/A,N/A
Tournefortia scabrida,1900-1999,1900-1999
Tovomita carinata,N/A,N/A
Tovomita choisyana,N/A,N/A
Tovomita spruceana,N/A,N/A
Tovomita stylosa,200-299,300-399
Tovomita trojitana,N/A,N/A
Toxicodendron striatum,1300-1399,2800-2899
Trattinnickia aspera,N/A,N/A
Trattinnickia burserifolia,N/A,N/A
Trattinnickia lawrancei,N/A,N/A
Trema integerrima,N/A,N/A
Trema micrantha,200-299,1900-1999
Trichilia cipo,N/A,N/A
Trichilia elegans,N/A,N/A
Trichilia hirta,100-199,100-199
Trichilia inaequilatera,N/A,N/A
Trichilia martiana,200-299,700-799
Trichilia maynasiana,N/A,N/A
Trichilia micrantha,N/A,N/A
Trichilia moschata,300-399,300-399
Trichilia pallida,200-299,1600-1699
Trichilia pleeana,1600-1699,1600-1699
Trichilia poeppigii,N/A,N/A
Trichilia quadrijuga,N/A,N/A
Trichilia schomburgkii,N/A,N/A
Trichilia septentrionalis,N/A,N/A
Trichilia tomentosa,N/A,N/A
Trichospermum galeottii,200-299,200-299
Triplaris americana,200-299,1500-1599
Triplaris cumingiana,N/A,N/A
Triplaris weigeltiana,N/A,N/A
Trophis racemosa,1100-1199,1100-1199
Turpinia heterophylla,N/A,N/A
Ulex europaeus,2700-2799,2900-2999
Unonopsis aviceps,200-299,200-299
Unonopsis guatterioides,N/A,N/A
Unonopsis pacifica,N/A,N/A
Unonopsis spectabilis,N/A,N/A
Urera baccifera,1000-1099,1900-1999
Urera caracasana,1000-1099,1600-1699
Urera lianoides,N/A,N/A
Urera simplex,N/A,N/A
Uribea tamarindoides,N/A,N/A
Vachellia macracantha,N/A,N/A
Vallea stipularis,2700-2799,3700-3799
Varronia cylindrostachya,1300-1399,2900-2999
Vasconcellea goudotiana,N/A,N/A
Vasconcellea microcarpa,N/A,N/A
Vasconcellea pubescens,N/A,N/A
Vatairea guianensis,N/A,N/A
Verbesina arborea,N/A,N/A
Verbesina nudipes,1900-1999,1900-1999
Vernonanthura patens,1100-1199,2800-2899
Viburnum anabaptista,2500-2599,2500-2599
Viburnum antioquiense,2700-2799,3000-3099
Viburnum ayavacense,N/A,N/A
Viburnum hallii,N/A,N/A
Viburnum lasiophyllum,N/A,N/A
Viburnum pichinchense,2700-2799,3600-3699
Viburnum reticulatum,N/A,N/A
Viburnum tinoides,1500-1599,3500-3599
Viburnum toronis,1600-1699,2800-2899
