species,0-99,100-199,200-299,300-399,400-499,500-599,600-699,700-799,800-899,900-999,1000-1099,1100-1199,1200-1299,1300-1399,1400-1499,1500-1599,1600-1699,1700-1799,1800-1899,1900-1999,2000-2099,2100-2199,2200-2299,2300-2399,2400-2499,2500-2599,2600-2699,2700-2799,2800-2899,2900-2999,3000-3099,3100-3199,3200-3299,3300-3399,3400-3499,3500-3599,3600-3699,3700-3799,3800-3899,3900-3999,4000-4099
Citronella incarum,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus X aurantium,0,0,1,0,0,0,0,0,1,2,4,2,1,2,3,4,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus limon,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarisia biflora,0,7,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarisia racemosa,0,0,2,3,1,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clathrotropis brunnea,0,5,4,15,6,8,2,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clavija cauliflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clavija mezii,0,4,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clethra fagifolia,0,0,0,1,1,1,0,2,2,0,2,1,2,0,1,1,2,5,10,8,15,26,22,24,19,16,16,17,7,5,3,4,2,1,2,0,0,0,0,0,0
Clethra fimbriata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,5,5,11,4,6,8,7,11,15,14,15,5,1,1,0,0,0
Clethra ovalifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0
Clethra revoluta,0,0,1,0,4,0,0,1,4,0,6,0,1,0,2,2,2,3,0,0,1,2,0,1,1,1,3,1,1,4,2,7,4,3,0,0,0,0,0,0,0
Clethra scabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clitoria arborea,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia alata,0,0,0,0,0,3,0,0,1,4,2,1,0,2,6,2,3,3,2,3,7,6,13,9,6,7,9,5,3,2,2,7,1,2,2,1,0,0,0,0,0
Clusia articulata,0,0,0,0,1,8,3,0,9,1,1,4,4,0,1,3,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,6,2,3,1,0,0,0,0,0,0
Clusia candelabrum,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia colombiana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia crenata,0,0,0,0,0,0,0,0,0,1,4,0,5,2,7,0,2,4,8,3,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia cuneifolia,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,1,5,3,9,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
Clusia decussata,0,0,0,3,3,4,7,3,5,4,5,2,0,0,0,3,2,0,4,6,4,2,3,4,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia dixonii,0,0,0,0,0,0,1,0,2,0,0,0,1,5,3,3,4,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia ducu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,8,6,2,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia ducuoides,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,8,4,15,13,16,19,11,12,10,12,5,2,2,0,1,0,0,1,0,0,0,0,0,0,0
Clusia elliptica,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4,0,5,6,8,18,14,7,5,0,1,0,0,0,0
Clusia flavida,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia hammeliana,0,2,1,4,1,8,6,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia haughtii,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia hydrogera,0,0,0,0,0,0,0,0,1,0,0,6,1,2,3,3,8,4,6,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia inesiana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Clusia lineata,0,3,2,6,5,5,2,3,6,0,4,6,1,0,0,2,3,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia minor,0,5,2,1,3,4,0,1,7,1,5,0,0,4,6,2,1,0,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia mocoensis,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia multiflora,0,0,0,0,0,0,0,1,0,3,0,0,2,3,8,1,3,3,4,5,9,4,14,20,10,10,15,14,4,13,8,4,11,5,0,0,0,0,0,0,0
Clusia octandra,0,0,0,1,3,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia palmicida,0,0,1,3,1,0,8,5,6,2,1,3,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia penduliflora,0,0,1,0,0,0,2,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia pentandra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia schomburgkiana,0,0,0,0,0,3,0,0,0,0,2,3,2,1,4,0,2,11,10,4,3,3,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clusia sphaerocarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clusia thurifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Clusia trochiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,5,3,3,0,0,1,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Clusia volubilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba acuminata,0,0,1,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba ascendens,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba coronata,0,1,2,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba densifrons,0,2,2,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba excelsa,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba lehmannii,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba mollis,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba obovata,0,0,2,2,3,1,0,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccoloba padiformis,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochlospermum orinocense,0,3,6,8,8,5,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffea arabica,0,1,1,0,0,2,1,1,2,4,1,4,2,1,1,3,2,2,3,3,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Compsoneura anoriensis,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compsoneura claroensis,0,0,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compsoneura mutisii,0,5,10,22,25,30,9,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compsoneura rigidifolia,0,0,0,1,0,0,0,0,0,0,0,4,0,7,3,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceveiba parvifolia,0,0,0,3,2,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceveiba pleiostemona,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condaminea corymbosa,0,0,1,2,2,4,5,2,1,9,6,5,2,8,2,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Connarus panamensis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Copaifera canime,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordia alliodora,0,0,4,7,3,8,3,0,3,2,0,2,0,3,9,4,1,0,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordia bicolor,0,4,4,7,6,3,11,7,4,7,5,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordia bogotensis,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordia dwyeri,0,0,0,0,0,0,0,5,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordia nodosa,0,1,3,2,8,13,21,10,3,4,1,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
